bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,-22.5,2808,1.0,1.0,1.0,0,1,0B,1B
3,0,1,0,0,2.091910091910197,-22.5,12906,1.0,1.0,1.0,0,-1,0B,-1B
4,0,0,0,0,3.091910091910197,-26.0,21845,1.0,1.0,1.0,-2,-1,-2B,-1B
5,0,1,0,0,4.785576231372469,-19.0,4484254,1.0,1.0,1.0,-9,-10,-9B,-10B
9,0,1,0,0,5.78558647561074,-16.5,7779042,1.0,1.0,1.0,-999,-1000,-999B,-1000B
6,0,0,0,0,6.785586559144001,-19.0,8916535,1.0,1.0,1.0,-29,-30,-29B,-30B
7,0,1,0,0,8.285587176552328,-14.0,10302485,1.0,1.0,1.0,-100,-99,-100B,-99B
13,0,1,0,0,11.914476709798995,-8.0,15423709,1.0,1.0,1.0,-100000,-99999,-100000B,-99999B
7,0,2,0,0,12.914574138011218,-8.0,16886527,1.0,1.0,1.0,1000,999,1.0 kB,999B
17,0,1,0,0,16.494167190764482,-2.0,23759275,1.0,1.0,1.0,-9999999,-10000000,-9999999B,-10000000B
12,0,2,0,0,18.71335346934738,1.0,26816908,1.0,1.0,1.0,999949,999950,999.9 kB,1.0 MB
6,0,0,0,0,35.75983768385436,0.0,29999441,1.0,1.0,1.0,-89,-90,-89B,-90B
6,0,0,0,0,101.16251793736745,0.0,29999441,1.0,1.0,1.0,820,819,820B,819B
6,0,0,0,0,114.5233609415993,0.0,29999441,1.0,1.0,1.0,459,460,459B,460B
10,0,0,0,1,53.65925614397869,0.0,29999441,0.8888888888888888,1.0,0.8888888888888888,-8300,-8299,-8300B,-8299B
12,0,0,0,1,39.38721863623531,0.0,29999441,0.8,1.0,0.8,-12400,-12399,-12400B,-12399B
6,0,0,0,1,44.308975457332124,0.0,29999441,0.8,1.0,0.8,354,355,354B,355B
6,0,0,0,1,76.97253507740753,0.0,29999441,0.8,1.0,0.8,165,166,165B,166B
6,0,0,0,1,80.39185317161768,0.0,29999441,0.8,1.0,0.8,762,763,762B,763B
6,0,0,0,1,81.67994840971292,0.0,29999441,0.8,1.0,0.8,129,128,129B,128B
10,0,0,0,1,83.66197972426303,0.0,29999441,0.8,1.0,0.8,10950,10951,10.9 kB,11.0 kB
6,0,0,0,1,86.55430864394447,0.0,29999441,0.8,1.0,0.8,329,328,329B,328B
6,0,0,0,1,87.92573721537305,0.0,29999441,0.8,1.0,0.8,414,413,414B,413B
6,0,0,0,1,156.22805750223833,0.0,29999441,0.8,1.0,0.8,650,651,650B,651B
10,0,0,0,1,10.914476709798995,-10.5,15320544,0.75,1.0,0.75,-1809,-1810,-1809B,-1810B
