bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
3,0,1,0,0,1.0,1.0,1.0,0.0,-1.0,0B,-1B
2,0,0,0,0,1.0,1.0,1.0,1.0,2.0,1B,2B
4,0,0,0,0,1.0,1.0,1.0,-1.0,-2.0,-1B,-2B
7,0,1,0,0,1.0,1.0,1.0,-99.0,-100.0,-99B,-100B
5,0,1,0,0,1.0,1.0,1.0,-9.0,-10.0,-9B,-10B
9,0,1,0,0,1.0,1.0,1.0,-999.0,-1000.0,-999B,-1000B
11,0,1,0,0,1.0,1.0,1.0,-10000.0,-9999.0,-10000B,-9999B
7,0,2,0,0,1.0,1.0,1.0,999.0,1000.0,999B,1.0 kB
6,0,0,0,1,0.8,1.0,0.8,163.0,164.0,163B,164B
8,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-103.0,-104.0,-103B,-104B
10,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-9997.0,-9998.0,-9997B,-9998B
12,0,0,0,1,0.5,1.0,0.5,-41964.0,-41965.0,-41964B,-41965B
4,2,2,0,1,0.09090909090909091,0.09090909090909091,1.0,-11.0,0.0,-11B,0B
6,2,2,0,1,0.010752688172043012,0.01098901098901099,0.978494623655914,-7.0,-100.0,-7B,-100B
5,4,3,0,1,0.009900990099009901,0.009900990099009901,1.0,-100.0,1.0,-100B,1B
6,2,3,0,1,0.001081081081081081,0.0011098779134295228,0.9740540540540541,1010.0,85.0,1.0 kB,85B
5,4,4,0,1,0.0010050251256281408,0.0010090817356205853,0.9959798994974876,6.0,1001.0,6B,1.0 kB
7,4,3,0,1,0.001001001001001001,0.0010090817356205853,0.991991991991992,-5.0,-1004.0,-5B,-1004B
6,8,4,0,1,0.000999000999000999,0.000999000999000999,1.0,-1001.0,0.0,-1001B,0B
8,2,2,0,1,0.0008680555555555556,0.0011098779134295228,0.7821180555555556,-1000.0,-40.0,-1000B,-40B
8,0,1,0,1,0.0008460236886632825,0.7777777777777778,0.0010877447425670776,1019.0,-163.0,1.0 kB,-163B
9,0,0,0,1,0.000427715996578272,0.00980392156862745,0.04362703165098374,-1294.0,1044.0,-1294B,1.0 kB
8,2,3,0,1,0.00010418837257762034,0.00011108642523883582,0.9379037299437383,10001.0,403.0,10.0 kB,403B
7,0,3,0,1,0.00010191602119853241,0.00011168192986374804,0.9125560538116592,187.0,9999.0,187B,10.0 kB
10,2,2,0,1,0.000100999899000101,0.000111000111000111,0.90990809009191,-10364.0,-463.0,-10364B,-463B
6,2,4,0,1,0.0001006238679814852,0.00010150223304912708,0.9913463473535923,13.0,9951.0,13B,10.0 kB
6,8,5,0,1,9.985022466300549e-5,0.00010009008107296567,0.9976035946080878,2.0,10017.0,2B,10.0 kB
7,4,4,0,1,9.964129135113592e-5,0.000100999899000101,0.9865484256675966,11.0,10047.0,11B,10.0 kB
7,12,5,0,1,9.894132779261898e-5,9.999000099990002e-5,0.9895122192539824,-10106.0,1.0,-10106B,1B
8,8,4,0,1,9.783778495254867e-5,0.00010009008107296567,0.9774973094609137,80.0,-10141.0,80B,-10141B
9,4,3,0,1,9.649715333397665e-5,0.00010098969905069682,0.9555148123130369,-10184.0,179.0,-10184B,179B
9,0,2,0,1,9.53197979220284e-5,9.890218573830482e-5,0.9637784767896291,10344.0,-147.0,10.3 kB,-147B
10,0,1,0,1,8.539709649871905e-5,0.8181818181818181,0.00010437422905398995,-1627.0,10083.0,-1627B,10.1 kB
10,2,1,0,1,7.107825716113441e-5,9.088430428065073e-5,0.7820740635439619,-11407.0,2662.0,-11407B,2.7 kB
11,0,0,0,1,3.682698681593872e-5,0.007936507936507936,0.004640200338808279,15772.0,-11382.0,15.8 kB,-11382B
13,0,1,0,1,1.314474998685525e-5,1.0,1.314474998685525e-5,-24993.0,-101069.0,-24993B,-101069B
14,0,0,0,1,1.2705188799105555e-5,0.8888888888888888,1.429333739899375e-5,-816011.0,-737303.0,-816011B,-737303B
13,0,2,0,1,1.2437424209446224e-5,0.0196078431372549,0.0006343086346817574,1.032297e6,967975.0,1.0 MB,968.0 kB
9,4,4,0,1,1.0036130068245684e-5,1.0099275881919266e-5,0.9937474909674829,798.0,100438.0,798B,100.4 kB
8,8,5,0,1,9.996801023672424e-6,1.0009509033581903e-5,0.9987304062699935,100085.0,53.0,100.1 kB,53B
12,2,2,0,1,9.949357768956014e-6,1.110790216159776e-5,0.8957008825080341,-3444.0,-103953.0,-3444B,-103953B
7,12,6,0,1,9.928711848924721e-6,1.000060003600216e-5,0.9928116126213786,100718.0,0.0,100.7 kB,0B
10,8,4,0,1,9.875275273298243e-6,1.0008206729518205e-5,0.9867177547574139,194.0,-101069.0,194B,-101069B
11,4,3,0,1,9.843294747617923e-6,1.0095707305253806e-5,0.9749980313410506,-102071.0,-479.0,-102071B,-479B
8,18,6,0,1,9.773929021727444e-6,9.99990000099999e-6,0.9774026761017661,0.0,-102313.0,0B,-102313B
9,12,5,0,1,9.68419829364426e-6,1.000060003600216e-5,0.9683617241746642,-103180.0,81.0,-103180B,81B
11,4,2,0,1,9.269730621628136e-6,9.899421873762572e-6,0.9363911084743878,-104518.0,3360.0,-104518B,3.4 kB
11,0,2,0,1,9.08108500803676e-6,9.885721064494444e-6,0.9186062350729665,-9316.0,100803.0,-9316B,100.8 kB
12,2,1,0,1,8.746151693254968e-6,9.0046283789868e-6,0.9712951301427372,-100715.0,13621.0,-100715B,13.6 kB
12,0,1,0,1,8.472565831836514e-6,8.99733678831066e-6,0.9416748568136375,-15297.0,102731.0,-15297B,102.7 kB
10,2,3,0,1,8.460236886632826e-6,9.98771511041419e-6,0.8470642978003384,117456.0,-744.0,117.5 kB,-744B
16,0,0,0,1,5.03627629817576e-6,0.8,6.2953453727197e-6,-2.204147e6,-2.051409e6,-2204147B,-2051409B
13,0,0,0,1,3.453310948204365e-6,4.733705402577976e-6,0.7295153911191202,-107959.0,159343.0,-107959B,159.3 kB
8,18,4,0,1,9.994722786368798e-7,1.0000070000490004e-6,0.9994652823309293,2.0,1.00053e6,2B,1.0 MB
9,12,3,0,1,9.965608684430032e-7,1.000089007921705e-6,0.9964721745257117,1.003448e6,-3.0,1.0 MB,-3B
10,8,2,0,1,9.919749228739498e-7,1.0009188434983314e-6,0.9910642898947516,1.008869e6,779.0,1.0 MB,779B
9,24,7,0,1,9.901686158135868e-7,9.99998000004e-7,0.9901705961508185,0.0,-1.009929e6,0B,-1009929B
11,4,1,0,1,9.871502650004887e-7,8.328033675539808e-6,0.1185334141839314,-324.0,1.012693e6,-324B,1.0 MB
11,12,5,0,1,9.855197581928722e-7,1.0000540029161574e-6,0.9854665401259298,-1.014062e6,631.0,-1014062B,631B
11,4,0,0,1,9.821040991060888e-7,1.0098776129320888e-6,0.9724981389127321,1.020934e6,2712.0,1.0 MB,2.7 kB
10,18,6,0,1,9.735657429474897e-7,9.99999000001e-7,0.9735667165132326,-1.027155e6,-3.0,-1027155B,-3B
13,4,2,0,1,9.720751958488501e-7,9.890981600796025e-7,0.9827894086574962,-1.012581e6,16146.0,-1012581B,16.1 kB
12,8,3,0,1,9.511716056252289e-7,9.988333626324454e-7,0.9522825740605991,1479.0,-1.049856e6,1.5 kB,-1049856B
12,8,4,0,1,9.046212576949345e-7,1.0008968035359683e-6,0.9038107170480398,-1.106306e6,-871.0,-1106306B,-871B
12,2,0,0,1,8.465171322369808e-7,4.737270952949425e-6,0.17869299447816875,1.176467e6,-4844.0,1.2 MB,-4844B
14,0,2,0,1,7.64368211454822e-7,9.089942251596875e-7,0.8408944636810445,-167270.0,1.141e6,-167270B,1.1 MB
14,2,1,0,1,7.580725247984475e-7,8.996996802467337e-7,0.842583966008028,170925.0,-1.14821e6,170.9 kB,-1148210B
13,4,3,0,1,7.411162396354894e-7,1.0097511670199113e-6,0.7339592801093294,-1.238728e6,-1855.0,-1238728B,-1855B
14,2,2,0,1,6.813270843527217e-7,1.110385659147135e-6,0.6135949962430489,-14683.0,-1.369505e6,-14683B,-1369505B
15,0,1,0,1,5.8588385853014e-7,1.0,5.8588385853014e-7,-1.765939e6,-181032.0,-1765939B,-181032B
15,0,3,0,1,4.460629591103007e-7,4.989746071822405e-7,0.8939592369825446,-1.006725e6,1.235111e6,-1006725B,1.2 MB
12,8,2,0,1,4.1339276818959187e-7,9.126959196864099e-7,0.452935922329562,-2.409054e6,9953.0,-2409054B,10.0 kB
18,0,0,0,1,1.0289499175090851e-7,0.8,1.2861873968863564e-7,-4.776398e7,-5.7482626e7,-47763980B,-57482626B
10,8,3,0,1,1.0027703536560455e-7,1.0051168488541467e-7,0.9976654503396534,9.972346e6,-27.0,10.0 MB,-27B
8,18,5,0,1,1.0025889855373531e-7,1.0050249236130806e-7,0.9975762411274635,0.0,9.974177e6,0B,10.0 MB
9,24,5,0,1,9.990915260753396e-8,9.9999970000009e-8,0.9990918258027974,0.0,1.0009093e7,0B,10.0 MB
12,18,6,0,1,9.982434907536698e-8,9.9999850000225e-8,0.9982449881189059,-1.0017619e7,-23.0,-10017619B,-23B
11,12,3,0,1,9.959765535167583e-8,1.0000861074138484e-7,0.9958907999355004,1.0040565e7,168.0,10.0 MB,168B
10,18,4,0,1,9.910779201318054e-8,1.0e-7,0.9910779201318054,1.0090118e7,94.0,10.1 MB,94B
13,12,4,0,1,9.889246374157263e-8,9.998577202464089e-8,0.9890653613916306,-1.0103825e7,8169.0,-10103825B,8.2 kB
13,4,1,0,1,9.869152798368669e-8,8.354429338493715e-7,0.11813078306732146,1.0131278e7,-1304.0,10.1 MB,-1304B
11,24,7,0,1,9.678967989717065e-8,9.999958000176399e-8,0.9679008641382622,-1.0331648e7,32.0,-10331648B,32B
13,4,0,0,1,9.663422977687157e-8,1.0099108612277446e-7,0.9568590009953326,62252.0,1.0410552e7,62.3 kB,10.4 MB
14,8,3,0,1,9.636898992385115e-8,9.987404883701165e-8,0.9649052085704412,27330.0,-1.0349452e7,27.3 kB,-10349452B
14,2,0,0,1,9.612765136884814e-8,9.988360563435428e-8,0.9623966892098826,1.0323895e7,-78939.0,10.3 MB,-78939B
15,4,3,0,1,9.599913063187299e-8,1.0099396237894107e-7,0.9505432638802023,-1.0448439e7,-31678.0,-10448439B,-31678B
10,32,8,0,1,9.42004991684451e-8,9.9999810000361e-8,0.9420067814939351,0.0,-1.0615655e7,0B,-10615655B
14,8,4,0,1,9.195283077249297e-8,1.000809254363078e-7,0.9187847771353034,-9378.0,-1.0884519e7,-9378B,-10884519B
12,8,1,0,1,9.130179653632027e-8,1.0009395819856099e-7,0.9121609153991163,6355.0,1.0959042e7,6.4 kB,11.0 MB
16,0,2,0,1,8.350859700128978e-8,8.99612833624793e-8,0.928272628846458,1.0127066e7,-1.847749e6,10.1 MB,-1847749B
15,4,2,0,1,8.067095647922904e-8,9.887766923976026e-8,0.8158662830493782,204952.0,-1.2191083e7,205.0 kB,-12191083B
13,12,5,0,1,7.92732258837018e-8,1.0000504025402881e-7,0.7926923051311726,-132.0,-1.0321168e7,-132B,-10321168B
16,2,4,0,1,7.811295961958364e-8,9.088005886119652e-8,0.8595170447555233,-1.0850146e7,1.951827e6,-10850146B,2.0 MB
17,0,1,0,1,4.730738879440289e-8,1.0,4.730738879440289e-8,-1.28283e6,-2.2421177e7,-1282830B,-22421177B
17,0,3,0,1,3.639990125434788e-8,4.762575604697081e-8,0.7642902554333951,1.6321465e7,-1.1151137e7,16.3 MB,-11151137B
16,2,2,0,1,2.000270193640228e-8,1.1108752352694888e-7,0.180062542591021,-4.7085926e7,-425563.0,-47085926B,-425563B
19,0,1,0,1,1.3795091273359073e-8,1.0,1.3795091273359073e-8,-1.11559295e8,-3.9069742e7,-111559295B,-39069742B
9,24,6,0,1,1.0002791579073887e-8,1.0005000499249525e-8,0.9997792183842666,9.9972093e7,1.0,100.0 MB,1B
10,32,6,0,1,9.992651204451223e-9,9.999999200000064e-9,0.9992652003863318,1.00073543e8,1.0,100.1 MB,1B
13,12,2,0,1,9.982182502984947e-9,1.0000666644438517e-8,0.9981517090699299,1.00180333e8,1840.0,100.2 MB,1.8 kB
14,18,5,0,1,9.977618903708525e-9,9.99984850229519e-9,0.9977770064634917,-1.00221845e8,2468.0,-100221845B,2.5 kB
16,8,4,0,1,9.943993143497399e-9,1.0007647043258695e-8,0.993639473945659,-1.00595172e8,-31949.0,-100595172B,-31949B
14,8,2,0,1,9.92922409349262e-9,9.131287168415243e-8,0.1087384933839055,-1467.0,1.00711337e8,-1467B,100.7 MB
11,24,5,0,1,9.876857415878879e-9,1.0000002900000842e-8,0.9876854551590227,19.0,1.01246798e8,19B,101.2 MB
11,40,9,0,1,9.84222199657288e-9,9.9999840000256e-9,0.9842237744128074,0.0,-1.01603073e8,0B,-101603073B
12,18,4,0,1,9.82702567674058e-9,1.0000039800158405e-8,0.9826986565178387,1.01760421e8,231.0,101.8 MB,231B
14,8,1,0,1,9.821544211342423e-9,1.0008317211852566e-8,0.9813382213456471,56082.0,1.01873065e8,56.1 kB,101.9 MB
13,24,7,0,1,9.820059681412714e-9,9.999935600414733e-9,0.9820122922597063,-1.01832225e8,150.0,-101832225B,150B
13,12,3,0,1,9.737018229986325e-9,9.265847382341807e-8,0.10508502706986565,1.02700023e8,-822.0,102.7 MB,-822B
12,32,8,0,1,9.68121529689717e-9,9.99998610001932e-9,0.9681228753786433,61.0,-1.03292756e8,61B,-103292756B
15,12,4,0,1,9.672205848682286e-9,9.99861419207298e-9,0.9673546416412913,-1.03354837e8,34195.0,-103354837B,34.2 kB
16,2,0,0,1,9.6343461202045e-9,9.986282243533348e-9,0.964758043609598,1.0348024e8,-315076.0,103.5 MB,-315076B
15,4,0,0,1,9.629786145753785e-9,1.0095339477444432e-8,0.953884331207404,1.04044078e8,199612.0,104.0 MB,199.6 kB
14,18,6,0,1,9.573425854750164e-9,1.0000061800381926e-8,0.9573366690978382,-1.04456235e8,-420.0,-104456235B,-420B
15,4,1,0,1,9.42319137860913e-9,9.998358769408002e-9,0.9424738195473928,1.06024219e8,-96941.0,106.0 MB,-96941B
18,2,2,0,1,9.256144566612593e-9,1.1101866586804278e-8,0.8337466942373891,-1.10353921e8,-2.317579e6,-110353921B,-2317579B
17,4,3,0,1,9.010540232616287e-9,1.0097708864190925e-8,0.8923351181741813,-1.11690535e8,-709398.0,-111690535B,-709398B
16,8,3,0,1,8.4940594841364e-9,9.987232521688924e-9,0.850491811989973,809389.0,-1.16919949e8,809.4 kB,-116919949B
20,0,0,0,1,8.051183515221076e-9,0.7777777777777778,1.0351521662427096e-8,3.588918305e9,3.659892786e9,3.6 GB,3.7 GB
18,2,4,0,1,7.0051508383754015e-9,9.011650559227438e-9,0.7773438164668414,-1.22158446e8,2.0593655e7,-122158446B,20.6 MB
18,0,2,0,1,6.952566683909495e-9,1.0,6.952566683909495e-9,1.04877968e8,-3.8953806e7,104.9 MB,-38953806B
17,4,5,0,1,6.660037176860324e-9,9.899866317155186e-9,0.6727401121891254,-1.43470761e8,6.678551e6,-143470761B,6.7 MB
15,12,5,0,1,5.080228079481347e-9,1.0000745355551348e-8,0.5079849450082584,-5523.0,-1.96847079e8,-5523B,-196847079B
