bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
3,0,1,0,0,1.0,-162905.5,1482875,1.0,1.0,1.0,0,-1,0B,-1B
2,0,0,0,0,2.0,-162999.0,2341978,1.0,1.0,1.0,2,1,2B,1B
4,0,0,0,0,3.0000999999999998,-162864.0,4165927,1.0,1.0,1.0,17,16,17B,16B
6,0,0,0,0,4.103223374931057,-162344.0,22360784,1.0,1.0,1.0,609,610,609B,610B
5,0,1,0,0,5.11421453205627,-162454.0,26488484,1.0,1.0,1.0,-9,-10,-9B,-10B
7,0,1,0,0,7.690258619276413,-162216.5,61414956,1.0,1.0,1.0,-100,-99,-100B,-99B
7,0,2,0,0,8.690258619276413,-162185.0,61473417,1.0,1.0,1.0,999,1000,999B,1.0 kB
9,0,1,0,0,9.690258619276413,-162149.5,61474394,1.0,1.0,1.0,-1000,-999,-1000B,-999B
11,0,1,0,0,11.356925285943081,-159966.0,68369975,1.0,1.0,1.0,-9999,-10000,-9999B,-10000B
13,0,1,0,0,12.903641304528545,-120781.5,187724532,1.0,1.0,1.0,-99999,-100000,-99999B,-100000B
8,0,0,0,1,5.975972904990699,-138979.0,61315596,0.8571428571428572,1.0,0.8571428571428572,-159,-160,-159B,-160B
10,0,0,0,1,6.690258619276413,-116193.5,61330823,0.7142857142857143,1.0,0.7142857142857143,-1010,-1009,-1010B,-1009B
12,0,0,0,1,10.356925285943081,-108091.0,61987131,0.6666666666666667,1.0,0.6666666666666667,-32350,-32349,-32350B,-32349B
14,0,0,0,1,13.475069875957118,-68725.0,187842446,0.5714285714285714,0.8888888888888888,0.6428571428571429,-100001,-100002,-100001B,-100002B
16,0,0,0,1,11.903540650275904,-78134.5,118024665,0.5454545454545454,0.8,0.6818181818181818,-1571849,-1571850,-1571849B,-1571850B
4,2,2,0,1,3.0910090909091905,-14866.0,4517350,0.09090909090909091,0.09090909090909091,1.0,-11,0,-11B,0B
6,2,2,0,1,4.114212405910562,-1780.0,23218577,0.01098901098901099,0.01098901098901099,1.0,-9,-100,-9B,-100B
5,4,3,0,1,3.100967894742046,-1593.0,6135911,0.009900990099009901,0.009900990099009901,1.0,0,-101,0B,-101B
6,2,3,0,1,5.11765364401492,-158.5,48384815,0.0011025358324145535,0.0011098779134295228,0.9933847850055126,1006,99,1.0 kB,99B
8,2,2,0,1,11.358086104821359,-167.5,91204011,0.0010706638115631692,0.0011098779134295228,0.9646680942184155,-66,-1000,-66B,-1000B
5,4,4,0,1,5.115864723121627,-162.0,34599624,0.0010080645161290322,0.0010090817356205853,0.9989919354838709,8,1000,8B,1.0 kB
7,4,3,0,1,3.1032016259941124,-164.0,19360289,0.0010070493454179255,0.0010090817356205853,0.9979859013091641,-8,-1001,-8B,-1001B
6,8,4,0,1,3.1020932700605397,-160.5,18728820,0.000999000999000999,0.000999000999000999,1.0,1,-1000,1B,-1000B
8,0,1,0,1,5.11856274602244,-156.5,50585580,0.0009074410163339383,0.7777777777777778,0.0011667098781436348,1000,-102,1.0 kB,-102B
9,0,0,0,1,5.114856549230859,-69.0,31348591,0.0005095541401273886,0.00980392156862745,0.05197452229299364,11532,9962,11.5 kB,10.0 kB
7,0,3,0,1,3.1010941659617686,-9.0,16766148,0.00011108642523883582,0.00011168192986374804,0.9946678515885359,9996,994,10.0 kB,994B
