bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
7,0,36,1,1,9.449653977128555,-413.0,4472701,0.5,0.5,1.0,1,1,1,1,-1,1,0001-01-01,"ArgumentError(""Month: -1 out of range (1:12)"")"
12,2,0,0,1,13.498278511649916,-361.5,5559808,0.5,0.6666666666666667,0.7499999999999999,1,1,-126,1,1,-127,0126-01-01,0127-01-01
13,2,33,1,1,18.022909154079084,-338.0,6075206,0.5,0.7071067811865476,0.7071067811865475,1,1,-127,-1,1,-127,0127-01-01,"ArgumentError(""Day: -1 out of range (1:31)"")"
15,1,35,1,1,26.95821696492594,-218.0,13108746,0.5,0.6932419423397524,0.7212489168102785,21,1,-109,21,-1,-109,0109-01-21,"ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,35,1,1,31.735884063281013,-154.5,16458133,0.5,0.7071067811865476,0.7071067811865475,21,-1,-9,21,1,-9,"ArgumentError(""Month: -1 out of range (1:12)"")",0009-01-21
13,0,35,1,1,33.355036846882776,-115.0,18323797,0.5,0.6935085738560369,0.7209716200333427,21,1,-10,21,-1,-10,0010-01-21,"ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,33,1,1,35.65484466241314,-109.0,19988522,0.5,0.98,0.5102040816326531,-1,2,-64,1,2,-64,"ArgumentError(""Day: -1 out of range (1:29)"")",0064-02-01
10,0,0,0,1,41.299701182679556,-15.5,25915367,0.5,0.524863881081478,0.9526279441628825,10,3,20,10,3,19,0020-03-10,0019-03-10
8,0,0,0,1,78.73768266004504,0.0,29998809,0.5,0.6,0.8333333333333334,4,4,-2,4,4,-1,-0002-04-04,-0001-04-04
7,0,0,0,1,23.28028048963955,-304.0,7553810,0.49497474683058323,0.5555555555555556,0.8909545442950498,9,2,0,10,1,0,0000-02-09,0000-01-10
7,0,1,0,1,30.06360857412257,-181.5,14885125,0.49497474683058323,0.49497474683058323,1.0,6,3,-1,6,2,0,0001-03-06,0000-02-06
6,0,0,0,1,83.8761248879557,0.0,29998809,0.49497474683058323,0.51425947722658,0.9624999999999999,8,1,8,8,2,7,0008-01-08,0007-02-08
9,0,0,0,1,39.756109218038375,-33.5,24538842,0.49487165930539356,0.6,0.8247860988423227,10,3,19,9,2,20,0019-03-10,0020-02-09
