run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,0,1,57.62529832935561
600,Mutation,Uniform,0,2,59.40334128878282
600,Mutation,Uniform,0,3,59.385441527446304
600,Mutation,Uniform,0,4,59.24224343675418
600,Mutation,Uniform,0,5,59.224343675417664
600,Mutation,Uniform,0,6,59.31384248210024
600,Mutation,Uniform,0,7,59.224343675417664
600,Mutation,Uniform,0,8,59.32577565632458
600,Mutation,Uniform,0,9,59.55847255369928
600,Mutation,Uniform,0,10,59.785202863961814
600,Mutation,Uniform,0,11,59.01551312649165
600,Mutation,Uniform,0,12,59.28400954653938
600,Mutation,Uniform,0,13,59.5346062052506
600,Mutation,Uniform,0,14,58.752983293556085
600,Mutation,Uniform,0,15,59.48687350835322
600,Mutation,Uniform,0,16,59.61217183770883
600,Mutation,Uniform,0,17,58.31145584725537
600,Mutation,Uniform,0,18,58.99761336515513
600,Mutation,Uniform,0,19,58.711217183770884
600,Mutation,Uniform,0,20,57.90572792362769
