run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,0,1,22.00477326968974
30,Mutation,Uniform,0,2,20.083532219570404
30,Mutation,Uniform,0,3,20.805489260143197
30,Mutation,Uniform,0,4,20.781622911694512
30,Mutation,Uniform,0,5,20.548926014319807
30,Mutation,Uniform,0,6,21.348448687350835
30,Mutation,Uniform,0,7,20.787589498806682
30,Mutation,Uniform,0,8,20.047732696897373
30,Mutation,Uniform,0,9,21.569212410501194
30,Mutation,Uniform,0,10,21.020286396181383
30,Mutation,Uniform,0,11,21.062052505966587
30,Mutation,Uniform,0,12,21.42601431980907
30,Mutation,Uniform,0,13,21.002386634844868
30,Mutation,Uniform,0,14,21.378281622911693
30,Mutation,Uniform,0,15,20.889021479713605
30,Mutation,Uniform,0,16,20.48329355608592
30,Mutation,Uniform,0,17,21.163484486873507
30,Mutation,Uniform,0,18,20.668257756563246
30,Mutation,Uniform,0,19,21.30071599045346
30,Mutation,Uniform,0,20,21.56324582338902
