run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,10,1,0.33872212494968146
600,Mutation,Uniform,10,2,0.3390441181200985
600,Mutation,Uniform,10,3,0.3420052235837606
600,Mutation,Uniform,10,4,0.3467710526222328
600,Mutation,Uniform,10,5,0.3397509125270989
600,Mutation,Uniform,10,6,0.35014951375375497
600,Mutation,Uniform,10,7,0.33984575851228077
600,Mutation,Uniform,10,8,0.3361129332085905
600,Mutation,Uniform,10,9,0.34910632486925514
600,Mutation,Uniform,10,10,0.3464495113490829
600,Mutation,Uniform,10,11,0.34970512437525036
600,Mutation,Uniform,10,12,0.34725027810376835
600,Mutation,Uniform,10,13,0.34228021103416834
600,Mutation,Uniform,10,14,0.3413708095661624
600,Mutation,Uniform,10,15,0.3471176820883995
600,Mutation,Uniform,10,16,0.34485207303989684
600,Mutation,Uniform,10,17,0.33790062064387016
600,Mutation,Uniform,10,18,0.33977459162600016
600,Mutation,Uniform,10,19,0.34421298726493943
600,Mutation,Uniform,10,20,0.3392711058411699
