run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,10,1,57.78639618138425
600,Mutation,Uniform,10,2,58.32338902147971
600,Mutation,Uniform,10,3,58.752983293556085
600,Mutation,Uniform,10,4,59.0035799522673
600,Mutation,Uniform,10,5,58.56801909307876
600,Mutation,Uniform,10,6,59.04534606205251
600,Mutation,Uniform,10,7,59.39737470167064
600,Mutation,Uniform,10,8,58.73508353221957
600,Mutation,Uniform,10,9,58.985680190930786
600,Mutation,Uniform,10,10,58.943914081145586
600,Mutation,Uniform,10,11,58.69331742243437
600,Mutation,Uniform,10,12,58.5799522673031
600,Mutation,Uniform,10,13,58.85441527446301
600,Mutation,Uniform,10,14,58.86038186157518
600,Mutation,Uniform,10,15,59.13484486873509
600,Mutation,Uniform,10,16,59.15871121718377
600,Mutation,Uniform,10,17,58.233890214797135
600,Mutation,Uniform,10,18,57.356801909307876
600,Mutation,Uniform,10,19,58.29355608591885
600,Mutation,Uniform,10,20,58.556085918854414
