run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,0,1,0.3447493107252763
600,Mutation,Uniform,0,2,0.3434998002589925
600,Mutation,Uniform,0,3,0.3532229923970158
600,Mutation,Uniform,0,4,0.3473504875900063
600,Mutation,Uniform,0,5,0.34863041199764877
600,Mutation,Uniform,0,6,0.3455810412822708
600,Mutation,Uniform,0,7,0.3462853045543923
600,Mutation,Uniform,0,8,0.34742144488321425
600,Mutation,Uniform,0,9,0.3480428240498864
600,Mutation,Uniform,0,10,0.3419007264711878
600,Mutation,Uniform,0,11,0.3434497781721036
600,Mutation,Uniform,0,12,0.3383341823021671
600,Mutation,Uniform,0,13,0.34995117265772785
600,Mutation,Uniform,0,14,0.3417038740257537
600,Mutation,Uniform,0,15,0.33812096354793475
600,Mutation,Uniform,0,16,0.3465048056782249
600,Mutation,Uniform,0,17,0.3499900433895122
600,Mutation,Uniform,0,18,0.34284431904634854
600,Mutation,Uniform,0,19,0.34364287249352554
600,Mutation,Uniform,0,20,0.3427037945321523
