run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,0,1,0.19408799598584403
30,Mutation,Uniform,0,2,0.18713704714828092
30,Mutation,Uniform,0,3,0.18213270589114686
30,Mutation,Uniform,0,4,0.18687779892852402
30,Mutation,Uniform,0,5,0.18903114089449244
30,Mutation,Uniform,0,6,0.19300207458156207
30,Mutation,Uniform,0,7,0.19181100723184014
30,Mutation,Uniform,0,8,0.1741226612605044
30,Mutation,Uniform,0,9,0.19737408723991323
30,Mutation,Uniform,0,10,0.19605088145994484
30,Mutation,Uniform,0,11,0.19145863799442414
30,Mutation,Uniform,0,12,0.18912486516784838
30,Mutation,Uniform,0,13,0.18863622185440343
30,Mutation,Uniform,0,14,0.18425534932973817
30,Mutation,Uniform,0,15,0.19575554007095178
30,Mutation,Uniform,0,16,0.1930832866048306
30,Mutation,Uniform,0,17,0.18903527161383551
30,Mutation,Uniform,0,18,0.19403591791999011
30,Mutation,Uniform,0,19,0.1948472066150381
30,Mutation,Uniform,0,20,0.1971297168969991
