bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
9,3,6,1,1,0.0005210589331607305,0.0009245264528357359,0.5635954834634774,42.0,-1774.0,8.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
10,3,14,0,1,0.00047955720424732666,0.0006722751241710562,0.7133347449656732,2.0,1051.0,1693.0,1.0,Severely obese,Underweight
8,4,6,1,1,0.00045297809989553774,0.0009245283018867925,0.48995590396864286,1.0,0.0,-2040.0,0.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
13,0,14,0,1,0.00040707217613839214,0.006097745024225662,0.06675782187040286,558.0,1514.0,2411.0,77.0,Severely obese,Underweight
14,1,10,1,1,0.00039329924993840553,0.010831489587947928,0.03631072593893503,36.0,175.0,-2060.0,1362.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,2,14,0,1,0.0003904023062419078,0.000691876193036639,0.5642661362988012,1659.0,89.0,1.0,1886.0,Underweight,Severely obese
13,2,6,1,1,0.00035651192902552123,0.056793322122384166,0.006277356486688209,1658.0,114.0,0.0,-1880.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
13,2,10,1,1,0.0003360948581709368,0.02824506918947103,0.011899240037840784,195.0,1276.0,0.0,-1536.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,1,6,1,1,0.000304267813051597,0.08404802744425387,0.0036201660205934906,2411.0,77.0,-627.0,20.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
11,4,6,1,1,0.00029727584300482236,0.0009141937050087117,0.32517817764014195,-1600.0,3.0,1510.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
13,0,7,1,1,0.0002776154829754246,0.0043634560592599615,0.0636228437287181,-1.0,-73.0,1280.0,3139.0,"DomainError(""Height or Weight cannot be negative."", """")",Normal
16,0,14,0,1,0.00026272150085136954,0.003392836440616295,0.0774341779952255,3309.0,2994.0,1286.0,6012.0,Underweight,Severely obese
13,2,9,1,1,0.00026216960153989616,0.0008244740137619843,0.3179840688291012,1151.0,3379.0,8.0,-180.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,1,14,0,1,0.00026116075532226933,0.001049327460209087,0.24888394254947918,3655.0,28.0,0.0,37.0,Underweight,Severely obese
11,0,14,0,1,0.0002513240510994907,0.025714140061926526,0.00977376845946375,16.0,20.0,3813.0,110.0,Severely obese,Underweight
15,0,10,1,1,0.00024263450101132334,0.0041886166506101925,0.05792712039569834,2810.0,-409.0,801.0,2939.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
13,1,10,1,1,0.00023374879781673706,0.0009247355305085527,0.2527736743154968,52.0,114.0,-4000.0,201.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,2,14,0,1,0.00019772528147221868,0.0012298229622486722,0.16077540226658926,4642.0,0.0,115.0,1677.0,Underweight,Severely obese
12,1,14,0,1,0.0001690837915197942,0.0007063227304434203,0.23938602600775086,74.0,1812.0,5451.0,92.0,Severely obese,Underweight
11,4,10,1,1,0.0001655552883047517,0.0009404254970470038,0.1760429601543194,3.0,1.0,5522.0,-1511.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,3,10,1,1,0.0001380884283180928,0.6698906348083082,0.00020613577969724465,-2492.0,13.0,0.0,6405.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
12,3,6,1,1,0.0001248194734597743,0.6537402316630345,0.00019093130178365946,4895.0,-5604.0,54.0,2.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
14,3,6,1,1,0.0001169713776675454,0.09245283018867925,0.001265200615587736,-1234.0,-7781.0,126.0,5.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
16,0,10,1,1,0.00011448675089577373,0.001571627965764565,0.07284596188772847,5768.0,-944.0,1286.0,6012.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
16,0,17,0,1,0.00010567567666230363,0.004839962639504589,0.02183398603116499,739.0,12637.0,1252.0,3188.0,Severely obese,Normal
11,5,10,1,1,9.262306390817615e-5,9.473210561839146e-5,0.9777367799813176,-57.0,-10227.0,9.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,5,6,1,1,8.952377600762553e-5,9.244223830160438e-5,0.9684293419588457,-10310.0,411.0,9.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
13,4,6,1,1,8.184487474962936e-5,0.9245283018867925,8.852608901490523e-5,-32.0,-11290.0,126.0,5.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
13,3,10,1,1,8.17889105085906e-5,9.449773037040549e-5,0.8655119037039328,56.0,498.0,10.0,-11085.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,3,14,0,1,7.959176112685262e-5,9.572254506285075e-5,0.8314839630997403,6.0,21.0,11999.0,0.0,Severely obese,Underweight
8,4,14,0,1,7.804950464283236e-5,9.551185208795227e-5,0.8171708844150601,0.0,0.0,12230.0,2.0,Severely obese,Underweight
11,4,14,0,1,7.628603739461934e-5,9.49337829173267e-5,0.8035710265654663,1.0,12374.0,1859.0,0.0,Severely obese,Underweight
13,1,6,1,1,7.530501645062717e-5,0.000909598782585304,0.08278926697394179,12388.0,13.0,111.0,-40.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,6,10,1,1,7.460181074232916e-5,9.473684163157896e-5,0.7874635617730144,0.0,0.0,-12699.0,3.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,5,10,1,1,7.32067084268341e-5,9.473652189636031e-5,0.7727400896870653,-12940.0,13.0,1.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
15,1,6,1,1,7.156913756737526e-5,0.0031946260175553867,0.022402978368698655,-874.0,49.0,11954.0,1571.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
17,0,6,1,1,6.913429648299436e-5,0.0035250385363015295,0.01961235197035039,6555.0,37406.0,-71.0,25790.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
