bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
76,0,6,1,1,2.4263138246200605e-16,0.0,71769912,2.233590967745812e-16,1.0,2.233590967745812e-16,2338725712574344250,6989707503456865455,2335391169727322488,6992695012090280334,out,"DomainError(-4.850772394239315e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
78,0,6,1,1,7.085515797903369e-16,0.0,522231521,1.9544916994876945e-16,1.0,1.9544916994876945e-16,7820054035461697285,-4785985994514143823,7824855206139893953,-4784217800087455452,"DomainError(-3.814210570246457e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
76,1,6,1,1,8.73266017243451e-16,0.0,545733360,1.5670102785456253e-16,1.0,1.5670102785456253e-16,701186877921915882,-5968628131439319639,707165049399289153,-5970861070588965974,"DomainError(-3.3603531879021373e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
80,0,6,1,1,4.2832807427449326e-16,0.0,315625086,5.3637130948042873e-17,1.0,5.3637130948042873e-17,-7060837574419772073,-3697188232804137058,-7077959602992985289,-3704565729420207315,"DomainError(-4.87105016704993e17, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
74,0,6,1,1,4.832741046150917e-16,0.0,389574062,4.64828658611397e-17,1.0,4.64828658611397e-17,902326925536205913,6452948257712330939,881011855574498853,6455862021472687324,"DomainError(-1.6559802875843256e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
72,1,6,1,1,3.5647440931994604e-16,0.0,281103208,3.5520158428479854e-17,1.0,3.5520158428479854e-17,8837093306816157230,64766427590483936,8818711074586279362,86089806786863802,"DomainError(-8.062239085055249e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
73,4,6,1,1,3.2095425089146616e-16,0.0,275477259,2.189022337507028e-17,2.189022337507028e-17,1.0,-2227425114642600,-2177682228813866520,8841246141755710,-2133360960972503590,"DomainError(-7.417352152972614e17, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
73,0,6,1,1,2.5960519100499644e-16,0.0,79810531,1.3578964178734841e-17,1.874908103283848e-17,0.7242469193530965,-37687774222280014,1892791547977282593,29758914852018463,1863223276687269268,"DomainError(-2.0538619031667302e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
78,0,0,2,1,3.694818222072852e-16,0.0,298947686,1.180910952945227e-17,0.31707317073170727,3.7244114669811015e-17,-2014056312915391180,-137719202412392121,-2033880196120094885,-139231490539199959,"DomainError(-3.3748523524354324e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-3.6322138759502633e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,0,6,1,1,5.129431498184286e-16,0.0,505132558,1.1523270311250084e-17,2.386880703122415e-17,0.48277529313366335,-721173674597765235,-100874165739312482,-766285178343290743,-26739960943955091,out,"DomainError(-2.2155301751435126e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,2,6,1,1,7.165649893888884e-16,0.0,544009452,8.013409598551502e-18,1.5918017552200018e-17,0.503417562662756,-6850706850035599787,-67618934096870045,-6756840053335057000,14611076490844118,"DomainError(-1.3808226645323948e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
74,3,6,1,1,1.0275982390265656e-17,0.0,39967514,7.63829313277115e-18,1.0,7.63829313277115e-18,-3324337648387338063,2336858263019688,-3200466369458268068,-40039664801767279,"DomainError(-5.055126291691239e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
76,0,0,2,1,2.8959736824754544e-16,0.0,170046843,7.40807839322213e-18,0.30578512396694213,2.4226418529185888e-17,5963287703580461029,4805513952431615039,5945988710934561694,4771959979631771965,"DomainError(-5.215702944929445e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-4.433481912017904e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
80,0,0,2,1,2.754144669790652e-16,0.0,159061865,7.234133388927099e-18,0.31707317073170727,2.2815343765077776e-17,-8631124632514456077,-4533553543773131542,-8606262828752328818,-4567309330685555946,"DomainError(-1.6486773437208717e17, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-4.1933748991512105e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
74,0,0,2,1,4.903764133856033e-16,0.0,389695889,7.10230877051164e-18,0.30000000000000004,2.3674362568372132e-17,155302650201843779,8616467501596357531,164953775079071122,8574052694600354998,"DomainError(-1.9012707374063264e16, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-2.9178430022135337e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
79,0,6,1,1,2.821892898543233e-16,0.0,169462149,6.774822875258106e-18,1.878030713074318e-17,0.3607407923679686,-7261610398240664838,-1043023121048423153,-7341230305654986427,-918733116378586239,"DomainError(-6.41443496742012e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
77,0,6,1,1,1.8334921429448802e-17,0.0,66816353,5.492475750996682e-18,2.499236235041987e-17,0.21976616991968387,1012941545006579320,-1618370568158252788,870104018630551542,-1731268431379441282,"DomainError(-3.993305982627877e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
72,0,6,1,1,3.746909433264504e-16,0.0,310685728,4.330227495950528e-18,1.0,4.330227495950528e-18,300087545907890451,429547642963901303,131405068733932595,271822945462660073,out,"DomainError(-5.623383055277229e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,3,6,1,1,4.325584043597928e-16,0.0,318476021,4.149011421535043e-18,6.7945266903013085e-18,0.6106402418666563,4650349935668440,-6802233210582063486,-150152527295208732,-6617497395013495059,"DomainError(-6.637082833178997e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
74,1,6,1,1,2.9325403278251234e-16,0.0,176390869,3.656664534966881e-18,6.478340758037769e-18,0.5644446119062209,7144138228166462715,-178799376573058186,7289084912894530846,53101651547839813,out,"DomainError(-1.7325211878786898e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
76,2,6,1,1,2.4602622682626158e-16,0.0,76837947,3.3948443642555484e-18,7.07565815487174e-18,0.4797920264022544,-3010173429158424,-8013723737937706977,-243964167976047421,-8183161949004999052,"DomainError(-6.996590977659935e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
71,0,6,1,1,4.934635643580998e-16,0.0,395355164,3.0015721566938214e-18,8.673583594596508e-18,0.3460590566699269,-163563534431499369,323511382416087827,80403914829855319,96631171202587114,"DomainError(-4.989164189645122e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
72,2,6,1,1,2.5390730248818527e-18,0.0,22687774,2.5390730248818527e-18,4.353346894608921e-17,0.05832461980059938,154113391834164023,6705831560383831694,4665181201263311,7070219731551940770,"DomainError(-4.2792571036244634e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
73,0,0,2,1,2.681803335901381e-16,0.0,151025484,2.2103670893668477e-18,2.769166348119627e-17,0.07982066844296927,49526908463168039,5985669645313721041,118948123436577525,5897605282307723946,"DomainError(-1.4038866610858145e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-3.994454066335484e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
73,2,6,1,1,8.799582523339432e-16,0.0,593710025,2.106499316705676e-18,1.0689802997695654e-17,0.1970568884346852,6730738403217869,-339382462982642635,-467988952173135775,-340601335806258186,"DomainError(-1.221131080494821e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
73,5,6,1,1,4.951473314882859e-16,0.0,399431726,1.6837671301861547e-18,4.508891458476426e-18,0.3734326154648901,-3558311505327026410,955029205757198,-3810472358949457969,538672113874920514,out,"DomainError(-8.810300001777694e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
72,2,0,2,1,8.749017332344781e-16,0.0,549235152,1.6357159910270639e-18,1.6357159910270639e-18,1.0,5217040056490509437,4207755931230039,5334833908709217413,120874600973792258,"DomainError(-2.0606036152802455e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-8.442321009191724e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
69,2,6,1,1,8.777854374123781e-16,0.0,583914656,1.518428348578142e-18,6.244296691987104e-18,0.243170435915808,133108239845763,19078536835500484,-113372617193238318,667799117690796303,"DomainError(-1.5208122809838902e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
76,1,0,2,1,2.637072464955814e-16,0.0,120804750,1.470415183901556e-18,0.30327868852459017,4.848396011783509e-18,-1931311888707416650,691131328055387665,-1840086908686725464,820495729586198306,"DomainError(-3.142080488473229e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-1.3436958043140959e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
71,2,6,1,1,4.340259898266223e-16,0.0,325722905,1.4675854668294699e-18,1.572753722067367e-17,0.09331311356875031,63043546504182614,8115488477387616962,1293187524405109,7436900954977143652,out,"DomainError(-1.772720569107572e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
77,0,0,2,1,1.170088232686663e-17,0.0,44955226,1.4248999366009737e-18,6.1288145850366024e-18,0.23249193083436442,-1054599182714295793,1923623968586619444,-852500460912303354,1891139774723292422,"DomainError(-4.701605236826536e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-7.581988345466225e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,2,0,2,1,4.965174266300635e-16,0.0,400354990,1.3700951417775783e-18,5.166785044033413e-18,0.2651736292686997,-5101925811755711,-9165606092643425602,149609253777423428,-9028383704085222902,"DomainError(-8.346301736808194e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-1.756082239932778e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
70,1,6,1,1,3.576727126778329e-16,0.0,298395127,1.1983033578868863e-18,1.0886287036369239e-17,0.11007456939942499,-571343730876362662,679911616208366691,6798762979619731,78111333813994904,"DomainError(-4.5663387243741804e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
74,3,0,2,1,4.981177887197981e-16,0.0,443542724,1.1415742574868e-18,0.2833333333333333,4.0290856146592945e-18,-2709796913738438729,2324481064096446,-2501181600403706052,-80920938772326351,"DomainError(-6.561851386506082e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-3.185264976731353e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,0,0,2,1,2.951105592396627e-16,0.0,186822916,1.129904196773084e-18,7.144600361539478e-18,0.15814799143357805,863093698911441598,4243964333891152246,1125020887319296553,4188474938630063496,"DomainError(-1.562547146226874e17, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-7.840075211884449e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
71,3,6,1,1,2.968074484177323e-16,0.0,199230985,1.0245302004109319e-18,4.564423030985379e-18,0.2244599576892753,745481986209880823,3212881018665485016,891572204512549,3843969461782429316,"DomainError(-3.300856029442003e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
74,1,0,2,1,2.6154950698683096e-16,0.0,94728447,9.974149485979391e-19,1.8125018960761184e-18,0.550297327002659,-134704049847004615,2588777057364376125,19632387401223382,2367718574154347058,"DomainError(-5.027328040770846e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-4.857015244534623e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
70,1,0,2,1,2.6502004623352627e-16,0.0,130387629,9.752583299562407e-19,1.1854916049021915e-18,0.8226615236441965,-33557338336448380,608685107224246146,8998126896239873,850354459000281304,"DomainError(-4.291582088442683e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-2.8849103482492764e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
76,4,6,1,1,4.3546546670554443e-16,0.0,355014837,9.581129427711644e-19,9.581129427711644e-19,1.0,-8841681210101332591,4423572669699617,-8875364781473676570,-1038751044058016655,out,"DomainError(-7.784624627828048e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
73,1,6,1,1,2.60552092038233e-16,0.0,82100027,9.469010332365856e-19,9.469010332365856e-19,1.0,500930794038687166,-1000689449571863009,553357040993446378,54085038550981722,"DomainError(-6.162933084024254e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
79,0,0,2,1,1.9272285687424823e-17,0.0,70434363,9.373642579760217e-19,1.97658881431602e-18,0.47423331103914385,-852815429580410675,-5727282602431090731,-1115209128727388287,-5858503460194372795,"DomainError(-4.2423954859147315e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-7.212963873779053e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
78,1,6,1,1,4.992844735278752e-16,0.0,449856348,9.2422159595158e-19,1.083016126821157e-18,0.8533775010944049,-1657468839510011633,-1082836917171014391,-2023992325227882525,-64816117273073027,"DomainError(-8.771773938543708e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out
77,2,6,1,1,8.762670090638e-16,0.0,578552829,9.096214724224391e-19,9.948615873847748e-19,0.914319623912298,-5367632633307961222,62139946139898053,-5493242758293956372,-1030018912438963690,out,"DomainError(-1.9354276634456425e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
75,1,6,1,1,1.284244567845212e-17,0.0,65537415,8.875463409604476e-19,1.808486263393704e-18,0.49076753245276405,29233687361480183,3165753463367022512,-1090326126077852364,3292412920429764806,out,"DomainError(-1.2191525126491228e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
74,5,0,2,1,3.7036071583049983e-16,0.0,301289329,8.78893623214634e-19,8.78893623214634e-19,1.0,-4930616440937455521,-287586749646597212,-5081068756616776669,586342041394661,"DomainError(-3.299415313472544e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-7.850174336811177e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
70,0,0,2,1,4.3622447475813036e-16,0.0,372169270,7.590080525859551e-19,0.29166666666666663,2.6023133231518464e-18,45472400927521928,503399186048071552,86732424117635221,170990147816987716,"DomainError(-1.0053104868390154e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")","DomainError(-4.04825242347562e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")"
