run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,0,1,33.20170589164429
30,Mutation,Uniform,0,2,32.340862422997944
30,Mutation,Uniform,0,3,32.30927183699258
30,Mutation,Uniform,0,4,32.48302006002211
30,Mutation,Uniform,0,5,32.73574474806507
30,Mutation,Uniform,0,6,33.77033643974096
30,Mutation,Uniform,0,7,32.96477649660401
30,Mutation,Uniform,0,8,31.669562470383827
30,Mutation,Uniform,0,9,33.35965882167114
30,Mutation,Uniform,0,10,32.34876006949929
30,Mutation,Uniform,0,11,33.20170589164429
30,Mutation,Uniform,0,12,33.0911388406255
30,Mutation,Uniform,0,13,33.27278471015637
30,Mutation,Uniform,0,14,32.73574474806507
30,Mutation,Uniform,0,15,33.86510819775707
30,Mutation,Uniform,0,16,33.99147054177855
30,Mutation,Uniform,0,17,33.027957668614754
30,Mutation,Uniform,0,18,32.56199652503554
30,Mutation,Uniform,0,19,32.30137419049123
30,Mutation,Uniform,0,20,32.60148475754225
