run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,10,1,0.18594331645033202
30,Mutation,Uniform,10,2,0.18145248873148292
30,Mutation,Uniform,10,3,0.1855645294557426
30,Mutation,Uniform,10,4,0.18967383173277724
30,Mutation,Uniform,10,5,0.18838187001504417
30,Mutation,Uniform,10,6,0.19389731727180642
30,Mutation,Uniform,10,7,0.19327106875479758
30,Mutation,Uniform,10,8,0.18903471579460707
30,Mutation,Uniform,10,9,0.19586446645061317
30,Mutation,Uniform,10,10,0.19166908883903916
30,Mutation,Uniform,10,11,0.19459969701528496
30,Mutation,Uniform,10,12,0.1861551981886284
30,Mutation,Uniform,10,13,0.18438369868888405
30,Mutation,Uniform,10,14,0.18825379134933826
30,Mutation,Uniform,10,15,0.1952378813893492
30,Mutation,Uniform,10,16,0.19078488009896372
30,Mutation,Uniform,10,17,0.19046330830619135
30,Mutation,Uniform,10,18,0.1891777321831407
30,Mutation,Uniform,10,19,0.18471487753998483
30,Mutation,Uniform,10,20,0.18779057285329434
