run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,10,1,75.69104406886748
600,Mutation,Uniform,10,2,76.48080871900174
600,Mutation,Uniform,10,3,76.92307692307692
600,Mutation,Uniform,10,4,75.88848523140105
600,Mutation,Uniform,10,5,76.59927341652188
600,Mutation,Uniform,10,6,76.01484757542252
600,Mutation,Uniform,10,7,76.00694992892119
600,Mutation,Uniform,10,8,76.92307692307692
600,Mutation,Uniform,10,9,76.40183225398832
600,Mutation,Uniform,10,10,76.8441004580635
600,Mutation,Uniform,10,11,76.59137577002053
600,Mutation,Uniform,10,12,76.09382404043595
600,Mutation,Uniform,10,13,76.85989575106618
600,Mutation,Uniform,10,14,77.2547780761333
600,Mutation,Uniform,10,15,76.57558047701785
600,Mutation,Uniform,10,16,75.18559469278155
600,Mutation,Uniform,10,17,75.1934923392829
600,Mutation,Uniform,10,18,75.4541146738272
600,Mutation,Uniform,10,19,75.40672879481914
600,Mutation,Uniform,10,20,75.26457115779498
