run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,0,1,0.18751537034863414
30,Mutation,Uniform,0,2,0.1873350575054662
30,Mutation,Uniform,0,3,0.18632555673087547
30,Mutation,Uniform,0,4,0.1917033399408202
30,Mutation,Uniform,0,5,0.18351824776432274
30,Mutation,Uniform,0,6,0.19119773642620713
30,Mutation,Uniform,0,7,0.1941205424003317
30,Mutation,Uniform,0,8,0.19238938085922716
30,Mutation,Uniform,0,9,0.18667542008291213
30,Mutation,Uniform,0,10,0.1905611169653438
30,Mutation,Uniform,0,11,0.18508387713712898
30,Mutation,Uniform,0,12,0.19429402810362315
30,Mutation,Uniform,0,13,0.19363810906094664
30,Mutation,Uniform,0,14,0.18619636060710346
30,Mutation,Uniform,0,15,0.18572637962552913
30,Mutation,Uniform,0,16,0.18746342726424248
30,Mutation,Uniform,0,17,0.18359012047489254
30,Mutation,Uniform,0,18,0.1827153967131411
30,Mutation,Uniform,0,19,0.19206327670306753
30,Mutation,Uniform,0,20,0.19155865491003862
