run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,0,1,0.36767339112535424
600,Mutation,Uniform,0,2,0.38264465866570707
600,Mutation,Uniform,0,3,0.37858442883210225
600,Mutation,Uniform,0,4,0.3838045985592478
600,Mutation,Uniform,0,5,0.3800353737536318
600,Mutation,Uniform,0,6,0.3834676424832118
600,Mutation,Uniform,0,7,0.38306280725559816
600,Mutation,Uniform,0,8,0.3802472093924799
600,Mutation,Uniform,0,9,0.38174850203839966
600,Mutation,Uniform,0,10,0.3829174167256774
600,Mutation,Uniform,0,11,0.3837925289434336
600,Mutation,Uniform,0,12,0.3842135272473687
600,Mutation,Uniform,0,13,0.38206682701359324
600,Mutation,Uniform,0,14,0.380554386942238
600,Mutation,Uniform,0,15,0.3841503356516919
600,Mutation,Uniform,0,16,0.3845965767143322
600,Mutation,Uniform,0,17,0.3793941094151066
600,Mutation,Uniform,0,18,0.37963799271157833
600,Mutation,Uniform,0,19,0.37958778905598917
600,Mutation,Uniform,0,20,0.38270770387133096
