x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
26470,false,DivideError(),error,DivideError,3.0,26470,true,"(0x6766, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
180,false,DivideError(),error,DivideError,1.0,180,true,"(0xb4, 0x01)",valid,"Tuple{UInt8, UInt8}",2
177,false,DivideError(),error,DivideError,1.0,177,true,"(0xb1, 0x01)",valid,"Tuple{UInt8, UInt8}",2
141,false,DivideError(),error,DivideError,1.0,141,true,"(0x8d, 0x01)",valid,"Tuple{UInt8, UInt8}",2
136,false,DivideError(),error,DivideError,1.0,136,true,"(0x88, 0x01)",valid,"Tuple{UInt8, UInt8}",2
124,false,DivideError(),error,DivideError,5.0,124,true,"(124, 1)",valid,"Tuple{Int64, Int64}",3
121,false,DivideError(),error,DivideError,1.0,121,true,"(0x79, 0x01)",valid,"Tuple{UInt8, UInt8}",2
112,false,DivideError(),error,DivideError,5.0,112,true,"(112, 1)",valid,"Tuple{Int64, Int64}",2
102,false,DivideError(),error,DivideError,1.0,102,true,"(0x66, 0x01)",valid,"Tuple{UInt8, UInt8}",2
99,false,DivideError(),error,DivideError,1.0,99,true,"(0x63, 0x01)",valid,"Tuple{UInt8, UInt8}",3
98,false,DivideError(),error,DivideError,1.0,98,true,"(0x62, 0x01)",valid,"Tuple{UInt8, UInt8}",2
97,false,DivideError(),error,DivideError,6.0,97,true,"(97, 1)",valid,"Tuple{Int64, Int64}",2
93,false,DivideError(),error,DivideError,6.0,93,true,"(93, 1)",valid,"Tuple{Int64, Int64}",2
91,false,DivideError(),error,DivideError,6.0,91,true,"(91, 1)",valid,"Tuple{Int64, Int64}",2
87,false,DivideError(),error,DivideError,6.0,87,true,"(87, 1)",valid,"Tuple{Int64, Int64}",3
78,false,DivideError(),error,DivideError,6.0,78,true,"(78, 1)",valid,"Tuple{Int64, Int64}",2
75,false,DivideError(),error,DivideError,6.0,75,true,"(75, 1)",valid,"Tuple{Int64, Int64}",2
73,false,DivideError(),error,DivideError,1.0,73,true,"(0x49, 0x01)",valid,"Tuple{UInt8, UInt8}",2
72,false,DivideError(),error,DivideError,1.0,72,true,"(0x48, 0x01)",valid,"Tuple{UInt8, UInt8}",2
69,false,DivideError(),error,DivideError,6.0,69,true,"(69, 1)",valid,"Tuple{Int64, Int64}",2
64,false,DivideError(),error,DivideError,1.0,64,true,"(0x40, 0x01)",valid,"Tuple{UInt8, UInt8}",2
60,false,DivideError(),error,DivideError,1.0,60,true,"(0x3c, 0x01)",valid,"Tuple{UInt8, UInt8}",2
52,false,DivideError(),error,DivideError,6.0,52,true,"(52, 1)",valid,"Tuple{Int64, Int64}",2
40,false,DivideError(),error,DivideError,1.0,40,true,"(0x28, 0x01)",valid,"Tuple{UInt8, UInt8}",3
34,false,DivideError(),error,DivideError,6.0,34,true,"(34, 1)",valid,"Tuple{Int64, Int64}",2
33,false,DivideError(),error,DivideError,1.0,33,true,"(0x21, 0x01)",valid,"Tuple{UInt8, UInt8}",2
31,false,DivideError(),error,DivideError,1.0,31,true,"(0x1f, 0x01)",valid,"Tuple{UInt8, UInt8}",2
30,false,DivideError(),error,DivideError,1.0,30,true,"(0x1e, 0x01)",valid,"Tuple{UInt8, UInt8}",2
27,false,DivideError(),error,DivideError,6.0,27,true,"(27, 1)",valid,"Tuple{Int64, Int64}",2
24,false,DivideError(),error,DivideError,1.0,24,true,"(0x18, 0x01)",valid,"Tuple{UInt8, UInt8}",2
22,false,DivideError(),error,DivideError,1.0,22,true,"(0x16, 0x01)",valid,"Tuple{UInt8, UInt8}",2
16,false,DivideError(),error,DivideError,6.0,16,true,"(16, 1)",valid,"Tuple{Int64, Int64}",2
15,false,DivideError(),error,DivideError,6.0,15,true,"(15, 1)",valid,"Tuple{Int64, Int64}",2
12,false,DivideError(),error,DivideError,6.0,12,true,"(12, 1)",valid,"Tuple{Int64, Int64}",2
5,false,DivideError(),error,DivideError,7.0,5,true,"(5, 1)",valid,"Tuple{Int64, Int64}",2
3,0,DivideError(),error,DivideError,7.0,3,1,"(3, 1)",valid,"Tuple{Int64, Int64}",2
true,false,DivideError(),error,DivideError,4.0,true,true,"(1, true)",valid,"Tuple{Int64, Bool}",61
false,0,DivideError(),error,DivideError,1.0,false,1,"(0x00, 0x01)",valid,"Tuple{UInt8, UInt8}",3
false,false,DivideError(),error,DivideError,4.0,false,true,"(0, true)",valid,"Tuple{Int64, Bool}",59
-9,false,DivideError(),error,DivideError,6.0,-9,true,"(-9, 1)",valid,"Tuple{Int64, Int64}",2
-14,false,DivideError(),error,DivideError,5.0,-14,true,"(-14, 1)",valid,"Tuple{Int64, Int64}",2
-36,false,DivideError(),error,DivideError,5.0,-36,true,"(-36, 1)",valid,"Tuple{Int64, Int64}",2
-81,false,DivideError(),error,DivideError,5.0,-81,true,"(-81, 1)",valid,"Tuple{Int64, Int64}",3
-89,false,DivideError(),error,DivideError,5.0,-89,true,"(-89, 1)",valid,"Tuple{Int64, Int64}",2
-95,false,DivideError(),error,DivideError,5.0,-95,true,"(-95, 1)",valid,"Tuple{Int64, Int64}",2
-97,false,DivideError(),error,DivideError,5.0,-97,true,"(-97, 1)",valid,"Tuple{Int64, Int64}",3
-98,false,DivideError(),error,DivideError,5.0,-98,true,"(-98, 1)",valid,"Tuple{Int64, Int64}",2
-111,false,DivideError(),error,DivideError,4.0,-111,true,"(-111, 1)",valid,"Tuple{Int64, Int64}",2
245689858169397713649198138147485407159,0,DivideError(),error,DivideError,59.0,245689858169397713649198138147485407159,1,"(0xb8d6253eb4c4e4361c272f31267657b7, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
-44518969813861681798948257620469429575,false,DivideError(),error,DivideError,31.0,-44518969813861681798948257620469429575,true,"(-44518969813861681798948257620469429575, 1)",valid,"Tuple{Int128, Int128}",1
-1212326587,false,DivideError(),error,DivideError,3.0,-1212326587,true,"(-1212326587, 1)",valid,"Tuple{Int64, Int64}",1
10533282412161576797558698260902790167,false,DivideError(),error,DivideError,59.0,10533282412161576797558698260902790167,true,"(0x07eca2eb2d7dd894bb12c994dd114417, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
40,false,DivideError(),error,DivideError,6.0,40,true,"(40, 1)",valid,"Tuple{Int64, Int64}",1
10059974766137170867,false,DivideError(),error,DivideError,27.0,10059974766137170867,true,"(0x8b9c35bff0ffdbb3, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
-1,297461695790674687018974066530538596399,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,297461695790674687018974066530538596399,"(0x00000000000000000000000000000000, 0xdfc909e9c298a95741cc6a170ac1a82f)",valid,"Tuple{UInt128, UInt128}",1
-826846990,0,DivideError(),error,DivideError,2.0,-826846990,1,"(-826846990, 1)",valid,"Tuple{Int64, Int64}",1
-93,false,DivideError(),error,DivideError,5.0,-93,true,"(-93, 1)",valid,"Tuple{Int64, Int64}",1
728998919,false,DivideError(),error,DivideError,1.0,728998919,true,"(728998919, 1)",valid,"Tuple{Int64, Int64}",1
277090914271962251149840992144723421077,0,DivideError(),error,DivideError,59.0,277090914271962251149840992144723421077,1,"(0xd075c4d760a836a10b4fe7152b362795, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
5054,false,DivideError(),error,DivideError,4.0,5054,true,"(5054, 1)",valid,"Tuple{Int64, Int64}",1
161,false,DivideError(),error,DivideError,1.0,161,true,"(0xa1, 0x01)",valid,"Tuple{UInt8, UInt8}",1
62923,0,DivideError(),error,DivideError,3.0,62923,1,"(62923, 1)",valid,"Tuple{Int64, Int64}",1
1071457085,false,DivideError(),error,DivideError,11.0,1071457085,true,"(0x3fdd233d, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
826827505,false,DivideError(),error,DivideError,11.0,826827505,true,"(0x314862f1, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
177021570149979097191662089061260134404,false,DivideError(),error,DivideError,59.0,177021570149979097191662089061260134404,true,"(0x852d1d41278e77ffa0f6e027c3510804, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
-123,false,DivideError(),error,DivideError,4.0,-123,true,"(-123, 1)",valid,"Tuple{Int64, Int64}",1
87075945024524082773539874819240113381,false,DivideError(),error,DivideError,59.0,87075945024524082773539874819240113381,true,"(0x4182378d0a5397dcb571cf52f43034e5, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
31620,false,DivideError(),error,DivideError,3.0,31620,true,"(0x7b84, 0x0001)",valid,"Tuple{UInt16, UInt16}",1
1534,false,DivideError(),error,DivideError,4.0,1534,true,"(1534, 1)",valid,"Tuple{Int64, Int64}",1
206049960,false,DivideError(),error,DivideError,1.0,206049960,true,"(206049960, 1)",valid,"Tuple{Int64, Int64}",1
-1,259876120630517155870942566849483233936,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,259876120630517155870942566849483233936,"(0x00000000000000000000000000000000, 0xc38251fc412fb190dd9233e5fe39da90)",valid,"Tuple{UInt128, UInt128}",1
2048361697,false,DivideError(),error,DivideError,11.0,2048361697,true,"(0x7a1784e1, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
4228510119612035207,false,DivideError(),error,DivideError,27.0,4228510119612035207,true,"(0x3aaeaf8cd89eb087, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
