x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
253,false,DivideError(),error,DivideError,1.0,253,true,"(0xfd, 0x01)",valid,"Tuple{UInt8, UInt8}",2
221,false,DivideError(),error,DivideError,1.0,221,true,"(0xdd, 0x01)",valid,"Tuple{UInt8, UInt8}",2
192,false,DivideError(),error,DivideError,1.0,192,true,"(0xc0, 0x01)",valid,"Tuple{UInt8, UInt8}",2
177,false,DivideError(),error,DivideError,1.0,177,true,"(0xb1, 0x01)",valid,"Tuple{UInt8, UInt8}",2
169,false,DivideError(),error,DivideError,1.0,169,true,"(0xa9, 0x01)",valid,"Tuple{UInt8, UInt8}",3
150,false,DivideError(),error,DivideError,1.0,150,true,"(0x96, 0x01)",valid,"Tuple{UInt8, UInt8}",2
146,false,DivideError(),error,DivideError,1.0,146,true,"(0x92, 0x01)",valid,"Tuple{UInt8, UInt8}",3
145,false,DivideError(),error,DivideError,1.0,145,true,"(0x91, 0x01)",valid,"Tuple{UInt8, UInt8}",2
140,false,DivideError(),error,DivideError,1.0,140,true,"(0x8c, 0x01)",valid,"Tuple{UInt8, UInt8}",3
129,false,DivideError(),error,DivideError,1.0,129,true,"(0x81, 0x01)",valid,"Tuple{UInt8, UInt8}",2
114,false,DivideError(),error,DivideError,5.0,114,true,"(114, 1)",valid,"Tuple{Int64, Int64}",3
107,false,DivideError(),error,DivideError,1.0,107,true,"(0x6b, 0x01)",valid,"Tuple{UInt8, UInt8}",2
87,false,DivideError(),error,DivideError,1.0,87,true,"(0x57, 0x01)",valid,"Tuple{UInt8, UInt8}",2
77,false,DivideError(),error,DivideError,6.0,77,true,"(77, 1)",valid,"Tuple{Int64, Int64}",2
69,false,DivideError(),error,DivideError,1.0,69,true,"(0x45, 0x01)",valid,"Tuple{UInt8, UInt8}",2
61,0,DivideError(),error,DivideError,6.0,61,1,"(61, 1)",valid,"Tuple{Int64, Int64}",4
60,false,DivideError(),error,DivideError,6.0,60,true,"(60, 1)",valid,"Tuple{Int64, Int64}",2
58,0,DivideError(),error,DivideError,6.0,58,1,"(58, 1)",valid,"Tuple{Int64, Int64}",3
53,false,DivideError(),error,DivideError,1.0,53,true,"(0x35, 0x01)",valid,"Tuple{UInt8, UInt8}",2
