x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
236,false,DivideError(),error,DivideError,1.0,236,true,"(0xec, 0x01)",valid,"Tuple{UInt8, UInt8}",2
233,false,DivideError(),error,DivideError,1.0,233,true,"(0xe9, 0x01)",valid,"Tuple{UInt8, UInt8}",2
222,false,DivideError(),error,DivideError,1.0,222,true,"(0xde, 0x01)",valid,"Tuple{UInt8, UInt8}",2
187,0,DivideError(),error,DivideError,1.0,187,1,"(0xbb, 0x01)",valid,"Tuple{UInt8, UInt8}",2
176,false,DivideError(),error,DivideError,1.0,176,true,"(0xb0, 0x01)",valid,"Tuple{UInt8, UInt8}",2
153,false,DivideError(),error,DivideError,1.0,153,true,"(0x99, 0x01)",valid,"Tuple{UInt8, UInt8}",2
127,false,DivideError(),error,DivideError,5.0,127,true,"(127, 1)",valid,"Tuple{Int64, Int64}",2
114,false,DivideError(),error,DivideError,5.0,114,true,"(114, 1)",valid,"Tuple{Int64, Int64}",2
108,false,DivideError(),error,DivideError,5.0,108,true,"(108, 1)",valid,"Tuple{Int64, Int64}",2
105,false,DivideError(),error,DivideError,1.0,105,true,"(0x69, 0x01)",valid,"Tuple{UInt8, UInt8}",3
100,false,DivideError(),error,DivideError,5.0,100,true,"(100, 1)",valid,"Tuple{Int64, Int64}",2
93,false,DivideError(),error,DivideError,6.0,93,true,"(93, 1)",valid,"Tuple{Int64, Int64}",2
91,false,DivideError(),error,DivideError,1.0,91,true,"(0x5b, 0x01)",valid,"Tuple{UInt8, UInt8}",2
88,false,DivideError(),error,DivideError,1.0,88,true,"(0x58, 0x01)",valid,"Tuple{UInt8, UInt8}",2
86,0,DivideError(),error,DivideError,6.0,86,1,"(86, 1)",valid,"Tuple{Int64, Int64}",2
85,0,DivideError(),error,DivideError,6.0,85,1,"(85, 1)",valid,"Tuple{Int64, Int64}",2
78,false,DivideError(),error,DivideError,6.0,78,true,"(78, 1)",valid,"Tuple{Int64, Int64}",2
62,false,DivideError(),error,DivideError,6.0,62,true,"(62, 1)",valid,"Tuple{Int64, Int64}",2
20,0,DivideError(),error,DivideError,6.0,20,1,"(20, 1)",valid,"Tuple{Int64, Int64}",2
18,false,DivideError(),error,DivideError,1.0,18,true,"(0x12, 0x01)",valid,"Tuple{UInt8, UInt8}",2
14,false,DivideError(),error,DivideError,1.0,14,true,"(0x0e, 0x01)",valid,"Tuple{UInt8, UInt8}",2
9,false,DivideError(),error,DivideError,1.0,9,true,"(0x09, 0x01)",valid,"Tuple{UInt8, UInt8}",2
9,false,DivideError(),error,DivideError,7.0,9,true,"(9, 1)",valid,"Tuple{Int64, Int64}",4
8,false,DivideError(),error,DivideError,1.0,8,true,"(0x08, 0x01)",valid,"Tuple{UInt8, UInt8}",2
true,false,DivideError(),error,DivideError,4.0,true,true,"(1, true)",valid,"Tuple{Int64, Bool}",49
0,false,DivideError(),error,DivideError,7.0,0,true,"(0, 1)",valid,"Tuple{Int64, Int64}",2
false,false,DivideError(),error,DivideError,4.0,false,true,"(0, true)",valid,"Tuple{Int64, Bool}",48
-31,false,DivideError(),error,DivideError,5.0,-31,true,"(-31, 1)",valid,"Tuple{Int64, Int64}",2
-33,false,DivideError(),error,DivideError,5.0,-33,true,"(-33, 1)",valid,"Tuple{Int64, Int64}",2
-54,false,DivideError(),error,DivideError,5.0,-54,true,"(-54, 1)",valid,"Tuple{Int64, Int64}",2
-81,false,DivideError(),error,DivideError,5.0,-81,true,"(-81, 1)",valid,"Tuple{Int64, Int64}",2
-90,false,DivideError(),error,DivideError,5.0,-90,true,"(-90, 1)",valid,"Tuple{Int64, Int64}",2
-96,false,DivideError(),error,DivideError,5.0,-96,true,"(-96, 1)",valid,"Tuple{Int64, Int64}",2
-93374096007289356595871040083314304573,false,DivideError(),error,DivideError,31.0,-93374096007289356595871040083314304573,true,"(-93374096007289356595871040083314304573, 1)",valid,"Tuple{Int128, Int128}",1
6021623811321955770,false,DivideError(),error,DivideError,11.0,6021623811321955770,true,"(6021623811321955770, 1)",valid,"Tuple{Int64, Int64}",1
119,false,DivideError(),error,DivideError,1.0,119,true,"(0x77, 0x01)",valid,"Tuple{UInt8, UInt8}",1
1795940622,false,DivideError(),error,DivideError,2.0,1795940622,true,"(1795940622, 1)",valid,"Tuple{Int64, Int64}",1
14479035155604193470,false,DivideError(),error,DivideError,27.0,14479035155604193470,true,"(0xc8efddc2c42e40be, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
-1,258393535953027406565439836257051152827,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,258393535953027406565439836257051152827,"(0x00000000000000000000000000000000, 0xc264c8eacd77fd63e44cb3dfb95311bb)",valid,"Tuple{UInt128, UInt128}",1
97412756574459548448163872330393431092,false,DivideError(),error,DivideError,59.0,97412756574459548448163872330393431092,true,"(0x494903b54d6c6c51f8ab3e86821dac34, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
-1,166479403282884197231037050881200969216,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,166479403282884197231037050881200969216,"(0x00000000000000000000000000000000, 0x7d3ec44c63e6ad3c5b29227524f55600)",valid,"Tuple{UInt128, UInt128}",1
314584725,false,DivideError(),error,DivideError,11.0,314584725,true,"(0x12c02e95, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
-27224,false,DivideError(),error,DivideError,2.0,-27224,true,"(-27224, 1)",valid,"Tuple{Int64, Int64}",1
-1579050907377982008,false,DivideError(),error,DivideError,12.0,-1579050907377982008,true,"(-1579050907377982008, 1)",valid,"Tuple{Int64, Int64}",1
452199283988088321,false,DivideError(),error,DivideError,10.0,452199283988088321,true,"(452199283988088321, 1)",valid,"Tuple{Int64, Int64}",1
4458144497465902506,false,DivideError(),error,DivideError,27.0,4458144497465902506,true,"(0x3dde82ccd8d145aa, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
1546641773,false,DivideError(),error,DivideError,11.0,1546641773,true,"(0x5c2fe16d, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
35471211762655018335376766222116856832,0,DivideError(),error,DivideError,59.0,35471211762655018335376766222116856832,1,"(0x1aaf81c386a72379d0a937d5f2c02400, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
-1,225040609001228228636257445342909608478,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,225040609001228228636257445342909608478,"(0x00000000000000000000000000000000, 0xa94d3ea8737e5c12d94d507d9424b21e)",valid,"Tuple{UInt128, UInt128}",1
34847,false,DivideError(),error,DivideError,3.0,34847,true,"(0x881f, 0x0001)",valid,"Tuple{UInt16, UInt16}",1
24628291400514574057346962753288565227,false,DivideError(),error,DivideError,30.0,24628291400514574057346962753288565227,true,"(24628291400514574057346962753288565227, 1)",valid,"Tuple{Int128, Int128}",1
554089033,false,DivideError(),error,DivideError,11.0,554089033,true,"(0x2106ba49, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
771650050,false,DivideError(),error,DivideError,11.0,771650050,true,"(0x2dfe7202, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
19171459426608756520798889803493424849,false,DivideError(),error,DivideError,59.0,19171459426608756520798889803493424849,true,"(0x0e6c49ed6725bf789aa5cde3cb883ed1, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
5896573839262321123,false,DivideError(),error,DivideError,27.0,5896573839262321123,true,"(0x51d4d6aa591789e3, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
446698820,false,DivideError(),error,DivideError,11.0,446698820,true,"(0x1aa01544, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
169339667209389551486504813894693977181,false,DivideError(),error,DivideError,59.0,169339667209389551486504813894693977181,true,"(0x7f65a232a24cb429f6c6db73c6227c5d, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
83189142970636911411204893747976693980,false,DivideError(),error,DivideError,59.0,83189142970636911411204893747976693980,true,"(0x3e95a56a0dd4d633723a68fcbdc568dc, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
5155774068368003775,false,DivideError(),error,DivideError,11.0,5155774068368003775,true,"(5155774068368003775, 1)",valid,"Tuple{Int64, Int64}",1
12652870430748272812,false,DivideError(),error,DivideError,27.0,12652870430748272812,true,"(0xaf98069e75cb68ac, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
-2778383842365073182,false,DivideError(),error,DivideError,12.0,-2778383842365073182,true,"(-2778383842365073182, 1)",valid,"Tuple{Int64, Int64}",1
29,false,DivideError(),error,DivideError,6.0,29,true,"(29, 1)",valid,"Tuple{Int64, Int64}",1
18274955615178384375,false,DivideError(),error,DivideError,27.0,18274955615178384375,true,"(0xfd9daf4ea0bce3f7, 0x0000000000000001)",valid,"Tuple{UInt64, UInt64}",1
3809354493,false,DivideError(),error,DivideError,11.0,3809354493,true,"(0xe30e22fd, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
90,0,DivideError(),error,DivideError,6.0,90,1,"(90, 1)",valid,"Tuple{Int64, Int64}",1
296533039,false,DivideError(),error,DivideError,11.0,296533039,true,"(0x11acbc2f, 0x00000001)",valid,"Tuple{UInt32, UInt32}",1
9055,false,DivideError(),error,DivideError,4.0,9055,true,"(9055, 1)",valid,"Tuple{Int64, Int64}",1
149461246496781486496662626977231781568,false,DivideError(),error,DivideError,59.0,149461246496781486496662626977231781568,true,"(0x707130634f82c58bc6e4ccd3befdbec0, 0x00000000000000000000000000000001)",valid,"Tuple{UInt128, UInt128}",1
-66,false,DivideError(),error,DivideError,5.0,-66,true,"(-66, 1)",valid,"Tuple{Int64, Int64}",1
42032,false,DivideError(),error,DivideError,3.0,42032,true,"(0xa430, 0x0001)",valid,"Tuple{UInt16, UInt16}",1
8164575547656509731,false,DivideError(),error,DivideError,11.0,8164575547656509731,true,"(8164575547656509731, 1)",valid,"Tuple{Int64, Int64}",1
-1370603080,false,DivideError(),error,DivideError,3.0,-1370603080,true,"(-1370603080, 1)",valid,"Tuple{Int64, Int64}",1
-2530343691202622838,false,DivideError(),error,DivideError,12.0,-2530343691202622838,true,"(-2530343691202622838, 1)",valid,"Tuple{Int64, Int64}",1
-1917922610,false,DivideError(),error,DivideError,3.0,-1917922610,true,"(-1917922610, 1)",valid,"Tuple{Int64, Int64}",1
11,false,DivideError(),error,DivideError,6.0,11,true,"(11, 1)",valid,"Tuple{Int64, Int64}",1
-504705215,false,DivideError(),error,DivideError,2.0,-504705215,true,"(-504705215, 1)",valid,"Tuple{Int64, Int64}",1
1091368168,false,DivideError(),error,DivideError,2.0,1091368168,true,"(1091368168, 1)",valid,"Tuple{Int64, Int64}",1
-1,44614034679758426264759946236627288882,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,31.0,0,44614034679758426264759946236627288882,"(0x00000000000000000000000000000000, 0x219059bc8750984c6081a69b0df08332)",valid,"Tuple{UInt128, UInt128}",1
-144203066065302433672562127599373928660,false,DivideError(),error,DivideError,32.0,-144203066065302433672562127599373928660,true,"(-144203066065302433672562127599373928660, 1)",valid,"Tuple{Int128, Int128}",1
-25075,false,DivideError(),error,DivideError,2.0,-25075,true,"(-25075, 1)",valid,"Tuple{Int64, Int64}",1
-1271534950820584775,false,DivideError(),error,DivideError,12.0,-1271534950820584775,true,"(-1271534950820584775, 1)",valid,"Tuple{Int64, Int64}",1
-244883837330488913,false,DivideError(),error,DivideError,11.0,-244883837330488913,true,"(-244883837330488913, 1)",valid,"Tuple{Int64, Int64}",1
