a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
3399999966,34,99999999,valid,UInt64,1.0,3399999967,34,100000000,valid,UInt64,3
3099999969,31,99999999,valid,UInt64,1.0,3099999970,31,100000000,valid,UInt64,4
3099999969,31,99999999,valid,UInt32,1.0,3099999970,31,100000000,valid,UInt32,5
2999999970,30,99999999,valid,UInt64,1.0,2999999971,30,100000000,valid,UInt64,5
2999999970,30,99999999,valid,UInt32,1.0,2999999971,30,100000000,valid,UInt32,8
2899999971,29,99999999,valid,UInt64,1.0,2899999972,29,100000000,valid,UInt64,10
2699999973,27,99999999,valid,UInt32,1.0,2699999974,27,100000000,valid,UInt32,7
2699999973,27,99999999,valid,UInt64,1.0,2699999974,27,100000000,valid,UInt64,8
2509999749,251,9999999,valid,UInt32,1.0,2509999750,251,10000000,valid,UInt32,16
2479999752,248,9999999,valid,UInt32,1.0,2479999753,248,10000000,valid,UInt32,12
2469999753,247,9999999,valid,UInt32,1.0,2469999754,247,10000000,valid,UInt32,11
2429999757,243,9999999,valid,UInt32,1.0,2429999758,243,10000000,valid,UInt32,8
2419999758,242,9999999,valid,UInt32,1.0,2419999759,242,10000000,valid,UInt32,11
2399999760,240,9999999,valid,UInt32,1.0,2399999761,240,10000000,valid,UInt32,7
2339999766,234,9999999,valid,UInt32,1.0,2339999767,234,10000000,valid,UInt32,16
2299999770,230,9999999,valid,UInt32,1.0,2299999771,230,10000000,valid,UInt32,8
2279999772,228,9999999,valid,UInt32,1.0,2279999773,228,10000000,valid,UInt32,7
2249999775,225,9999999,valid,UInt32,1.0,2249999776,225,10000000,valid,UInt32,9
2209999779,221,9999999,valid,UInt32,1.0,2209999780,221,10000000,valid,UInt32,14
2199999978,22,99999999,valid,UInt32,1.0,2199999979,22,100000000,valid,UInt32,9
2199999978,22,99999999,valid,UInt64,1.0,2199999979,22,100000000,valid,UInt64,7
2199999780,220,9999999,valid,UInt32,1.0,2199999781,220,10000000,valid,UInt32,10
2169999783,217,9999999,valid,UInt32,1.0,2169999784,217,10000000,valid,UInt32,9
2139999786,214,9999999,valid,UInt32,1.0,2139999787,214,10000000,valid,UInt32,12
2129999787,213,9999999,valid,UInt32,1.0,2129999788,213,10000000,valid,UInt32,8
2119999788,212,9999999,valid,UInt32,1.0,2119999789,212,10000000,valid,UInt32,11
2109999789,211,9999999,valid,UInt32,1.0,2109999790,211,10000000,valid,UInt32,10
2099999979,21,99999999,valid,UInt64,1.0,2099999980,21,100000000,valid,UInt64,8
2079999792,208,9999999,valid,UInt32,1.0,2079999793,208,10000000,valid,UInt32,7
2049999795,205,9999999,valid,Int64,1.0,2049999796,205,10000000,valid,Int64,3
2049999795,205,9999999,valid,UInt32,1.0,2049999796,205,10000000,valid,UInt32,14
1999999980,20,99999999,valid,UInt32,1.0,1999999981,20,100000000,valid,UInt32,13
1969999803,197,9999999,valid,UInt32,1.0,1969999804,197,10000000,valid,UInt32,14
1929999807,193,9999999,valid,Int64,1.0,1929999808,193,10000000,valid,Int64,3
1899999981,19,99999999,valid,UInt32,1.0,1899999982,19,100000000,valid,UInt32,7
1869999813,187,9999999,valid,UInt32,1.0,1869999814,187,10000000,valid,UInt32,9
1859999814,186,9999999,valid,Int64,1.0,1859999815,186,10000000,valid,Int64,8
1839999816,184,9999999,valid,Int64,1.0,1839999817,184,10000000,valid,Int64,4
1799999820,180,9999999,valid,Int64,1.0,1799999821,180,10000000,valid,Int64,6
1799999820,180,9999999,valid,UInt32,1.0,1799999821,180,10000000,valid,UInt32,9
1789999821,179,9999999,valid,UInt32,1.0,1789999822,179,10000000,valid,UInt32,9
1759999824,176,9999999,valid,UInt32,1.0,1759999825,176,10000000,valid,UInt32,13
1739999826,174,9999999,valid,Int64,1.0,1739999827,174,10000000,valid,Int64,5
1709999829,171,9999999,valid,UInt32,1.0,1709999830,171,10000000,valid,UInt32,12
1699999999,-17,-99999999,valid,Int64,1.0,1700000000,-17,-100000000,valid,Int64,3
1669999833,167,9999999,valid,UInt32,1.0,1669999834,167,10000000,valid,UInt32,12
1659999834,166,9999999,valid,Int64,1.0,1659999835,166,10000000,valid,Int64,8
1639999836,164,9999999,valid,Int64,1.0,1639999837,164,10000000,valid,Int64,3
1629999837,163,9999999,valid,UInt32,1.0,1629999838,163,10000000,valid,UInt32,7
1599999984,16,99999999,valid,UInt32,1.0,1599999985,16,100000000,valid,UInt32,9
1599999840,160,9999999,valid,Int64,1.0,1599999841,160,10000000,valid,Int64,7
1589999841,159,9999999,valid,Int64,1.0,1589999842,159,10000000,valid,Int64,3
1519999848,152,9999999,valid,Int64,1.0,1519999849,152,10000000,valid,Int64,7
1519999848,152,9999999,valid,UInt32,1.0,1519999849,152,10000000,valid,UInt32,11
1509999849,151,9999999,valid,UInt32,1.0,1509999850,151,10000000,valid,UInt32,9
1499999985,15,99999999,valid,UInt64,1.0,1499999986,15,100000000,valid,UInt64,14
1489999851,149,9999999,valid,Int64,1.0,1489999852,149,10000000,valid,Int64,5
1479999852,148,9999999,valid,Int64,1.0,1479999853,148,10000000,valid,Int64,7
1479999852,148,9999999,valid,UInt32,1.0,1479999853,148,10000000,valid,UInt32,11
1469999853,147,9999999,valid,Int64,1.0,1469999854,147,10000000,valid,Int64,4
1409999859,141,9999999,valid,UInt32,1.0,1409999860,141,10000000,valid,UInt32,7
1409999859,141,9999999,valid,Int64,1.0,1409999860,141,10000000,valid,Int64,3
1389999861,139,9999999,valid,UInt32,1.0,1389999862,139,10000000,valid,UInt32,11
1379999862,138,9999999,valid,Int64,1.0,1379999863,138,10000000,valid,Int64,9
1359999864,136,9999999,valid,Int64,1.0,1359999865,136,10000000,valid,Int64,6
1349999865,135,9999999,valid,UInt32,1.0,1349999866,135,10000000,valid,UInt32,9
1342886571,13429,99999,valid,Int64,1.0,1342886572,13429,100000,valid,Int64,2
