a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
65234,false,DivideError(),error,DivideError,8.0,65234,true,65234,valid,UInt16,2
64784,false,DivideError(),error,DivideError,8.0,64784,true,64784,valid,UInt16,2
64663,false,DivideError(),error,DivideError,8.0,64663,true,64663,valid,UInt16,2
64444,false,DivideError(),error,DivideError,8.0,64444,true,64444,valid,UInt16,2
64415,false,DivideError(),error,DivideError,8.0,64415,true,64415,valid,UInt16,2
63850,false,DivideError(),error,DivideError,8.0,63850,true,63850,valid,UInt16,2
63594,false,DivideError(),error,DivideError,8.0,63594,true,63594,valid,UInt16,2
63528,false,DivideError(),error,DivideError,8.0,63528,true,63528,valid,UInt16,2
63126,false,DivideError(),error,DivideError,8.0,63126,true,63126,valid,UInt16,2
62813,false,DivideError(),error,DivideError,8.0,62813,true,62813,valid,UInt16,2
62486,false,DivideError(),error,DivideError,8.0,62486,true,62486,valid,UInt16,2
62325,false,DivideError(),error,DivideError,8.0,62325,true,62325,valid,UInt16,2
61293,false,DivideError(),error,DivideError,8.0,61293,true,61293,valid,UInt16,2
60761,false,DivideError(),error,DivideError,8.0,60761,true,60761,valid,UInt16,2
60190,false,DivideError(),error,DivideError,8.0,60190,true,60190,valid,UInt16,2
59004,false,DivideError(),error,DivideError,8.0,59004,true,59004,valid,UInt16,2
58966,false,DivideError(),error,DivideError,8.0,58966,true,58966,valid,UInt16,2
57593,false,DivideError(),error,DivideError,8.0,57593,true,57593,valid,UInt16,2
57578,false,DivideError(),error,DivideError,8.0,57578,true,57578,valid,UInt16,2
57271,false,DivideError(),error,DivideError,8.0,57271,true,57271,valid,UInt16,2
56992,false,DivideError(),error,DivideError,8.0,56992,true,56992,valid,UInt16,2
53852,false,DivideError(),error,DivideError,8.0,53852,true,53852,valid,UInt16,2
53296,false,DivideError(),error,DivideError,8.0,53296,true,53296,valid,UInt16,2
53217,false,DivideError(),error,DivideError,8.0,53217,true,53217,valid,UInt16,2
52648,false,DivideError(),error,DivideError,8.0,52648,true,52648,valid,UInt16,2
51098,false,DivideError(),error,DivideError,8.0,51098,true,51098,valid,UInt16,2
51058,false,DivideError(),error,DivideError,8.0,51058,true,51058,valid,UInt16,2
50987,false,DivideError(),error,DivideError,8.0,50987,true,50987,valid,UInt16,2
50788,false,DivideError(),error,DivideError,8.0,50788,true,50788,valid,UInt16,2
50274,false,DivideError(),error,DivideError,8.0,50274,true,50274,valid,UInt16,2
50010,false,DivideError(),error,DivideError,8.0,50010,true,50010,valid,UInt16,2
49771,false,DivideError(),error,DivideError,8.0,49771,true,49771,valid,UInt16,2
49626,false,DivideError(),error,DivideError,8.0,49626,true,49626,valid,UInt16,3
49565,false,DivideError(),error,DivideError,8.0,49565,true,49565,valid,UInt16,2
48731,false,DivideError(),error,DivideError,8.0,48731,true,48731,valid,UInt16,2
48544,false,DivideError(),error,DivideError,8.0,48544,true,48544,valid,UInt16,2
48296,false,DivideError(),error,DivideError,8.0,48296,true,48296,valid,UInt16,2
47995,false,DivideError(),error,DivideError,8.0,47995,true,47995,valid,UInt16,2
47714,false,DivideError(),error,DivideError,8.0,47714,true,47714,valid,UInt16,2
45995,false,DivideError(),error,DivideError,8.0,45995,true,45995,valid,UInt16,2
44702,false,DivideError(),error,DivideError,8.0,44702,true,44702,valid,UInt16,2
43725,false,DivideError(),error,DivideError,8.0,43725,true,43725,valid,UInt16,2
43707,false,DivideError(),error,DivideError,8.0,43707,true,43707,valid,UInt16,2
42961,false,DivideError(),error,DivideError,8.0,42961,true,42961,valid,UInt16,2
42822,false,DivideError(),error,DivideError,8.0,42822,true,42822,valid,UInt16,2
42563,false,DivideError(),error,DivideError,8.0,42563,true,42563,valid,UInt16,2
42102,false,DivideError(),error,DivideError,8.0,42102,true,42102,valid,UInt16,2
40358,false,DivideError(),error,DivideError,8.0,40358,true,40358,valid,UInt16,2
40329,false,DivideError(),error,DivideError,8.0,40329,true,40329,valid,UInt16,3
40040,false,DivideError(),error,DivideError,8.0,40040,true,40040,valid,UInt16,2
39956,false,DivideError(),error,DivideError,8.0,39956,true,39956,valid,UInt16,2
39155,false,DivideError(),error,DivideError,8.0,39155,true,39155,valid,UInt16,2
38767,false,DivideError(),error,DivideError,8.0,38767,true,38767,valid,UInt16,2
38063,false,DivideError(),error,DivideError,8.0,38063,true,38063,valid,UInt16,2
37754,false,DivideError(),error,DivideError,8.0,37754,true,37754,valid,UInt16,2
37701,false,DivideError(),error,DivideError,8.0,37701,true,37701,valid,UInt16,3
37662,false,DivideError(),error,DivideError,8.0,37662,true,37662,valid,UInt16,3
35841,false,DivideError(),error,DivideError,8.0,35841,true,35841,valid,UInt16,2
35377,false,DivideError(),error,DivideError,8.0,35377,true,35377,valid,UInt16,2
35306,false,DivideError(),error,DivideError,8.0,35306,true,35306,valid,UInt16,2
35169,false,DivideError(),error,DivideError,8.0,35169,true,35169,valid,UInt16,2
35068,false,DivideError(),error,DivideError,8.0,35068,true,35068,valid,UInt16,2
32640,false,DivideError(),error,DivideError,8.0,32640,true,32640,valid,Int64,2
32028,false,DivideError(),error,DivideError,8.0,32028,true,32028,valid,Int64,2
31860,false,DivideError(),error,DivideError,8.0,31860,true,31860,valid,UInt16,3
31793,false,DivideError(),error,DivideError,8.0,31793,true,31793,valid,Int64,3
31640,false,DivideError(),error,DivideError,8.0,31640,true,31640,valid,Int64,2
31517,false,DivideError(),error,DivideError,8.0,31517,true,31517,valid,UInt16,2
31507,false,DivideError(),error,DivideError,8.0,31507,true,31507,valid,UInt16,2
31458,false,DivideError(),error,DivideError,8.0,31458,true,31458,valid,UInt16,2
31403,false,DivideError(),error,DivideError,8.0,31403,true,31403,valid,Int64,2
30750,false,DivideError(),error,DivideError,8.0,30750,true,30750,valid,UInt16,2
30666,false,DivideError(),error,DivideError,8.0,30666,true,30666,valid,UInt16,2
30664,false,DivideError(),error,DivideError,8.0,30664,true,30664,valid,Int64,2
29817,false,DivideError(),error,DivideError,8.0,29817,true,29817,valid,Int64,2
29723,false,DivideError(),error,DivideError,8.0,29723,true,29723,valid,UInt16,2
29552,false,DivideError(),error,DivideError,8.0,29552,true,29552,valid,UInt16,2
