a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
3499999965,35,99999999,valid,UInt32,1.0,3499999966,35,100000000,valid,UInt32,3
3499999965,35,99999999,valid,UInt64,1.0,3499999966,35,100000000,valid,UInt64,3
2999999970,30,99999999,valid,UInt64,1.0,2999999971,30,100000000,valid,UInt64,6
2899999971,29,99999999,valid,UInt32,1.0,2899999972,29,100000000,valid,UInt32,6
2799999972,28,99999999,valid,UInt64,1.0,2799999973,28,100000000,valid,UInt64,8
2519999748,252,9999999,valid,UInt32,1.0,2519999749,252,10000000,valid,UInt32,3
2509999749,251,9999999,valid,UInt32,1.0,2509999750,251,10000000,valid,UInt32,9
2499999975,25,99999999,valid,UInt64,1.0,2499999976,25,100000000,valid,UInt64,12
2459999754,246,9999999,valid,UInt32,1.0,2459999755,246,10000000,valid,UInt32,13
2449999755,245,9999999,valid,UInt32,1.0,2449999756,245,10000000,valid,UInt32,9
2419999758,242,9999999,valid,UInt32,1.0,2419999759,242,10000000,valid,UInt32,7
2399999760,240,9999999,valid,UInt32,1.0,2399999761,240,10000000,valid,UInt32,7
2379999762,238,9999999,valid,UInt32,1.0,2379999763,238,10000000,valid,UInt32,8
2369576304,23696,99999,valid,UInt32,1.0,2369576305,23696,100000,valid,UInt32,2
2359999764,236,9999999,valid,UInt32,1.0,2359999765,236,10000000,valid,UInt32,9
2349999765,235,9999999,valid,UInt32,1.0,2349999766,235,10000000,valid,UInt32,11
2339999766,234,9999999,valid,UInt32,1.0,2339999767,234,10000000,valid,UInt32,9
2329999767,233,9999999,valid,UInt32,1.0,2329999768,233,10000000,valid,UInt32,17
2299999977,23,99999999,valid,UInt64,1.0,2299999978,23,100000000,valid,UInt64,6
2219999778,222,9999999,valid,UInt32,1.0,2219999779,222,10000000,valid,UInt32,9
2199999978,22,99999999,valid,UInt32,1.0,2199999979,22,100000000,valid,UInt32,11
2199999780,220,9999999,valid,UInt32,1.0,2199999781,220,10000000,valid,UInt32,12
2169999783,217,9999999,valid,UInt32,1.0,2169999784,217,10000000,valid,UInt32,7
2159999784,216,9999999,valid,UInt32,1.0,2159999785,216,10000000,valid,UInt32,8
2089999791,209,9999999,valid,UInt32,1.0,2089999792,209,10000000,valid,UInt32,11
2079999792,208,9999999,valid,UInt32,1.0,2079999793,208,10000000,valid,UInt32,14
