a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
65366,false,DivideError(),error,DivideError,8.0,65366,true,65366,valid,UInt16,3
64889,false,DivideError(),error,DivideError,8.0,64889,true,64889,valid,UInt16,2
64413,false,DivideError(),error,DivideError,8.0,64413,true,64413,valid,UInt16,2
64180,false,DivideError(),error,DivideError,8.0,64180,true,64180,valid,UInt16,3
63498,false,DivideError(),error,DivideError,8.0,63498,true,63498,valid,UInt16,2
63069,false,DivideError(),error,DivideError,8.0,63069,true,63069,valid,UInt16,2
62447,false,DivideError(),error,DivideError,8.0,62447,true,62447,valid,UInt16,2
61404,false,DivideError(),error,DivideError,8.0,61404,true,61404,valid,UInt16,2
61339,false,DivideError(),error,DivideError,8.0,61339,true,61339,valid,UInt16,2
60799,false,DivideError(),error,DivideError,8.0,60799,true,60799,valid,UInt16,2
60265,false,DivideError(),error,DivideError,8.0,60265,true,60265,valid,UInt16,2
60207,false,DivideError(),error,DivideError,8.0,60207,true,60207,valid,UInt16,2
59696,false,DivideError(),error,DivideError,8.0,59696,true,59696,valid,UInt16,2
58912,false,DivideError(),error,DivideError,8.0,58912,true,58912,valid,UInt16,2
57449,false,DivideError(),error,DivideError,8.0,57449,true,57449,valid,UInt16,2
57024,false,DivideError(),error,DivideError,8.0,57024,true,57024,valid,UInt16,2
56897,false,DivideError(),error,DivideError,8.0,56897,true,56897,valid,UInt16,2
56780,false,DivideError(),error,DivideError,8.0,56780,true,56780,valid,UInt16,2
56439,false,DivideError(),error,DivideError,8.0,56439,true,56439,valid,UInt16,2
56293,false,DivideError(),error,DivideError,8.0,56293,true,56293,valid,UInt16,2
56011,false,DivideError(),error,DivideError,8.0,56011,true,56011,valid,UInt16,2
55862,false,DivideError(),error,DivideError,8.0,55862,true,55862,valid,UInt16,2
54460,false,DivideError(),error,DivideError,8.0,54460,true,54460,valid,UInt16,2
53755,false,DivideError(),error,DivideError,8.0,53755,true,53755,valid,UInt16,2
53155,false,DivideError(),error,DivideError,8.0,53155,true,53155,valid,UInt16,2
53122,false,DivideError(),error,DivideError,8.0,53122,true,53122,valid,UInt16,2
53052,false,DivideError(),error,DivideError,8.0,53052,true,53052,valid,UInt16,2
52843,false,DivideError(),error,DivideError,8.0,52843,true,52843,valid,UInt16,2
52651,false,DivideError(),error,DivideError,8.0,52651,true,52651,valid,UInt16,2
52473,false,DivideError(),error,DivideError,8.0,52473,true,52473,valid,UInt16,2
51600,false,DivideError(),error,DivideError,8.0,51600,true,51600,valid,UInt16,2
50497,false,DivideError(),error,DivideError,8.0,50497,true,50497,valid,UInt16,2
49687,false,DivideError(),error,DivideError,8.0,49687,true,49687,valid,UInt16,2
49293,false,DivideError(),error,DivideError,8.0,49293,true,49293,valid,UInt16,2
49238,false,DivideError(),error,DivideError,8.0,49238,true,49238,valid,UInt16,2
49124,false,DivideError(),error,DivideError,8.0,49124,true,49124,valid,UInt16,2
47797,false,DivideError(),error,DivideError,8.0,47797,true,47797,valid,UInt16,2
47394,false,DivideError(),error,DivideError,8.0,47394,true,47394,valid,UInt16,2
47137,false,DivideError(),error,DivideError,8.0,47137,true,47137,valid,UInt16,2
