bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,28
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,90
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,17
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,33
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,22
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,92
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,97
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,83
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,106
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,110
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,112
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,97
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,90
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,94
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,211
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,234
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,224
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,318
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,249
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,569
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,461
99,99B,valid,String,1.0,100,100B,valid,String,961
9,9B,valid,String,1.0,10,10B,valid,String,2048
false,falseB,valid,String,1.0,true,trueB,valid,String,2137
-1,-1B,valid,String,1.0,0,0B,valid,String,1836
-10,-10B,valid,String,1.0,-9,-9B,valid,String,838
-100,-100B,valid,String,1.0,-99,-99B,valid,String,538
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,250
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,382
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,167
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,236
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,190
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,207
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,131
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,74
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,85
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,82
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,75
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,95
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,75
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,87
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,64
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,75
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,27
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,25
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,18
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,44
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,27
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,24
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,22
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,17
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,25
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,26
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,20
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,15
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,3
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,1
