run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,0,1,79.40751445086705
600,Mutation,Uniform,0,2,80.46724470134875
600,Mutation,Uniform,0,3,81.1897880539499
600,Mutation,Uniform,0,4,80.96098265895954
600,Mutation,Uniform,0,5,80.72013487475915
600,Mutation,Uniform,0,6,80.5033718689788
600,Mutation,Uniform,0,7,80.21435452793834
600,Mutation,Uniform,0,8,80.06984585741812
600,Mutation,Uniform,0,9,80.41907514450867
600,Mutation,Uniform,0,10,80.88872832369943
600,Mutation,Uniform,0,11,81.00915221579962
600,Mutation,Uniform,0,12,80.44315992292871
600,Mutation,Uniform,0,13,79.64836223506744
600,Mutation,Uniform,0,14,80.67196531791907
600,Mutation,Uniform,0,15,79.9373795761079
600,Mutation,Uniform,0,16,80.85260115606937
600,Mutation,Uniform,0,17,80.32273603082852
600,Mutation,Uniform,0,18,78.45616570327553
600,Mutation,Uniform,0,19,78.66088631984586
600,Mutation,Uniform,0,20,79.04624277456648
