run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,10,1,0.2753540316128754
30,Mutation,Uniform,10,2,0.2784644682325723
30,Mutation,Uniform,10,3,0.27667467522060124
30,Mutation,Uniform,10,4,0.28181969771210175
30,Mutation,Uniform,10,5,0.27617104356154104
30,Mutation,Uniform,10,6,0.2773639788547342
30,Mutation,Uniform,10,7,0.2786040137977759
30,Mutation,Uniform,10,8,0.27981859857000385
30,Mutation,Uniform,10,9,0.2840763734423864
30,Mutation,Uniform,10,10,0.28257980071400435
30,Mutation,Uniform,10,11,0.2836694496328499
30,Mutation,Uniform,10,12,0.27427305087398085
30,Mutation,Uniform,10,13,0.2746540072623028
30,Mutation,Uniform,10,14,0.27261482888550503
30,Mutation,Uniform,10,15,0.27679443187212865
30,Mutation,Uniform,10,16,0.27416449509413615
30,Mutation,Uniform,10,17,0.281928998634884
30,Mutation,Uniform,10,18,0.2706212719379481
30,Mutation,Uniform,10,19,0.27415871946423936
30,Mutation,Uniform,10,20,0.2800733147974855
