run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,10,1,0.4325465681133119
600,Mutation,Uniform,10,2,0.4390196403926233
600,Mutation,Uniform,10,3,0.4400240870321578
600,Mutation,Uniform,10,4,0.4378330771946763
600,Mutation,Uniform,10,5,0.44215935034867554
600,Mutation,Uniform,10,6,0.43987010322501835
600,Mutation,Uniform,10,7,0.43558367431801837
600,Mutation,Uniform,10,8,0.43510712382788447
600,Mutation,Uniform,10,9,0.4370929961309846
600,Mutation,Uniform,10,10,0.4345175276297267
600,Mutation,Uniform,10,11,0.4289670177042516
600,Mutation,Uniform,10,12,0.43401572350266265
600,Mutation,Uniform,10,13,0.43999976695803467
600,Mutation,Uniform,10,14,0.4354813441695314
600,Mutation,Uniform,10,15,0.43982844467680066
600,Mutation,Uniform,10,16,0.4495529733180981
600,Mutation,Uniform,10,17,0.4412983798996193
600,Mutation,Uniform,10,18,0.4469199822001504
600,Mutation,Uniform,10,19,0.44589630245087997
600,Mutation,Uniform,10,20,0.4350031282960012
