run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,0,1,38.571772639691716
30,Mutation,Uniform,0,2,39.78805394990366
30,Mutation,Uniform,0,3,38.48747591522158
30,Mutation,Uniform,0,4,39.05346820809248
30,Mutation,Uniform,0,5,37.84922928709056
30,Mutation,Uniform,0,6,39.1257225433526
30,Mutation,Uniform,0,7,39.559248554913296
30,Mutation,Uniform,0,8,39.61946050096339
30,Mutation,Uniform,0,9,39.1257225433526
30,Mutation,Uniform,0,10,39.28227360308285
30,Mutation,Uniform,0,11,38.28275529865125
30,Mutation,Uniform,0,12,39.47495183044316
30,Mutation,Uniform,0,13,38.34296724470135
30,Mutation,Uniform,0,14,40.16136801541426
30,Mutation,Uniform,0,15,39.342485549132945
30,Mutation,Uniform,0,16,39.065510597302506
30,Mutation,Uniform,0,17,38.74036608863199
30,Mutation,Uniform,0,18,39.16184971098266
30,Mutation,Uniform,0,19,38.30684007707129
30,Mutation,Uniform,0,20,38.078034682080926
