run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,0,1,0.3958381813801161
600,Mutation,Uniform,0,2,0.4153678001877808
600,Mutation,Uniform,0,3,0.4174826291087105
600,Mutation,Uniform,0,4,0.40912064715460056
600,Mutation,Uniform,0,5,0.40936080411716097
600,Mutation,Uniform,0,6,0.40403366121079515
600,Mutation,Uniform,0,7,0.407689796421792
600,Mutation,Uniform,0,8,0.4092835134805228
600,Mutation,Uniform,0,9,0.4086075008570627
600,Mutation,Uniform,0,10,0.3986059062667495
600,Mutation,Uniform,0,11,0.4117866423858546
600,Mutation,Uniform,0,12,0.41686623414070917
600,Mutation,Uniform,0,13,0.41832554757891033
600,Mutation,Uniform,0,14,0.41184688191932517
600,Mutation,Uniform,0,15,0.40735630929021693
600,Mutation,Uniform,0,16,0.4081986568257656
600,Mutation,Uniform,0,17,0.4035109387378615
600,Mutation,Uniform,0,18,0.4018815094159286
600,Mutation,Uniform,0,19,0.4012909188907488
600,Mutation,Uniform,0,20,0.386798714436218
