run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,10,1,40.92637870143982
30,Mutation,Uniform,10,2,41.99945666938332
30,Mutation,Uniform,10,3,42.97745177940777
30,Mutation,Uniform,10,4,42.96386851399076
30,Mutation,Uniform,10,5,43.0317848410758
30,Mutation,Uniform,10,6,42.406954631893505
30,Mutation,Uniform,10,7,43.16761749524586
30,Mutation,Uniform,10,8,42.379788101059496
30,Mutation,Uniform,10,9,42.31187177397447
30,Mutation,Uniform,10,10,41.972290138549305
30,Mutation,Uniform,10,11,40.31513175767454
30,Mutation,Uniform,10,12,41.80929095354523
30,Mutation,Uniform,10,13,43.92828035859821
30,Mutation,Uniform,10,14,42.92311871773975
30,Mutation,Uniform,10,15,39.79896767182831
30,Mutation,Uniform,10,16,38.0467264330345
30,Mutation,Uniform,10,17,38.86172235805488
30,Mutation,Uniform,10,18,38.929638685139906
30,Mutation,Uniform,10,19,39.119804400978
30,Mutation,Uniform,10,20,40.613963596848684
