run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,10,1,0.19990303874553955
30,Mutation,Uniform,10,2,0.21495882603998873
30,Mutation,Uniform,10,3,0.21067166858593014
30,Mutation,Uniform,10,4,0.2073565415943524
30,Mutation,Uniform,10,5,0.22404135264472816
30,Mutation,Uniform,10,6,0.20566777752638443
30,Mutation,Uniform,10,7,0.21232530805561195
30,Mutation,Uniform,10,8,0.21472761839567892
30,Mutation,Uniform,10,9,0.20720210738212885
30,Mutation,Uniform,10,10,0.20991177894669807
30,Mutation,Uniform,10,11,0.20059479820507126
30,Mutation,Uniform,10,12,0.21486962283472497
30,Mutation,Uniform,10,13,0.20752949667908138
30,Mutation,Uniform,10,14,0.20643553026663303
30,Mutation,Uniform,10,15,0.2090089589667794
30,Mutation,Uniform,10,16,0.1918546690027591
30,Mutation,Uniform,10,17,0.19505563765760003
30,Mutation,Uniform,10,18,0.20316056597502866
30,Mutation,Uniform,10,19,0.20043365012367023
30,Mutation,Uniform,10,20,0.1935086721372648
