run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,0,1,43.09970116816083
30,Mutation,Uniform,0,2,43.15403422982885
30,Mutation,Uniform,0,3,43.31703341483293
30,Mutation,Uniform,0,4,43.235533822330886
30,Mutation,Uniform,0,5,42.89595218690573
30,Mutation,Uniform,0,6,42.8280358598207
30,Mutation,Uniform,0,7,43.72453137734311
30,Mutation,Uniform,0,8,41.754957891877204
30,Mutation,Uniform,0,9,43.16761749524586
30,Mutation,Uniform,0,10,42.406954631893505
30,Mutation,Uniform,0,11,42.1760391198044
30,Mutation,Uniform,0,12,43.49361586525401
30,Mutation,Uniform,0,13,42.8280358598207
30,Mutation,Uniform,0,14,42.474870958978535
30,Mutation,Uniform,0,15,42.515620755229556
30,Mutation,Uniform,0,16,42.732953001901656
30,Mutation,Uniform,0,17,42.5971203477316
30,Mutation,Uniform,0,18,42.32545503939147
30,Mutation,Uniform,0,19,42.56995381689758
30,Mutation,Uniform,0,20,43.31703341483293
