bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
78,130,4,2,1,1.1939587342939015,0.0,26524821,4.592074365135587e-28,3.3701253575039023e-23,1.3625826573219005e-5,1838880,1829681194556640645635097838,657829483974914023682151571,382588,-5429994,-7,"InexactError(:Int64, Int64, 657829483974914023682151571)","ArgumentError(""Month: -5429994 out of range (1:12)"")"
111,184,1,2,1,0.8842544372930172,0.0,21148161,4.583937185877626e-28,1.8408478350587345e-25,0.0024901228111183725,75321984870312581813809123,8184270778189453949424941085,3,9,7238763679473850315847709442,410084076818294586780678469,"InexactError(:Int64, Int64, 8184270778189453949424941085)","InexactError(:Int64, Int64, 410084076818294586780678469)"
84,131,1,2,1,1.1933015427692322,0.0,25807318,4.539750157920391e-28,2.5589107566169046e-23,1.7740947573811926e-5,41,1305151384216306674713357753,-85072950298,87,-96607774827695528818147417,-185940902319,"InexactError(:Int64, Int64, 1305151384216306674713357753)","InexactError(:Int64, Int64, -96607774827695528818147417)"
102,160,0,2,1,0.34797101037969363,1.0,10524640,4.518082004640959e-28,8.368617198217042e-26,0.005398839375283589,51,1041387566015574702256467822,-105457801037,-311324905533426196460332262,2405927962303463438104833227,171,"InexactError(:Int64, Int64, 1041387566015574702256467822)","InexactError(:Int64, Int64, 2405927962303463438104833227)"
99,72,1,2,1,0.7341020081703613,0.0,16361096,4.50966615788516e-28,6.388967320082359e-21,7.058521247573115e-8,57398626754,2286148652497396894233405164,15871467889,95283444000,942234081346918302755713577,26347113300,"InexactError(:Int64, Int64, 2286148652497396894233405164)","InexactError(:Int64, Int64, 942234081346918302755713577)"
69,155,1,2,1,0.5106054954234526,0.0,13650754,4.460785107825005e-28,2.6164288388690886e-26,0.017049135988552667,957765431189529480759833532,13,-81796,-439272064976602698756251077,38,7970,"InexactError(:Int64, Int64, 957765431189529480759833532)","InexactError(:Int64, Int64, -439272064976602698756251077)"
87,95,2,2,1,0.34306510337999063,0.0,7401874,4.424162671282968e-28,1.0814419742829218e-19,4.090984792981171e-9,-83676532,1793101,1369544352142891928975915689,-189638513,4063477,-7834929038210560835902002,"InexactError(:Int64, Int64, 1369544352142891928975915689)","InexactError(:Int64, Int64, -7834929038210560835902002)"
70,164,1,2,1,0.3726778920083437,2.0,12590659,4.422310957199992e-28,1.0673625608685002e-26,0.04143213486522902,-1,1460659381939275799170666933,2,-85660078668877420902305963,-1533441028,0,"InexactError(:Int64, Int64, 1460659381939275799170666933)","InexactError(:Int64, Int64, -85660078668877420902305963)"
96,163,0,2,1,0.34306510337999063,2.0,7439301,4.419878802362299e-28,1.225626848058199e-25,0.003606218980405707,-106596165,51792491773337110882606624,1073311178891414701419063353,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 1073311178891414701419063353)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
93,171,1,2,1,0.34306510337999063,6.0,7330662,4.3846698063981365e-28,1.6718043713978714e-26,0.026227170364029585,-97548992888984862642376507,2476101,957542677697664407579649541,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 957542677697664407579649541)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
