run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,10,1,63.5906612133606
600,Mutation,Uniform,10,2,62.38922972051807
600,Mutation,Uniform,10,3,62.51704158145876
600,Mutation,Uniform,10,4,62.83231083844581
600,Mutation,Uniform,10,5,62.75562372188139
600,Mutation,Uniform,10,6,62.900477164280844
600,Mutation,Uniform,10,7,62.44035446489434
600,Mutation,Uniform,10,8,62.252897068847986
600,Mutation,Uniform,10,9,62.90899795501022
600,Mutation,Uniform,10,10,62.88343558282209
600,Mutation,Uniform,10,11,62.627811860940696
600,Mutation,Uniform,10,12,62.79822767552829
600,Mutation,Uniform,10,13,62.193251533742334
600,Mutation,Uniform,10,14,61.85241990456714
600,Mutation,Uniform,10,15,62.76414451261077
600,Mutation,Uniform,10,16,62.78970688479891
600,Mutation,Uniform,10,17,63.13905930470348
600,Mutation,Uniform,10,18,63.241308793456035
600,Mutation,Uniform,10,19,63.77811860940695
600,Mutation,Uniform,10,20,63.6758691206544
