run_duration,emitter,parent_selection,tracer_budget,run_number,rac
600,Mutation,Uniform,0,1,62.252897068847986
600,Mutation,Uniform,0,2,63.709952283571916
600,Mutation,Uniform,0,3,63.86332651670075
600,Mutation,Uniform,0,4,63.65030674846626
600,Mutation,Uniform,0,5,63.479890933878664
600,Mutation,Uniform,0,6,63.70143149284254
600,Mutation,Uniform,0,7,63.011247443762784
600,Mutation,Uniform,0,8,63.72699386503067
600,Mutation,Uniform,0,9,63.28391274710293
600,Mutation,Uniform,0,10,63.28391274710293
600,Mutation,Uniform,0,11,63.241308793456035
600,Mutation,Uniform,0,12,63.275391956373554
600,Mutation,Uniform,0,13,63.49693251533742
600,Mutation,Uniform,0,14,63.190184049079754
600,Mutation,Uniform,0,15,62.77266530334015
600,Mutation,Uniform,0,16,62.926039536468984
600,Mutation,Uniform,0,17,63.241308793456035
600,Mutation,Uniform,0,18,60.89809134287662
600,Mutation,Uniform,0,19,61.468984321745054
600,Mutation,Uniform,0,20,61.51158827539196
