run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,10,1,0.42004714892473394
600,Mutation,Uniform,10,2,0.42459916030073747
600,Mutation,Uniform,10,3,0.4278026033087107
600,Mutation,Uniform,10,4,0.41799426679696305
600,Mutation,Uniform,10,5,0.4263526712055874
600,Mutation,Uniform,10,6,0.423586386190465
600,Mutation,Uniform,10,7,0.4244638766778612
600,Mutation,Uniform,10,8,0.4226208662415595
600,Mutation,Uniform,10,9,0.4223750378496264
600,Mutation,Uniform,10,10,0.4234661347353741
600,Mutation,Uniform,10,11,0.4226813686019763
600,Mutation,Uniform,10,12,0.4147690248215067
600,Mutation,Uniform,10,13,0.42100086301533796
600,Mutation,Uniform,10,14,0.4142564717216122
600,Mutation,Uniform,10,15,0.42921748510681207
600,Mutation,Uniform,10,16,0.42454019040935015
600,Mutation,Uniform,10,17,0.42371303311152764
600,Mutation,Uniform,10,18,0.42695565249689305
600,Mutation,Uniform,10,19,0.43480077459917166
600,Mutation,Uniform,10,20,0.4317722062299087
