run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,10,1,0.23893596734036326
30,Mutation,Uniform,10,2,0.23949007228613475
30,Mutation,Uniform,10,3,0.25211133701354377
30,Mutation,Uniform,10,4,0.2455289104480746
30,Mutation,Uniform,10,5,0.23848453431174182
30,Mutation,Uniform,10,6,0.2589911819243272
30,Mutation,Uniform,10,7,0.2468956006810873
30,Mutation,Uniform,10,8,0.2418314011169453
30,Mutation,Uniform,10,9,0.2364674557562314
30,Mutation,Uniform,10,10,0.2391594283174089
30,Mutation,Uniform,10,11,0.23111212476533552
30,Mutation,Uniform,10,12,0.2438553476737284
30,Mutation,Uniform,10,13,0.250417450515764
30,Mutation,Uniform,10,14,0.24816173732030145
30,Mutation,Uniform,10,15,0.22814650565826192
30,Mutation,Uniform,10,16,0.23452938341704332
30,Mutation,Uniform,10,17,0.24254148329936548
30,Mutation,Uniform,10,18,0.24318926559965195
30,Mutation,Uniform,10,19,0.2462410510252046
30,Mutation,Uniform,10,20,0.24437851887487644
