bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
69,0,1,0,0,42.96108201238439,-6.0,15042664,1.0,1.0,1.0,-999999999999999999999999999999999,-1000000000000000000000000000000000,-999999999999999999999999999999999B,-1000000000000000000000000000000000B
77,0,1,0,0,43.96108201238439,-6.0,15060813,1.0,1.0,1.0,-10000000000000000000000000000000000000,-9999999999999999999999999999999999999,-10000000000000000000000000000000000000B,-9999999999999999999999999999999999999B
41,0,1,0,0,45.94177022034787,-6.0,17039494,1.0,1.0,1.0,-10000000000000000000,-9999999999999999999,-10000000000000000000B,-9999999999999999999B
30,0,2,0,0,47.10177022034787,-6.5,17156708,1.0,1.0,1.0,999950000000000,999949999999999,1.0 PB,999.9 TB
36,0,2,0,0,48.10177022034787,-6.0,17345590,1.0,1.0,1.0,999949999999999999,999950000000000000,999.9 PB,1.0 EB
42,0,15,1,0,50.273198791776444,-6.0,17435040,1.0,1.0,1.0,999999999999998341339,999999999999998341340,1000.0 EB,"BoundsError(""kMGTPE"", 7)"
67,0,1,0,0,52.950354968932615,-6.5,18007110,1.0,1.0,1.0,-99999999999999999999999999999999,-100000000000000000000000000000000,-99999999999999999999999999999999B,-100000000000000000000000000000000B
31,0,1,0,0,54.617022079070665,-6.0,18779642,1.0,1.0,1.0,-99999999999999,-100000000000000,-99999999999999B,-100000000000000B
49,0,1,0,0,56.28368961731785,-6.0,19208163,1.0,1.0,1.0,-99999999999999999999999,-100000000000000000000000,-99999999999999999999999B,-100000000000000000000000B
37,0,1,0,0,57.95035628398451,-6.0,19390607,1.0,1.0,1.0,-99999999999999999,-100000000000000000,-99999999999999999B,-100000000000000000B
45,0,1,0,0,61.95035628398451,-6.5,19525925,1.0,1.0,1.0,-999999999999999999999,-1000000000000000000000,-999999999999999999999B,-1000000000000000000000B
65,0,1,0,0,62.95035628398451,-6.0,19534838,1.0,1.0,1.0,-9999999999999999999999999999999,-10000000000000000000000000000000,-9999999999999999999999999999999B,-10000000000000000000000000000000B
71,0,1,0,0,67.01374044670455,-6.0,21589909,1.0,1.0,1.0,-9999999999999999999999999999999999,-10000000000000000000000000000000000,-9999999999999999999999999999999999B,-10000000000000000000000000000000000B
23,0,1,0,0,69.91850235146764,-6.0,23236347,1.0,1.0,1.0,-9999999999,-10000000000,-9999999999B,-10000000000B
53,0,1,0,0,71.51850235146765,-6.5,23308336,1.0,1.0,1.0,-9999999999999999999999999,-10000000000000000000000000,-9999999999999999999999999B,-10000000000000000000000000B
43,0,1,0,0,72.51850235146765,-6.0,23318735,1.0,1.0,1.0,-100000000000000000000,-99999999999999999999,-100000000000000000000B,-99999999999999999999B
