year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
2052192295055243,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,8.0,2052192295055243,1,1,31973500833919-24113390946025554-11,valid,Dates.Date,1
1461678585210,0,31,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,26.0,1461678585210,1,31,1461678585210-01-31,valid,Dates.Date,1
98,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,98,1,5,0098-01-05,valid,Dates.Date,1
8,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,8,1,1,0008-01-01,valid,Dates.Date,1
-9,10,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,32.0,-9,10,1,-0009-10-01,valid,Dates.Date,1
-40,7,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,32.0,-40,7,1,-0040-07-01,valid,Dates.Date,1
-16361907619,7,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,25.0,-16361907619,7,1,-16361907619-07-01,valid,Dates.Date,1
1859754665385,-1000000,1758,"ArgumentError(""Month: -1000000 out of range (1:12)"")",error,ArgumentError,1.0,1859754665385,-999999,1758,"ArgumentError(""Month: -999999 out of range (1:12)"")",error,ArgumentError,1
183504619503,-1,-50,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,183504619503,0,-50,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
229927808,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,229927808,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,1
9020893,0,-213,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,9020893,1,-213,"ArgumentError(""Day: -213 out of range (1:31)"")",error,ArgumentError,1
1198155,0,-112196755,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,7.0,1198155,1,-112196755,"ArgumentError(""Day: -112196755 out of range (1:31)"")",error,ArgumentError,1
121201,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,121201,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
85291,99,0,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,85291,100,0,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
83776,-10000,3426,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,83776,-9999,3426,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,1
1525,999,0,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,1525,1000,0,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
100,0,89,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,100,1,89,"ArgumentError(""Day: 89 out of range (1:31)"")",error,ArgumentError,1
55,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,55,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
22,12,73,"ArgumentError(""Day: 73 out of range (1:31)"")",error,ArgumentError,2.0,22,13,73,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
12,12,108,"ArgumentError(""Day: 108 out of range (1:31)"")",error,ArgumentError,1.0,12,13,108,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
7,999999,0,"ArgumentError(""Month: 999999 out of range (1:12)"")",error,ArgumentError,1.0,7,1000000,0,"ArgumentError(""Month: 1000000 out of range (1:12)"")",error,ArgumentError,1
1,0,58,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,58,"ArgumentError(""Day: 58 out of range (1:31)"")",error,ArgumentError,1
