year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
280348521617589273,9999,-75114,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,280348521617589273,10000,-75114,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,1
73635397,-100000000,0,"ArgumentError(""Month: -100000000 out of range (1:12)"")",error,ArgumentError,1.0,73635397,-99999999,0,"ArgumentError(""Month: -99999999 out of range (1:12)"")",error,ArgumentError,1
10799335,0,4222,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,10799335,1,4222,"ArgumentError(""Day: 4222 out of range (1:31)"")",error,ArgumentError,1
2559258,-100,-12,"ArgumentError(""Month: -100 out of range (1:12)"")",error,ArgumentError,1.0,2559258,-99,-12,"ArgumentError(""Month: -99 out of range (1:12)"")",error,ArgumentError,1
2423455,-10,1,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,2423455,-9,1,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
1588757,12,-576346,"ArgumentError(""Day: -576346 out of range (1:31)"")",error,ArgumentError,3.0,1588757,13,-576346,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
174408,-1,14284,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,174408,0,14284,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
14142,2,99999,"ArgumentError(""Day: 99999 out of range (1:28)"")",error,ArgumentError,1.0,14142,2,100000,"ArgumentError(""Day: 100000 out of range (1:28)"")",error,ArgumentError,1
7255,0,518186725,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,7255,1,518186725,"ArgumentError(""Day: 518186725 out of range (1:31)"")",error,ArgumentError,1
7033,0,13839,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,7033,1,13839,"ArgumentError(""Day: 13839 out of range (1:31)"")",error,ArgumentError,1
6830,0,-6,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,6830,1,-6,"ArgumentError(""Day: -6 out of range (1:31)"")",error,ArgumentError,1
6747,2,-10000000000,"ArgumentError(""Day: -10000000000 out of range (1:28)"")",error,ArgumentError,1.0,6747,2,-9999999999,"ArgumentError(""Day: -9999999999 out of range (1:28)"")",error,ArgumentError,1
4904,12,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,3.0,4904,13,0,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1486,9999,0,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,1486,10000,0,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,1
216,0,-7,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,216,1,-7,"ArgumentError(""Day: -7 out of range (1:31)"")",error,ArgumentError,1
84,6,9999999999,"ArgumentError(""Day: 9999999999 out of range (1:30)"")",error,ArgumentError,1.0,84,6,10000000000,"ArgumentError(""Day: 10000000000 out of range (1:30)"")",error,ArgumentError,1
61,-1000000000000000000,-2425,"ArgumentError(""Month: -1000000000000000000 out of range (1:12)"")",error,ArgumentError,1.0,61,-999999999999999999,-2425,"ArgumentError(""Month: -999999999999999999 out of range (1:12)"")",error,ArgumentError,1
26,0,133951790,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,26,1,133951790,"ArgumentError(""Day: 133951790 out of range (1:31)"")",error,ArgumentError,1
9,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,9,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
6,0,28703043,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,6,1,28703043,"ArgumentError(""Day: 28703043 out of range (1:31)"")",error,ArgumentError,1
5,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,5,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
3,0,1017576,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4.0,3,1,1017576,"ArgumentError(""Day: 1017576 out of range (1:31)"")",error,ArgumentError,1
3,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
2,0,40,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,2,1,40,"ArgumentError(""Day: 40 out of range (1:31)"")",error,ArgumentError,1
1,99,14308395814,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,1,100,14308395814,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
1,0,-3,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-3,"ArgumentError(""Day: -3 out of range (1:31)"")",error,ArgumentError,1
0,999,9,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,0,1000,9,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
0,99,148,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,0,100,148,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
0,12,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2.0,0,13,-1,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
0,-10000,5,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,0,-9999,5,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,1
