year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
174722789968037,99,-829,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,174722789968037,100,-829,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
123686715438,0,1923964698446700,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,13.0,123686715438,1,1923964698446700,"ArgumentError(""Day: 1923964698446700 out of range (1:31)"")",error,ArgumentError,1
67237332,-10,-1,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,67237332,-9,-1,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
57436,-1,301,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,57436,0,301,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
38998,0,-1482544744,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,8.0,38998,1,-1482544744,"ArgumentError(""Day: -1482544744 out of range (1:31)"")",error,ArgumentError,1
8287,0,9703523,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4.0,8287,1,9703523,"ArgumentError(""Day: 9703523 out of range (1:31)"")",error,ArgumentError,1
6848,0,47,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,6848,1,47,"ArgumentError(""Day: 47 out of range (1:31)"")",error,ArgumentError,1
4492,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,4492,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
2810,-1,6,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,2810,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
2614,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,2614,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
2431,99,-127,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,2431,100,-127,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
2338,-10,1873940,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,2338,-9,1873940,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
427,-10000,-615371096053042,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,427,-9999,-615371096053042,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,1
338,-10,0,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,338,-9,0,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
191,0,-9,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,191,1,-9,"ArgumentError(""Day: -9 out of range (1:31)"")",error,ArgumentError,1
143,-10,-591,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,143,-9,-591,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
50,0,-19629348,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,50,1,-19629348,"ArgumentError(""Day: -19629348 out of range (1:31)"")",error,ArgumentError,1
27,999,-60659003,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,27,1000,-60659003,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
27,-10,5,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,27,-9,5,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
13,0,108662,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3.0,13,1,108662,"ArgumentError(""Day: 108662 out of range (1:31)"")",error,ArgumentError,1
12,12,-28,"ArgumentError(""Day: -28 out of range (1:31)"")",error,ArgumentError,1.0,12,13,-28,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
12,-1000,-2,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,12,-999,-2,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,1
9,0,-151478768,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,7.0,9,1,-151478768,"ArgumentError(""Day: -151478768 out of range (1:31)"")",error,ArgumentError,1
4,0,-6739,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,4,1,-6739,"ArgumentError(""Day: -6739 out of range (1:31)"")",error,ArgumentError,1
2,99,-8,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,2,100,-8,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
2,-10,7390,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,2,-9,7390,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
1,99,146,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,1,100,146,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
1,7,9999,"ArgumentError(""Day: 9999 out of range (1:31)"")",error,ArgumentError,1.0,1,7,10000,"ArgumentError(""Day: 10000 out of range (1:31)"")",error,ArgumentError,1
1,0,3843,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,3843,"ArgumentError(""Day: 3843 out of range (1:31)"")",error,ArgumentError,1
1,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,1
1,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-4,"ArgumentError(""Day: -4 out of range (1:31)"")",error,ArgumentError,1
1,-1,14,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,1,0,14,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
1,-100,-3575703360603,"ArgumentError(""Month: -100 out of range (1:12)"")",error,ArgumentError,1.0,1,-99,-3575703360603,"ArgumentError(""Month: -99 out of range (1:12)"")",error,ArgumentError,1
0,9999999999,18,"ArgumentError(""Month: 9999999999 out of range (1:12)"")",error,ArgumentError,1.0,0,10000000000,18,"ArgumentError(""Month: 10000000000 out of range (1:12)"")",error,ArgumentError,1
0,999,1,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,0,1000,1,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
0,0,1763,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,1763,"ArgumentError(""Day: 1763 out of range (1:31)"")",error,ArgumentError,1
0,0,-345125503,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,7.0,0,1,-345125503,"ArgumentError(""Day: -345125503 out of range (1:31)"")",error,ArgumentError,1
0,-1,2,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,0,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
0,-100000000,62,"ArgumentError(""Month: -100000000 out of range (1:12)"")",error,ArgumentError,1.0,0,-99999999,62,"ArgumentError(""Month: -99999999 out of range (1:12)"")",error,ArgumentError,1
-1,-1,-1,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
-1,-1,-4,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-1,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
-2,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-2,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,1
-5,-10000000,-5635,"ArgumentError(""Month: -10000000 out of range (1:12)"")",error,ArgumentError,1.0,-5,-9999999,-5635,"ArgumentError(""Month: -9999999 out of range (1:12)"")",error,ArgumentError,1
-9,12,-2901124544,"ArgumentError(""Day: -2901124544 out of range (1:31)"")",error,ArgumentError,7.0,-9,13,-2901124544,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-13,0,-384,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-13,1,-384,"ArgumentError(""Day: -384 out of range (1:31)"")",error,ArgumentError,1
