year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
3679160903482284,12,46,"ArgumentError(""Day: 46 out of range (1:31)"")",error,ArgumentError,2.0,3679160903482284,13,46,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1353569150,-10000000000,-2,"ArgumentError(""Month: -10000000000 out of range (1:12)"")",error,ArgumentError,1.0,1353569150,-9999999999,-2,"ArgumentError(""Month: -9999999999 out of range (1:12)"")",error,ArgumentError,1
464227976,-1000,1,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,464227976,-999,1,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,1
27803099,-1,252736399330393,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,27803099,0,252736399330393,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
28839,0,38769029,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,28839,1,38769029,"ArgumentError(""Day: 38769029 out of range (1:31)"")",error,ArgumentError,1
6975,0,-550616557,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,7.0,6975,1,-550616557,"ArgumentError(""Day: -550616557 out of range (1:31)"")",error,ArgumentError,1
5916,0,-62842622,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,5916,1,-62842622,"ArgumentError(""Day: -62842622 out of range (1:31)"")",error,ArgumentError,1
4908,0,-4047,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,4908,1,-4047,"ArgumentError(""Day: -4047 out of range (1:31)"")",error,ArgumentError,1
267,0,-1579,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,267,1,-1579,"ArgumentError(""Day: -1579 out of range (1:31)"")",error,ArgumentError,1
235,-1000,0,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,235,-999,0,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,1
147,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,147,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
110,99,78,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,110,100,78,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
106,0,21049,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,106,1,21049,"ArgumentError(""Day: 21049 out of range (1:31)"")",error,ArgumentError,1
61,99999999,2590,"ArgumentError(""Month: 99999999 out of range (1:12)"")",error,ArgumentError,1.0,61,100000000,2590,"ArgumentError(""Month: 100000000 out of range (1:12)"")",error,ArgumentError,1
8,0,-327,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,8,1,-327,"ArgumentError(""Day: -327 out of range (1:31)"")",error,ArgumentError,1
