year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
12362547407,0,15,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,28.0,12362547407,1,15,12362547407-01-15,valid,Dates.Date,1
114378,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,33.0,114378,1,1,114378-01-01,valid,Dates.Date,1
21276,0,12,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,34.0,21276,1,12,21276-01-12,valid,Dates.Date,1
4993,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,4993,1,4,4993-01-04,valid,Dates.Date,1
9,9,0,"ArgumentError(""Day: 0 out of range (1:30)"")",error,ArgumentError,33.0,9,9,1,0009-09-01,valid,Dates.Date,1
0,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,35.0,0,1,1,0000-01-01,valid,Dates.Date,1
-1,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,34.0,-1,1,1,-0001-01-01,valid,Dates.Date,1
-2,0,29,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,34.0,-2,1,29,-0002-01-29,valid,Dates.Date,1
-150,0,12,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,34.0,-150,1,12,-0150-01-12,valid,Dates.Date,1
-145977356,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,29.0,-145977356,1,1,-145977356-01-01,valid,Dates.Date,1
34033525,0,1190,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,34033525,1,1190,"ArgumentError(""Day: 1190 out of range (1:31)"")",error,ArgumentError,1
33540,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,33540,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1
3823,99,5,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,3823,100,5,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
2525,0,-88005125,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,6.0,2525,1,-88005125,"ArgumentError(""Day: -88005125 out of range (1:31)"")",error,ArgumentError,1
90,-1,338,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,90,0,338,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
27,0,1796,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,27,1,1796,"ArgumentError(""Day: 1796 out of range (1:31)"")",error,ArgumentError,1
23,99999999,196684,"ArgumentError(""Month: 99999999 out of range (1:12)"")",error,ArgumentError,1.0,23,100000000,196684,"ArgumentError(""Month: 100000000 out of range (1:12)"")",error,ArgumentError,1
11,99,150077678,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,11,100,150077678,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
7,999,-27,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,7,1000,-27,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
2,999,4,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,2,1000,4,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
