year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
45440791,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,45440791,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
13069800,0,1642,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,13069800,1,1642,"ArgumentError(""Day: 1642 out of range (1:31)"")",error,ArgumentError,1
3462254,0,50,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,3462254,1,50,"ArgumentError(""Day: 50 out of range (1:31)"")",error,ArgumentError,1
994915,-1,184,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,994915,0,184,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
156188,999,161,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,156188,1000,161,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
6613,99,3,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,6613,100,3,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
1780,0,-8111610,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,1780,1,-8111610,"ArgumentError(""Day: -8111610 out of range (1:31)"")",error,ArgumentError,1
748,-10000000,15,"ArgumentError(""Month: -10000000 out of range (1:12)"")",error,ArgumentError,1.0,748,-9999999,15,"ArgumentError(""Month: -9999999 out of range (1:12)"")",error,ArgumentError,1
239,-1000,155036510528883716,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,239,-999,155036510528883716,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,1
211,12,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,3.0,211,13,0,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
71,0,63944200,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,5.0,71,1,63944200,"ArgumentError(""Day: 63944200 out of range (1:31)"")",error,ArgumentError,1
28,-1000000000,0,"ArgumentError(""Month: -1000000000 out of range (1:12)"")",error,ArgumentError,1.0,28,-999999999,0,"ArgumentError(""Month: -999999999 out of range (1:12)"")",error,ArgumentError,1
7,0,-6,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,7,1,-6,"ArgumentError(""Day: -6 out of range (1:31)"")",error,ArgumentError,1
1,9999,29,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,1,10000,29,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,1
1,999,-14936,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,1,1000,-14936,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
0,9999,-212484,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,0,10000,-212484,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,1
0,99,-2,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,0,100,-2,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
0,0,532817620550846613,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,15.0,0,1,532817620550846613,"ArgumentError(""Day: 532817620550846613 out of range (1:31)"")",error,ArgumentError,1
-2,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-2,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
-14,0,-373829,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,4.0,-14,1,-373829,"ArgumentError(""Day: -373829 out of range (1:31)"")",error,ArgumentError,1
-144,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,-144,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
-6616,99,-12863948,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,-6616,100,-12863948,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
-48491646,99,5934,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,-48491646,100,5934,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
