year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
3596095278,0,-10447,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3.0,3596095278,1,-10447,"ArgumentError(""Day: -10447 out of range (1:31)"")",error,ArgumentError,1
1465084323,-100000000000,55,"ArgumentError(""Month: -100000000000 out of range (1:12)"")",error,ArgumentError,1.0,1465084323,-99999999999,55,"ArgumentError(""Month: -99999999999 out of range (1:12)"")",error,ArgumentError,1
847579083,9999,26,"ArgumentError(""Month: 9999 out of range (1:12)"")",error,ArgumentError,1.0,847579083,10000,26,"ArgumentError(""Month: 10000 out of range (1:12)"")",error,ArgumentError,1
4222276,0,-9,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,4222276,1,-9,"ArgumentError(""Day: -9 out of range (1:31)"")",error,ArgumentError,1
6824,-1,-2,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,6824,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
6738,0,3667,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,6738,1,3667,"ArgumentError(""Day: 3667 out of range (1:31)"")",error,ArgumentError,1
3372,999999,6,"ArgumentError(""Month: 999999 out of range (1:12)"")",error,ArgumentError,1.0,3372,1000000,6,"ArgumentError(""Month: 1000000 out of range (1:12)"")",error,ArgumentError,1
2565,0,2547,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,2565,1,2547,"ArgumentError(""Day: 2547 out of range (1:31)"")",error,ArgumentError,1
799,-1,5,"ArgumentError(""Month: -1 out of range (1:12)"")",error,ArgumentError,1.0,799,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1
736,-1000,15050,"ArgumentError(""Month: -1000 out of range (1:12)"")",error,ArgumentError,1.0,736,-999,15050,"ArgumentError(""Month: -999 out of range (1:12)"")",error,ArgumentError,1
120,-100,1,"ArgumentError(""Month: -100 out of range (1:12)"")",error,ArgumentError,1.0,120,-99,1,"ArgumentError(""Month: -99 out of range (1:12)"")",error,ArgumentError,1
70,-10000000000000000,1,"ArgumentError(""Month: -10000000000000000 out of range (1:12)"")",error,ArgumentError,1.0,70,-9999999999999999,1,"ArgumentError(""Month: -9999999999999999 out of range (1:12)"")",error,ArgumentError,1
43,12,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,3.0,43,13,0,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
30,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,30,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
25,999,-1069466775023568117,"ArgumentError(""Month: 999 out of range (1:12)"")",error,ArgumentError,1.0,25,1000,-1069466775023568117,"ArgumentError(""Month: 1000 out of range (1:12)"")",error,ArgumentError,1
7,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,7,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1
4,-100000,-19,"ArgumentError(""Month: -100000 out of range (1:12)"")",error,ArgumentError,1.0,4,-99999,-19,"ArgumentError(""Month: -99999 out of range (1:12)"")",error,ArgumentError,1
3,999999999,-25,"ArgumentError(""Month: 999999999 out of range (1:12)"")",error,ArgumentError,1.0,3,1000000000,-25,"ArgumentError(""Month: 1000000000 out of range (1:12)"")",error,ArgumentError,1
3,8,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,1.0,3,8,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,1
2,12,247527523,"ArgumentError(""Day: 247527523 out of range (1:31)"")",error,ArgumentError,5.0,2,13,247527523,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
1,99,101,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,1,100,101,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
1,0,398232,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,3.0,1,1,398232,"ArgumentError(""Day: 398232 out of range (1:31)"")",error,ArgumentError,1
1,-10,1,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,1,-9,1,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
1,-10,-26984115483061,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,1,-9,-26984115483061,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
1,-100000000,-60,"ArgumentError(""Month: -100000000 out of range (1:12)"")",error,ArgumentError,1.0,1,-99999999,-60,"ArgumentError(""Month: -99999999 out of range (1:12)"")",error,ArgumentError,1
0,3,99999,"ArgumentError(""Day: 99999 out of range (1:31)"")",error,ArgumentError,1.0,0,3,100000,"ArgumentError(""Day: 100000 out of range (1:31)"")",error,ArgumentError,1
0,0,24933,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,24933,"ArgumentError(""Day: 24933 out of range (1:31)"")",error,ArgumentError,1
0,0,17738,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,17738,"ArgumentError(""Day: 17738 out of range (1:31)"")",error,ArgumentError,1
0,0,-7,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-7,"ArgumentError(""Day: -7 out of range (1:31)"")",error,ArgumentError,1
0,-10000,11392218,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,0,-9999,11392218,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,1
-1,-1000000000000000000,-649113,"ArgumentError(""Month: -1000000000000000000 out of range (1:12)"")",error,ArgumentError,1.0,-1,-999999999999999999,-649113,"ArgumentError(""Month: -999999999999999999 out of range (1:12)"")",error,ArgumentError,1
-3,0,10368,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,-3,1,10368,"ArgumentError(""Day: 10368 out of range (1:31)"")",error,ArgumentError,1
-6,99,1,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,-6,100,1,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
-13,0,-8073,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,-13,1,-8073,"ArgumentError(""Day: -8073 out of range (1:31)"")",error,ArgumentError,1
-1153,12,10000,"ArgumentError(""Day: 10000 out of range (1:31)"")",error,ArgumentError,1.0,-1153,13,10000,"ArgumentError(""Month: 13 out of range (1:12)"")",error,ArgumentError,1
-21325,-10,2437833,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,-21325,-9,2437833,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,1
