bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,-404.5,3745,1.0,1.0,1.0,1,0,1B,0B
3,0,1,0,0,2.0,-407.0,10463,1.0,1.0,1.0,0,-1,0B,-1B
4,0,0,0,0,3.090909090909091,-370.5,43794,1.0,1.0,1.0,-1,-2,-1B,-2B
6,0,0,0,0,4.0909091904849175,-379.0,157917,1.0,1.0,1.0,-29,-30,-29B,-30B
5,0,1,0,0,5.111701041821513,-387.5,6902798,1.0,1.0,1.0,-10,-9,-10B,-9B
7,0,1,0,0,7.424446257015886,-377.0,66853793,1.0,1.0,1.0,-100,-99,-100B,-99B
9,0,1,0,0,8.424447243574178,-388.5,74441567,1.0,1.0,1.0,-1000,-999,-1000B,-999B
11,0,1,0,0,9.424447244694072,-354.0,82653548,1.0,1.0,1.0,-10000,-9999,-10000B,-9999B
12,0,2,0,0,10.424447244703032,-368.0,85223432,1.0,1.0,1.0,999950,999949,1.0 MB,999.9 kB
15,0,1,0,0,11.424447244703032,-379.0,85554057,1.0,1.0,1.0,-1000000,-999999,-1000000B,-999999B
18,0,2,0,0,12.424447252952794,-381.0,89698542,1.0,1.0,1.0,999950000,999949999,1.0 GB,999.9 MB
17,0,1,0,0,13.424447252952804,-353.5,95536320,1.0,1.0,1.0,-10000000,-9999999,-10000000B,-9999999B
13,0,1,0,0,15.09111391961947,-354.0,96446078,1.0,1.0,1.0,-100000,-99999,-100000B,-99999B
21,0,1,0,0,16.09111391961947,-351.5,97779791,1.0,1.0,1.0,-999999999,-1000000000,-999999999B,-1000000000B
19,0,1,0,0,17.757780586286238,-349.5,100410822,1.0,1.0,1.0,-100000000,-99999999,-100000000B,-99999999B
24,0,2,0,0,20.910399490661508,-335.0,107803649,1.0,1.0,1.0,999950000000,999949999999,1.0 TB,999.9 GB
25,0,1,0,0,21.910399490661508,-349.5,108975356,1.0,1.0,1.0,-99999999999,-100000000000,-99999999999B,-100000000000B
27,0,1,0,0,24.354843935105965,-372.5,114865521,1.0,1.0,1.0,-1000000000000,-999999999999,-1000000000000B,-999999999999B
33,0,1,0,0,27.65788544531262,-331.0,128147537,1.0,1.0,1.0,-1000000000000000,-999999999999999,-1000000000000000B,-999999999999999B
