bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,-7.5,1514,1.0,1.0,1.0,1,0,1B,0B
3,0,1,0,0,2.0,-7.0,3060,1.0,1.0,1.0,-1,0,-1B,0B
4,0,0,0,0,3.0,-7.0,6250,1.0,1.0,1.0,13,12,13B,12B
13,0,1,0,0,5.585720199205824,-7.5,5004617,1.0,1.0,1.0,-100000,-99999,-100000B,-99999B
7,0,1,0,0,6.5858216883685765,-7.5,6468751,1.0,1.0,1.0,-99,-100,-99B,-100B
18,0,2,0,0,7.585838643268628,-7.0,6765439,1.0,1.0,1.0,999950000,999949999,1.0 GB,999.9 MB
17,0,1,0,0,8.585838643268627,-7.0,6767307,1.0,1.0,1.0,-10000000,-9999999,-10000000B,-9999999B
35,0,1,0,0,9.6009907360818,-7.0,8614211,1.0,1.0,1.0,-9999999999999999,-10000000000000000,-9999999999999999B,-10000000000000000B
7,0,2,0,0,11.2009907360818,-7.0,8896024,1.0,1.0,1.0,999,1000,999B,1.0 kB
11,0,1,0,0,12.200990816307309,-7.5,10117209,1.0,1.0,1.0,-10000,-9999,-10000B,-9999B
24,0,2,0,0,13.77241938773588,-7.5,10226275,1.0,1.0,1.0,999949999999,999950000000,999.9 GB,1.0 TB
23,0,1,0,0,14.77241938773588,-7.0,10377560,1.0,1.0,1.0,-10000000000,-9999999999,-10000000000B,-9999999999B
27,0,1,0,0,17.788301949633958,-7.0,11640596,1.0,1.0,1.0,-999999999999,-1000000000000,-999999999999B,-1000000000000B
21,0,1,0,0,19.60881477023899,-7.5,12407375,1.0,1.0,1.0,-999999999,-1000000000,-999999999B,-1000000000B
42,0,15,1,0,20.60881477023899,-7.5,12415786,1.0,1.0,1.0,999999999999998341339,999999999999998341340,1000.0 EB,"BoundsError(""kMGTPE"", 7)"
15,0,1,0,0,22.180243341667563,-7.0,12537004,1.0,1.0,1.0,-1000000,-999999,-1000000B,-999999B
29,0,1,0,0,23.180243341667563,-7.5,12666102,1.0,1.0,1.0,-10000000000000,-9999999999999,-10000000000000B,-9999999999999B
39,0,1,0,0,24.846910008334227,-7.0,12709283,1.0,1.0,1.0,-1000000000000000000,-999999999999999999,-1000000000000000000B,-999999999999999999B
25,0,1,0,0,26.000756162180384,-7.5,12779577,1.0,1.0,1.0,-99999999999,-100000000000,-99999999999B,-100000000000B
41,0,1,0,0,27.66742282884705,-7.0,12814483,1.0,1.0,1.0,-9999999999999999999,-10000000000000000000,-9999999999999999999B,-10000000000000000000B
61,0,1,0,0,28.66742282884705,-7.5,12882995,1.0,1.0,1.0,-99999999999999999999999999999,-100000000000000000000000000000,-99999999999999999999999999999B,-100000000000000000000000000000B
33,0,1,0,0,31.500766117101257,-7.0,14572316,1.0,1.0,1.0,-1000000000000000,-999999999999999,-1000000000000000B,-999999999999999B
47,0,1,0,0,33.10076611710126,-7.0,14597567,1.0,1.0,1.0,-9999999999999999999999,-10000000000000000000000,-9999999999999999999999B,-10000000000000000000000B
57,0,1,0,0,36.11663913297428,-7.0,14694455,1.0,1.0,1.0,-1000000000000000000000000000,-999999999999999999999999999,-1000000000000000000000000000B,-999999999999999999999999999B
53,0,1,0,0,38.44997246632035,-7.0,16053530,1.0,1.0,1.0,-9999999999999999999999999,-10000000000000000000000000,-9999999999999999999999999B,-10000000000000000000000000B
63,0,1,0,0,40.76425818060615,-7.5,16330928,1.0,1.0,1.0,-999999999999999999999999999999,-1000000000000000000000000000000,-999999999999999999999999999999B,-1000000000000000000000000000000B
43,0,1,0,0,41.764258180643495,-7.5,16383314,1.0,1.0,1.0,-100000000000000000000,-99999999999999999999,-100000000000000000000B,-99999999999999999999B
51,0,1,0,0,43.43092484731016,-7.0,16405777,1.0,1.0,1.0,-1000000000000000000000000,-999999999999999999999999,-1000000000000000000000000B,-999999999999999999999999B
77,0,1,0,0,45.87536929175461,-7.0,16552681,1.0,1.0,1.0,-9999999999999999999999999999999999999,-10000000000000000000000000000000000000,-9999999999999999999999999999999999999B,-10000000000000000000000000000000000000B
9,0,1,0,0,46.875370175549016,-7.0,18290951,1.0,1.0,1.0,-1000,-999,-1000B,-999B
45,0,1,0,0,47.87537017564558,-7.5,18378693,1.0,1.0,1.0,-1000000000000000000000,-999999999999999999999,-1000000000000000000000B,-999999999999999999999B
75,0,1,0,0,49.03537018111609,-7.0,18562327,1.0,1.0,1.0,-1000000000000000000000000000000000000,-999999999999999999999999999999999999,-1000000000000000000000000000000000000B,-999999999999999999999999999999999999B
