run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,0,1,0.400296404413394
600,Mutation,Uniform,0,2,0.4077681511408042
600,Mutation,Uniform,0,3,0.41334270369230464
600,Mutation,Uniform,0,4,0.4146435854390321
600,Mutation,Uniform,0,5,0.41848870911858055
600,Mutation,Uniform,0,6,0.41333522497234165
600,Mutation,Uniform,0,7,0.40649633578444905
600,Mutation,Uniform,0,8,0.4036326339220014
600,Mutation,Uniform,0,9,0.41159132271875987
600,Mutation,Uniform,0,10,0.4065123618701896
600,Mutation,Uniform,0,11,0.4036797953631506
600,Mutation,Uniform,0,12,0.4108632556152272
600,Mutation,Uniform,0,13,0.4097694068670755
600,Mutation,Uniform,0,14,0.4066021694743073
600,Mutation,Uniform,0,15,0.4091423301581196
600,Mutation,Uniform,0,16,0.4098267684384885
600,Mutation,Uniform,0,17,0.4100284639137832
600,Mutation,Uniform,0,18,0.4086634900491564
600,Mutation,Uniform,0,19,0.4022571466676671
600,Mutation,Uniform,0,20,0.4073671591718707
