run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
600,Mutation,Uniform,10,1,0.3898660455915619
600,Mutation,Uniform,10,2,0.4216235380276886
600,Mutation,Uniform,10,3,0.41218531530011665
600,Mutation,Uniform,10,4,0.4050266666274524
600,Mutation,Uniform,10,5,0.4162593731661307
600,Mutation,Uniform,10,6,0.41086103609990127
600,Mutation,Uniform,10,7,0.4112072639605264
600,Mutation,Uniform,10,8,0.4092276023082517
600,Mutation,Uniform,10,9,0.41615554245708675
600,Mutation,Uniform,10,10,0.40750936063317034
600,Mutation,Uniform,10,11,0.40432825214015894
600,Mutation,Uniform,10,12,0.4172537345834491
600,Mutation,Uniform,10,13,0.4161371383566266
600,Mutation,Uniform,10,14,0.4078631240741664
600,Mutation,Uniform,10,15,0.4096845413654647
600,Mutation,Uniform,10,16,0.40872215411021406
600,Mutation,Uniform,10,17,0.4113049978957969
600,Mutation,Uniform,10,18,0.40139572312855415
600,Mutation,Uniform,10,19,0.40695857266822544
600,Mutation,Uniform,10,20,0.39314418279984353
