run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,10,1,40.74825986078886
30,Mutation,Uniform,10,2,40.777262180974475
30,Mutation,Uniform,10,3,40.4292343387471
30,Mutation,Uniform,10,4,40.55974477958237
30,Mutation,Uniform,10,5,39.95069605568445
30,Mutation,Uniform,10,6,39.907192575406036
30,Mutation,Uniform,10,7,39.87819025522042
30,Mutation,Uniform,10,8,40.13921113689095
30,Mutation,Uniform,10,9,40.13921113689095
30,Mutation,Uniform,10,10,41.35730858468678
30,Mutation,Uniform,10,11,40.414733178654295
30,Mutation,Uniform,10,12,40.40023201856148
30,Mutation,Uniform,10,13,39.849187935034806
30,Mutation,Uniform,10,14,40.37122969837587
30,Mutation,Uniform,10,15,39.907192575406036
30,Mutation,Uniform,10,16,40.96577726218097
30,Mutation,Uniform,10,17,40.34222737819025
30,Mutation,Uniform,10,18,40.864269141531324
30,Mutation,Uniform,10,19,40.269721577726216
30,Mutation,Uniform,10,20,40.73375870069606
