run_duration,emitter,parent_selection,tracer_budget,run_number,cnpd
30,Mutation,Uniform,0,1,0.22208385525053148
30,Mutation,Uniform,0,2,0.2247243164660791
30,Mutation,Uniform,0,3,0.2195172711794513
30,Mutation,Uniform,0,4,0.22612976996147008
30,Mutation,Uniform,0,5,0.22391514260624643
30,Mutation,Uniform,0,6,0.21458253787010725
30,Mutation,Uniform,0,7,0.22447313925214324
30,Mutation,Uniform,0,8,0.21781978160714044
30,Mutation,Uniform,0,9,0.225590305399078
30,Mutation,Uniform,0,10,0.21594058156794851
30,Mutation,Uniform,0,11,0.22468584728135058
30,Mutation,Uniform,0,12,0.2307224328474446
30,Mutation,Uniform,0,13,0.21663960936260804
30,Mutation,Uniform,0,14,0.224248034920616
30,Mutation,Uniform,0,15,0.20963245108722392
30,Mutation,Uniform,0,16,0.22680419194410925
30,Mutation,Uniform,0,17,0.21543453336048096
30,Mutation,Uniform,0,18,0.2216016052422817
30,Mutation,Uniform,0,19,0.2106165389675106
30,Mutation,Uniform,0,20,0.2134515240559209
