bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,i1_1,i1_2,i2_1,i2_2,output1,output2,fitness_max,fitness_ratio_max
15,18,9,0,1,9.484174256337475e-9,-17.0,7.0,0.0,-1.05438798e8,in,out,9.999732507155433e-9,0.9484427957998833
15,17,9,0,1,8.84286777526845e-9,23.0,7.0,-1.13085463e8,34.0,in,out,9.999905600891125e-9,0.8842951251940251
19,14,9,0,1,8.499367156379853e-9,1.17602054e8,3.556509e6,1.0,-2.0,out,in,6.943702662686858e-7,0.012240396182360481
21,15,9,0,1,8.200612769963418e-9,17.0,14.0,-1.21941677e8,-317363.0,in,out,9.998355566582192e-9,0.8201961527926228
22,17,9,0,1,8.072355273298119e-9,-1.06922247e8,6.2560249e7,-4.0,-1.0,out,in,6.480834125311224e-8,0.1245573504461583
17,11,9,0,1,7.969608560969758e-9,4.0,-16.0,4956.0,1.25476661e8,in,out,9.998795317963593e-8,0.079705687610704
21,18,9,0,1,7.81646405417019e-9,66.0,1.0,1.24509007e8,-2.9409348e7,in,out,7.00985276178837e-8,0.11150682218004299
20,10,9,0,1,7.684316389514059e-9,-20.0,48.0,111128.0,1.30135194e8,in,out,9.99737463482887e-8,0.07686334332959201
21,10,9,0,1,7.485630525600027e-9,-1.33589292e8,16574.0,-12.0,-46.0,out,in,6.830457533127374e-7,0.010959193420492107
19,16,9,0,1,6.6453541165212516e-9,306091.0,-1.50480729e8,2.0,30.0,out,in,9.99711281264556e-9,0.6647273308865138
17,18,9,0,1,6.50600863312635e-9,0.0,2.0,-2566.0,-1.53704067e8,in,out,9.998973391728229e-9,0.6506676613929709
19,11,9,0,1,6.423975367994611e-9,-2.0,-2.0,1.5566663e8,259585.0,in,out,9.992904569235161e-8,0.06428536691696127
18,19,6,1,1,6.201776383113872e-9,0.0,0.0,-1.58257707e8,362289.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.813705837957834e-9,0.6319505073329587
20,22,9,0,1,5.797483464024738e-9,7.0,0.0,6.3391038e7,-1.6041791e8,in,out,9.99252961417616e-9,0.5801817645653998
