bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,-159439.5,1470939,1.0,1.0,1.0,1,2,1B,2B
3,0,1,0,0,2.090909090909091,-159498.0,2809664,1.0,1.0,1.0,0,-1,0B,-1B
4,0,0,0,0,3.090909090909091,-158925.5,4274638,1.0,1.0,1.0,-2,-1,-2B,-1B
6,0,0,0,0,4.102073056279937,-159371.0,16833261,1.0,1.0,1.0,-20,-19,-20B,-19B
5,0,1,0,0,5.773755783529072,-159169.0,53053375,1.0,1.0,1.0,-9,-10,-9B,-10B
7,0,1,0,0,6.8083396375289205,-159287.5,61556633,1.0,1.0,1.0,-100,-99,-100B,-99B
9,0,1,0,0,8.43333963752892,-158946.0,62336828,1.0,1.0,1.0,-1000,-999,-1000B,-999B
11,0,1,0,0,9.444439562448721,-152100.5,77299990,1.0,1.0,1.0,-9999,-10000,-9999B,-10000B
13,0,1,0,0,12.11110622911539,-113980.0,185148607,1.0,1.0,1.0,-100000,-99999,-100000B,-99999B
6,0,0,0,0,15.443666674214404,0.0,599999963,1.0,1.0,1.0,440,439,440B,439B
6,0,0,0,0,16.443666674214406,0.0,599999963,1.0,1.0,1.0,700,699,700B,699B
6,0,0,0,0,17.443666674214406,0.0,599999963,1.0,1.0,1.0,599,600,599B,600B
6,0,0,0,0,19.015095245642975,0.0,599999963,1.0,1.0,1.0,520,519,520B,519B
6,0,0,0,0,22.300809531357263,0.0,599999963,1.0,1.0,1.0,770,769,770B,769B
6,0,0,0,0,23.300809531357263,0.0,599999963,1.0,1.0,1.0,509,510,509B,510B
6,0,0,0,0,24.300809531357263,0.0,599999963,1.0,1.0,1.0,719,720,719B,720B
6,0,0,0,0,28.386523817071552,0.0,599999963,1.0,1.0,1.0,-90,-89,-90B,-89B
6,0,0,0,0,29.386523817071552,0.0,599999963,1.0,1.0,1.0,909,910,909B,910B
2,0,0,0,0,30.386523817071552,0.0,599999963,1.0,1.0,1.0,4,5,4B,5B
6,0,0,0,0,34.99366667421441,0.0,599999963,1.0,1.0,1.0,249,250,249B,250B
6,0,0,0,0,35.99366667421441,0.0,599999963,1.0,1.0,1.0,390,389,390B,389B
6,0,0,0,0,40.88652381707155,0.0,599999963,1.0,1.0,1.0,720,719,720B,719B
6,0,0,0,0,41.88652381707155,0.0,599999963,1.0,1.0,1.0,269,270,269B,270B
6,0,0,0,0,43.63652381707155,0.0,599999963,1.0,1.0,1.0,240,239,240B,239B
6,0,0,0,0,44.63652381707155,0.0,599999963,1.0,1.0,1.0,949,950,949B,950B
6,0,0,0,0,47.529380959928694,0.0,599999963,1.0,1.0,1.0,809,810,809B,810B
6,0,0,0,0,48.529380959928694,0.0,599999963,1.0,1.0,1.0,430,429,430B,429B
2,0,0,0,0,53.279380959928694,0.0,599999963,1.0,1.0,1.0,4,3,4B,3B
6,0,0,0,0,54.279380959928694,0.0,599999963,1.0,1.0,1.0,-80,-79,-80B,-79B
6,0,0,0,0,56.13652381707155,0.0,599999963,1.0,1.0,1.0,409,410,409B,410B
6,0,0,0,0,57.85080953135727,0.0,599999963,1.0,1.0,1.0,679,680,679B,680B
8,0,0,0,0,58.85080953135727,0.0,599999963,1.0,1.0,1.0,-800,-799,-800B,-799B
6,0,0,0,0,61.31509524564298,0.0,599999963,1.0,1.0,1.0,750,749,750B,749B
6,0,0,0,0,63.92223810278584,0.0,599999963,1.0,1.0,1.0,-89,-90,-89B,-90B
