bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
53,220,18,1,1,82.08754341032153,-137.5,262668678,9.960533432772064e-37,9.999227113725408e-37,0.9961303328234009,1003962294539174205991653007241079871,9960668393009399,"BoundsError(""kMGTPE"", 12)",10.0 PB
45,420,18,1,1,5.1856564797495786,-137.5,26160035,9.958222711377495e-37,9.999444458016927e-37,0.9958775963192251,82980353,1004195255502246777206368651320534246,83.0 MB,"BoundsError(""kMGTPE"", 12)"
48,338,18,1,1,5.186163878771768,-137.5,41379247,9.95742557953388e-37,9.999647142580246e-37,0.9957776947081883,1004275645358939527733662897039146426,16891769491,"BoundsError(""kMGTPE"", 12)",16.9 GB
53,264,31,0,1,81.269323353832,-137.5,249464037,9.954835991247154e-37,9.995413218456004e-37,0.995940415236268,-1004536891295100902754517049723540376,483814530837754,-1004536891295100902754517049723540376B,483.8 TB
55,180,17,1,1,82.89721070736614,-137.5,596600923,9.948381927775083e-37,9.999999217337463e-37,0.9948382706397727,1005188589722395317402875927125374647,451569437924674379,"BoundsError(""kMGTPE"", 12)",451.6 PB
72,8,14,1,1,82.88610779323525,-137.5,420703760,9.94771849149566e-37,9.985081758589352e-37,0.9962580910204816,3272502565331035453925974500303869,-1001983125501449729079083003076615813,"BoundsError(""kMGTPE"", 11)",-1001983125501449729079083003076615813B
60,98,1,1,1,82.86648214620949,-137.5,347352647,9.947124764547596e-37,9.999365406105187e-37,0.9947756043072798,1005315630064355919990106476472493696,-7540044729643410888039,"BoundsError(""kMGTPE"", 12)",-7540044729643410888039B
49,312,12,1,1,82.8970988275401,-137.5,496977588,9.947116977055472e-37,9.995626249558585e-37,0.9951469501467949,1005316417115281770925922331996168647,-41923837597,"BoundsError(""kMGTPE"", 12)",-41923837597B
48,338,13,1,1,73.9952107352898,-137.5,93988460,9.943860918643906e-37,9.997414666501572e-37,0.9946432403132073,1005645602026757848742293019241928825,-4723656857,"BoundsError(""kMGTPE"", 12)",-4723656857B
44,450,19,1,1,5.1856564798500715,-137.5,26497964,9.942168095039778e-37,9.999789583980077e-37,0.9942377298585752,1005816830333926359181428859494441381,5849161,"BoundsError(""kMGTPE"", 12)",5.8 MB
40,578,21,1,1,5.185666587123587,-137.5,27806277,9.939513826729156e-37,9.99990999561152e-37,0.993960328752072,147,1006085425738649959517205717133250734,147B,"BoundsError(""kMGTPE"", 12)"
41,544,19,1,1,4.102095562332993,-137.5,17239415,9.935104039949483e-37,9.999948220720195e-37,0.9935155483469053,1254,1006531985955010351435769555918627410,1.3 kB,"BoundsError(""kMGTPE"", 12)"
42,512,18,1,1,5.853952001547253,-137.5,53264956,9.930466737123533e-37,9.999842664845328e-37,0.99306229807338,1007002013572688135786692347267379084,19217,"BoundsError(""kMGTPE"", 12)",19.2 kB
57,180,33,0,1,5.185987625894922,-137.5,34637833,9.918464587034859e-37,9.999672531371976e-37,0.9918789396270384,-1008220568037488635803026983861978531,3097778658258947014,-1008220568037488635803026983861978531B,3.1 EB
39,684,37,0,1,5.185666597223154,-137.5,29179608,9.916333123551413e-37,9.999961405323427e-37,0.9916371395466093,-1008437279728922769064636899551161647,1,-1008437279728922769064636899551161647B,1B
57,144,17,1,1,82.8970988272484,-137.5,489722036,9.907515977825407e-37,9.95587259809122e-37,0.9951429048745477,1009334733588276673421935490924909667,99978080099585667502,"BoundsError(""kMGTPE"", 12)",100.0 EB
47,364,18,1,1,82.86648214528742,-137.5,344866613,9.905785190871957e-37,9.997177346004741e-37,0.9908582040740421,1009511089460617470446431885229902892,9978342531,"BoundsError(""kMGTPE"", 12)",10.0 GB
54,200,18,1,1,82.86647383988605,-137.5,298363798,9.9053882700076e-37,9.99994740349624e-37,0.9905440369160762,1009551541788510582542341682803795039,25395292566798077,"BoundsError(""kMGTPE"", 12)",25.4 PB
53,220,19,1,1,4.102074021968075,-137.5,10433162,9.902479001794638e-37,9.999967746174445e-37,0.9902510941180683,3386780734436596,1009848139863531956705809718217409874,3.4 PB,"BoundsError(""kMGTPE"", 12)"
