A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
202,false,"BoundsError(0xca, 0)",error,BoundsError,10.0,202,true,"TypeError(:<:, """", Type, 0xca)",error,TypeError,2
189,false,"BoundsError(0xbd, 0)",error,BoundsError,10.0,189,true,"TypeError(:<:, """", Type, 0xbd)",error,TypeError,2
172,false,"BoundsError(0xac, 0)",error,BoundsError,10.0,172,true,"TypeError(:<:, """", Type, 0xac)",error,TypeError,3
164,false,"BoundsError(0xa4, 0)",error,BoundsError,10.0,164,true,"TypeError(:<:, """", Type, 0xa4)",error,TypeError,2
145,false,"BoundsError(0x91, 0)",error,BoundsError,10.0,145,true,"TypeError(:<:, """", Type, 0x91)",error,TypeError,2
131,false,"BoundsError(0x83, 0)",error,BoundsError,10.0,131,true,"TypeError(:<:, """", Type, 0x83)",error,TypeError,2
127,0,"BoundsError(0x7f, 0)",error,BoundsError,10.0,127,1,"TypeError(:<:, """", Type, 0x7f)",error,TypeError,2
123,false,"BoundsError(0x7b, 0)",error,BoundsError,10.0,123,true,"TypeError(:<:, """", Type, 0x7b)",error,TypeError,2
106,-100000000,"BoundsError(0x6a, -100000000)",error,BoundsError,1.0,106,-99999999,"BoundsError(0x6a, -99999999)",error,BoundsError,2
72,false,"BoundsError(0x48, 0)",error,BoundsError,10.0,72,true,"TypeError(:<:, """", Type, 0x48)",error,TypeError,2
53,false,"BoundsError(53, 0)",error,BoundsError,10.0,53,true,"TypeError(:<:, """", Type, 53)",error,TypeError,2
42,false,"BoundsError(42, 0)",error,BoundsError,10.0,42,true,"TypeError(:<:, """", Type, 42)",error,TypeError,3
40,false,"BoundsError(0x28, 0)",error,BoundsError,10.0,40,true,"TypeError(:<:, """", Type, 0x28)",error,TypeError,2
34,false,"BoundsError(34, 0)",error,BoundsError,10.0,34,true,"TypeError(:<:, """", Type, 34)",error,TypeError,2
19,-1000000000,"BoundsError(19, -1000000000)",error,BoundsError,1.0,19,-999999999,"BoundsError(19, -999999999)",error,BoundsError,2
16,false,"BoundsError(0x10, 0)",error,BoundsError,10.0,16,true,"TypeError(:<:, """", Type, 0x10)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,42
1,false,"BoundsError(0x01, 0)",error,BoundsError,10.0,1,true,"TypeError(:<:, """", Type, 0x01)",error,TypeError,2
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,41
false,-49,"BoundsError(false, -49)",error,BoundsError,1.0,true,-49,"BoundsError(true, -49)",error,BoundsError,2
false,-74,"BoundsError(false, -74)",error,BoundsError,1.0,true,-74,"BoundsError(true, -74)",error,BoundsError,3
false,-82,"BoundsError(false, -82)",error,BoundsError,1.0,true,-82,"BoundsError(true, -82)",error,BoundsError,2
false,-94,"BoundsError(false, -94)",error,BoundsError,1.0,true,-94,"BoundsError(true, -94)",error,BoundsError,2
false,-114,"BoundsError(false, -114)",error,BoundsError,1.0,true,-114,"BoundsError(true, -114)",error,BoundsError,2
false,-125,"BoundsError(false, -125)",error,BoundsError,1.0,true,-125,"BoundsError(true, -125)",error,BoundsError,2
-65,false,"BoundsError(-65, 0)",error,BoundsError,10.0,-65,true,"TypeError(:<:, """", Type, -65)",error,TypeError,2
-69,false,"BoundsError(-69, 0)",error,BoundsError,10.0,-69,true,"TypeError(:<:, """", Type, -69)",error,TypeError,2
-91,false,"BoundsError(-91, 0)",error,BoundsError,10.0,-91,true,"TypeError(:<:, """", Type, -91)",error,TypeError,2
4,false,"BoundsError(4, 0)",error,BoundsError,10.0,4,true,"TypeError(:<:, """", Type, 4)",error,TypeError,1
310597410510887253065706412110948667076,-10000,"BoundsError(0xe9aae2a6a383ea16c2d547c885a50ec4, -10000)",error,BoundsError,1.0,310597410510887253065706412110948667076,-9999,"BoundsError(0xe9aae2a6a383ea16c2d547c885a50ec4, -9999)",error,BoundsError,1
12579,false,"BoundsError(0x3123, 0)",error,BoundsError,10.0,12579,true,"TypeError(:<:, """", Type, 0x3123)",error,TypeError,1
486121353,false,"BoundsError(0x1cf99f89, 0)",error,BoundsError,10.0,486121353,true,"TypeError(:<:, """", Type, 0x1cf99f89)",error,TypeError,1
-5132022357665809111,false,"BoundsError(-5132022357665809111, 0)",error,BoundsError,10.0,-5132022357665809111,true,"TypeError(:<:, """", Type, -5132022357665809111)",error,TypeError,1
-1000000000,-67871738456076771347478848498847383961,"BoundsError(-1000000000, -67871738456076771347478848498847383961)",error,BoundsError,1.0,-999999999,-67871738456076771347478848498847383961,"BoundsError(-999999999, -67871738456076771347478848498847383961)",error,BoundsError,1
27077,false,"BoundsError(0x69c5, 0)",error,BoundsError,10.0,27077,true,"TypeError(:<:, """", Type, 0x69c5)",error,TypeError,1
7858288446642905615,false,"BoundsError(0x6d0e3fb50cb4e20f, 0)",error,BoundsError,10.0,7858288446642905615,true,"TypeError(:<:, """", Type, 0x6d0e3fb50cb4e20f)",error,TypeError,1
-3824689162274627318,false,"BoundsError(-3824689162274627318, 0)",error,BoundsError,10.0,-3824689162274627318,true,"TypeError(:<:, """", Type, -3824689162274627318)",error,TypeError,1
9999,-15607,"BoundsError(9999, -15607)",error,BoundsError,1.0,10000,-15607,"BoundsError(10000, -15607)",error,BoundsError,1
false,-7693,"BoundsError(false, -7693)",error,BoundsError,1.0,true,-7693,"BoundsError(true, -7693)",error,BoundsError,1
-4822435418642560495,-1000000000,"BoundsError(-4822435418642560495, -1000000000)",error,BoundsError,1.0,-4822435418642560495,-999999999,"BoundsError(-4822435418642560495, -999999999)",error,BoundsError,1
false,-21944,"BoundsError(false, -21944)",error,BoundsError,1.0,true,-21944,"BoundsError(true, -21944)",error,BoundsError,1
false,-1607510535538065515,"BoundsError(false, -1607510535538065515)",error,BoundsError,1.0,true,-1607510535538065515,"BoundsError(true, -1607510535538065515)",error,BoundsError,1
-7309,-10,"BoundsError(-7309, -10)",error,BoundsError,1.0,-7309,-9,"BoundsError(-7309, -9)",error,BoundsError,1
3490753131,false,"BoundsError(0xd010aa6b, 0)",error,BoundsError,10.0,3490753131,true,"TypeError(:<:, """", Type, 0xd010aa6b)",error,TypeError,1
-10000,-17190,"BoundsError(-10000, -17190)",error,BoundsError,1.0,-9999,-17190,"BoundsError(-9999, -17190)",error,BoundsError,1
7569479848771118907,-10,"BoundsError(7569479848771118907, -10)",error,BoundsError,1.0,7569479848771118907,-9,"BoundsError(7569479848771118907, -9)",error,BoundsError,1
-8649845298252274397,false,"BoundsError(-8649845298252274397, 0)",error,BoundsError,10.0,-8649845298252274397,true,"TypeError(:<:, """", Type, -8649845298252274397)",error,TypeError,1
99799281772475490162000847651508397412,false,"BoundsError(99799281772475490162000847651508397412, 0)",error,BoundsError,10.0,99799281772475490162000847651508397412,true,"TypeError(:<:, """", Type, 99799281772475490162000847651508397412)",error,TypeError,1
false,-90,"BoundsError(false, -90)",error,BoundsError,1.0,true,-90,"BoundsError(true, -90)",error,BoundsError,1
93146242221724584340137114980240802338,false,"BoundsError(93146242221724584340137114980240802338, 0)",error,BoundsError,10.0,93146242221724584340137114980240802338,true,"TypeError(:<:, """", Type, 93146242221724584340137114980240802338)",error,TypeError,1
-5574255042332514312,false,"BoundsError(-5574255042332514312, 0)",error,BoundsError,10.0,-5574255042332514312,true,"TypeError(:<:, """", Type, -5574255042332514312)",error,TypeError,1
9325,-10,"BoundsError(9325, -10)",error,BoundsError,1.0,9325,-9,"BoundsError(9325, -9)",error,BoundsError,1
-8700985038102845285,false,"BoundsError(-8700985038102845285, 0)",error,BoundsError,10.0,-8700985038102845285,true,"TypeError(:<:, """", Type, -8700985038102845285)",error,TypeError,1
-398178474240380096,-1000000000,"BoundsError(-398178474240380096, -1000000000)",error,BoundsError,1.0,-398178474240380096,-999999999,"BoundsError(-398178474240380096, -999999999)",error,BoundsError,1
14765,false,"BoundsError(14765, 0)",error,BoundsError,10.0,14765,true,"TypeError(:<:, """", Type, 14765)",error,TypeError,1
1202178835122509731,-1000,"BoundsError(1202178835122509731, -1000)",error,BoundsError,1.0,1202178835122509731,-999,"BoundsError(1202178835122509731, -999)",error,BoundsError,1
-1806246031,-100000000,"BoundsError(-1806246031, -100000000)",error,BoundsError,1.0,-1806246031,-99999999,"BoundsError(-1806246031, -99999999)",error,BoundsError,1
false,-7437908811327939525,"BoundsError(false, -7437908811327939525)",error,BoundsError,1.0,true,-7437908811327939525,"BoundsError(true, -7437908811327939525)",error,BoundsError,1
-100,-18572506597845346067794983561970002315,"BoundsError(-100, -18572506597845346067794983561970002315)",error,BoundsError,1.0,-99,-18572506597845346067794983561970002315,"BoundsError(-99, -18572506597845346067794983561970002315)",error,BoundsError,1
63717,false,"BoundsError(0xf8e5, 0)",error,BoundsError,10.0,63717,true,"TypeError(:<:, """", Type, 0xf8e5)",error,TypeError,1
