A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
162,1,"TypeError(:<:, """", Type, 0xa2)",error,TypeError,27.0,162,2,162,valid,UInt8,2
113,1,"TypeError(:<:, """", Type, 113)",error,TypeError,26.0,113,2,113,valid,Int64,2
59,1,"TypeError(:<:, """", Type, 59)",error,TypeError,26.0,59,2,59,valid,Int64,2
53,1,"TypeError(:<:, """", Type, 53)",error,TypeError,26.0,53,2,53,valid,Int64,2
-19,1,"TypeError(:<:, """", Type, -19)",error,TypeError,26.0,-19,2,-19,valid,Int64,2
338399149539096917929040582175779891498,1,"TypeError(:<:, """", Type, 0xfe954e36e725cd252340df651896a92a)",error,TypeError,21.0,338399149539096917929040582175779891498,2,338399149539096917929040582175779891498,valid,UInt128,1
337176171444984654130323942299654477207,1,"TypeError(:<:, """", Type, 0xfda9c4bd336315aba5ed97f5d828d597)",error,TypeError,21.0,337176171444984654130323942299654477207,2,337176171444984654130323942299654477207,valid,UInt128,1
302385269508170467453034260680010661892,1,"TypeError(:<:, """", Type, 0xe37d48d6e01ccf0c2df5207d09a08004)",error,TypeError,21.0,302385269508170467453034260680010661892,2,302385269508170467453034260680010661892,valid,UInt128,1
281988332660500867014067881291646163406,1,"TypeError(:<:, """", Type, 0xd424fa35d4480c1f7a9708b886ced9ce)",error,TypeError,21.0,281988332660500867014067881291646163406,2,281988332660500867014067881291646163406,valid,UInt128,1
277608585942017176394427818479366457490,1,"TypeError(:<:, """", Type, 0xd0d978067419986513a30f6e39e44892)",error,TypeError,21.0,277608585942017176394427818479366457490,2,277608585942017176394427818479366457490,valid,UInt128,1
268572191282313741577835504462198580608,1,"TypeError(:<:, """", Type, 0xca0d1f5eea1d333423cd5a0a8c1da580)",error,TypeError,21.0,268572191282313741577835504462198580608,2,268572191282313741577835504462198580608,valid,UInt128,1
262491486762410423256879464677948954656,1,"TypeError(:<:, """", Type, 0xc57a057dc3659bee25354d3332069820)",error,TypeError,21.0,262491486762410423256879464677948954656,2,262491486762410423256879464677948954656,valid,UInt128,1
259164343306855281347627202850410339294,1,"TypeError(:<:, """", Type, 0xc2f93ca76493b5a8f19e644665fe1bde)",error,TypeError,21.0,259164343306855281347627202850410339294,2,259164343306855281347627202850410339294,valid,UInt128,1
256752415524411850764993326497813062216,1,"TypeError(:<:, """", Type, 0xc128b76eda307cae0efee69eb0d16248)",error,TypeError,21.0,256752415524411850764993326497813062216,2,256752415524411850764993326497813062216,valid,UInt128,1
243541393409862136242192942278480857998,1,"TypeError(:<:, """", Type, 0xb7385dc10683a8c2f598054e6a898b8e)",error,TypeError,21.0,243541393409862136242192942278480857998,2,243541393409862136242192942278480857998,valid,UInt128,1
241769627512533245376349910079456531139,1,"TypeError(:<:, """", Type, 0xb5e322f36e8695213ee1d7fde455d2c3)",error,TypeError,21.0,241769627512533245376349910079456531139,2,241769627512533245376349910079456531139,valid,UInt128,1
236870867613046560767010246481623699389,1,"TypeError(:<:, """", Type, 0xb233ab70bb3efa7db3d397d5a1fccfbd)",error,TypeError,21.0,236870867613046560767010246481623699389,2,236870867613046560767010246481623699389,valid,UInt128,1
216963950571088067599204016400858360574,1,"TypeError(:<:, """", Type, 0xa339bca72a557245d19fd1ec2c602afe)",error,TypeError,21.0,216963950571088067599204016400858360574,2,216963950571088067599204016400858360574,valid,UInt128,1
207518334356110742658131834177157748053,1,"TypeError(:<:, """", Type, 0x9c1e93d1711fb12682b8425d23865555)",error,TypeError,21.0,207518334356110742658131834177157748053,2,207518334356110742658131834177157748053,valid,UInt128,1
198768224777906796828414564124882885378,1,"TypeError(:<:, """", Type, 0x95895e1ba3bad664383cdf619b33db02)",error,TypeError,21.0,198768224777906796828414564124882885378,2,198768224777906796828414564124882885378,valid,UInt128,1
