A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
14129,false,"BoundsError(0x3731, 0)",error,BoundsError,10.0,14129,true,"TypeError(:<:, """", Type, 0x3731)",error,TypeError,2
9999,-7,"BoundsError(9999, -7)",error,BoundsError,1.0,10000,-7,"BoundsError(10000, -7)",error,BoundsError,2
192,false,"BoundsError(0xc0, 0)",error,BoundsError,10.0,192,true,"TypeError(:<:, """", Type, 0xc0)",error,TypeError,2
178,false,"BoundsError(0xb2, 0)",error,BoundsError,10.0,178,true,"TypeError(:<:, """", Type, 0xb2)",error,TypeError,2
153,false,"BoundsError(0x99, 0)",error,BoundsError,10.0,153,true,"TypeError(:<:, """", Type, 0x99)",error,TypeError,3
137,false,"BoundsError(0x89, 0)",error,BoundsError,10.0,137,true,"TypeError(:<:, """", Type, 0x89)",error,TypeError,2
125,false,"BoundsError(0x7d, 0)",error,BoundsError,10.0,125,true,"TypeError(:<:, """", Type, 0x7d)",error,TypeError,2
122,false,"BoundsError(122, 0)",error,BoundsError,10.0,122,true,"TypeError(:<:, """", Type, 122)",error,TypeError,2
121,false,"BoundsError(121, 0)",error,BoundsError,10.0,121,true,"TypeError(:<:, """", Type, 121)",error,TypeError,3
102,false,"BoundsError(102, 0)",error,BoundsError,10.0,102,true,"TypeError(:<:, """", Type, 102)",error,TypeError,2
80,false,"BoundsError(0x50, 0)",error,BoundsError,10.0,80,true,"TypeError(:<:, """", Type, 0x50)",error,TypeError,2
78,false,"BoundsError(0x4e, 0)",error,BoundsError,10.0,78,true,"TypeError(:<:, """", Type, 0x4e)",error,TypeError,2
70,false,"BoundsError(0x46, 0)",error,BoundsError,10.0,70,true,"TypeError(:<:, """", Type, 0x46)",error,TypeError,2
60,false,"BoundsError(60, 0)",error,BoundsError,10.0,60,true,"TypeError(:<:, """", Type, 60)",error,TypeError,2
57,false,"BoundsError(57, 0)",error,BoundsError,10.0,57,true,"TypeError(:<:, """", Type, 57)",error,TypeError,2
54,false,"BoundsError(0x36, 0)",error,BoundsError,10.0,54,true,"TypeError(:<:, """", Type, 0x36)",error,TypeError,2
6,false,"BoundsError(6, 0)",error,BoundsError,10.0,6,true,"TypeError(:<:, """", Type, 6)",error,TypeError,2
2,false,"BoundsError(0x02, 0)",error,BoundsError,10.0,2,true,"TypeError(:<:, """", Type, 0x02)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,41
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,35
false,-29,"BoundsError(false, -29)",error,BoundsError,1.0,true,-29,"BoundsError(true, -29)",error,BoundsError,2
false,-91,"BoundsError(false, -91)",error,BoundsError,1.0,true,-91,"BoundsError(true, -91)",error,BoundsError,2
false,-113,"BoundsError(false, -113)",error,BoundsError,1.0,true,-113,"BoundsError(true, -113)",error,BoundsError,2
-8,false,"BoundsError(-8, 0)",error,BoundsError,10.0,-8,true,"TypeError(:<:, """", Type, -8)",error,TypeError,2
-74,false,"BoundsError(-74, 0)",error,BoundsError,10.0,-74,true,"TypeError(:<:, """", Type, -74)",error,TypeError,2
-83,false,"BoundsError(-83, 0)",error,BoundsError,10.0,-83,true,"TypeError(:<:, """", Type, -83)",error,TypeError,2
-100,false,"BoundsError(-100, 0)",error,BoundsError,10.0,-100,true,"TypeError(:<:, """", Type, -100)",error,TypeError,2
-115,false,"BoundsError(-115, 0)",error,BoundsError,10.0,-115,true,"TypeError(:<:, """", Type, -115)",error,TypeError,2
-117,false,"BoundsError(-117, 0)",error,BoundsError,10.0,-117,true,"TypeError(:<:, """", Type, -117)",error,TypeError,2
-123,false,"BoundsError(-123, 0)",error,BoundsError,10.0,-123,true,"TypeError(:<:, """", Type, -123)",error,TypeError,3
-5327207362998652119,false,"BoundsError(-5327207362998652119, 0)",error,BoundsError,10.0,-5327207362998652119,true,"TypeError(:<:, """", Type, -5327207362998652119)",error,TypeError,1
36089,false,"BoundsError(0x8cf9, 0)",error,BoundsError,10.0,36089,true,"TypeError(:<:, """", Type, 0x8cf9)",error,TypeError,1
false,-7631800004858968352,"BoundsError(false, -7631800004858968352)",error,BoundsError,1.0,true,-7631800004858968352,"BoundsError(true, -7631800004858968352)",error,BoundsError,1
-10000,-70238994320355695888741271917152295028,"BoundsError(-10000, -70238994320355695888741271917152295028)",error,BoundsError,1.0,-9999,-70238994320355695888741271917152295028,"BoundsError(-9999, -70238994320355695888741271917152295028)",error,BoundsError,1
false,-46573701630553784982236190070379215308,"BoundsError(false, -46573701630553784982236190070379215308)",error,BoundsError,1.0,true,-46573701630553784982236190070379215308,"BoundsError(true, -46573701630553784982236190070379215308)",error,BoundsError,1
259405868903449830564833758174535108246,false,"BoundsError(0xc327c0c9014e0637948d6bd9b9ce4696, 0)",error,BoundsError,10.0,259405868903449830564833758174535108246,true,"TypeError(:<:, """", Type, 0xc327c0c9014e0637948d6bd9b9ce4696)",error,TypeError,1
2065051070897011976,-1,"BoundsError(2065051070897011976, -1)",error,BoundsError,1.0,2065051070897011976,0,"BoundsError(2065051070897011976, 0)",error,BoundsError,1
160957885739052552559779096975846659297,false,"BoundsError(160957885739052552559779096975846659297, 0)",error,BoundsError,10.0,160957885739052552559779096975846659297,true,"TypeError(:<:, """", Type, 160957885739052552559779096975846659297)",error,TypeError,1
15987,-100,"BoundsError(0x3e73, -100)",error,BoundsError,1.0,15987,-99,"BoundsError(0x3e73, -99)",error,BoundsError,1
-1000,-85961329830596483770875517626539430339,"BoundsError(-1000, -85961329830596483770875517626539430339)",error,BoundsError,1.0,-999,-85961329830596483770875517626539430339,"BoundsError(-999, -85961329830596483770875517626539430339)",error,BoundsError,1
false,-121897579387946164999795462902370543761,"BoundsError(false, -121897579387946164999795462902370543761)",error,BoundsError,1.0,true,-121897579387946164999795462902370543761,"BoundsError(true, -121897579387946164999795462902370543761)",error,BoundsError,1
false,-155268175325030388483272742949107185001,"BoundsError(false, -155268175325030388483272742949107185001)",error,BoundsError,1.0,true,-155268175325030388483272742949107185001,"BoundsError(true, -155268175325030388483272742949107185001)",error,BoundsError,1
-100,-2070478701,"BoundsError(-100, -2070478701)",error,BoundsError,1.0,-99,-2070478701,"BoundsError(-99, -2070478701)",error,BoundsError,1
-1428564428,false,"BoundsError(-1428564428, 0)",error,BoundsError,10.0,-1428564428,true,"TypeError(:<:, """", Type, -1428564428)",error,TypeError,1
1732856935,false,"BoundsError(1732856935, 0)",error,BoundsError,10.0,1732856935,true,"TypeError(:<:, """", Type, 1732856935)",error,TypeError,1
30811,false,"BoundsError(0x785b, 0)",error,BoundsError,10.0,30811,true,"TypeError(:<:, """", Type, 0x785b)",error,TypeError,1
21869,false,"BoundsError(21869, 0)",error,BoundsError,10.0,21869,true,"TypeError(:<:, """", Type, 21869)",error,TypeError,1
40,-10000,"BoundsError(40, -10000)",error,BoundsError,1.0,40,-9999,"BoundsError(40, -9999)",error,BoundsError,1
3440349202,false,"BoundsError(0xcd0f9012, 0)",error,BoundsError,10.0,3440349202,true,"TypeError(:<:, """", Type, 0xcd0f9012)",error,TypeError,1
