A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
9999,-65,"BoundsError(9999, -65)",error,BoundsError,1.0,10000,-65,"BoundsError(10000, -65)",error,BoundsError,2
247,false,"BoundsError(0xf7, 0)",error,BoundsError,10.0,247,true,"TypeError(:<:, """", Type, 0xf7)",error,TypeError,2
226,false,"BoundsError(0xe2, 0)",error,BoundsError,10.0,226,true,"TypeError(:<:, """", Type, 0xe2)",error,TypeError,2
218,false,"BoundsError(0xda, 0)",error,BoundsError,10.0,218,true,"TypeError(:<:, """", Type, 0xda)",error,TypeError,2
199,false,"BoundsError(0xc7, 0)",error,BoundsError,10.0,199,true,"TypeError(:<:, """", Type, 0xc7)",error,TypeError,2
188,false,"BoundsError(0xbc, 0)",error,BoundsError,10.0,188,true,"TypeError(:<:, """", Type, 0xbc)",error,TypeError,2
155,false,"BoundsError(0x9b, 0)",error,BoundsError,10.0,155,true,"TypeError(:<:, """", Type, 0x9b)",error,TypeError,2
140,false,"BoundsError(0x8c, 0)",error,BoundsError,10.0,140,true,"TypeError(:<:, """", Type, 0x8c)",error,TypeError,2
112,false,"BoundsError(0x70, 0)",error,BoundsError,10.0,112,true,"TypeError(:<:, """", Type, 0x70)",error,TypeError,2
107,false,"BoundsError(107, 0)",error,BoundsError,10.0,107,true,"TypeError(:<:, """", Type, 107)",error,TypeError,3
107,-100,"BoundsError(107, -100)",error,BoundsError,1.0,107,-99,"BoundsError(107, -99)",error,BoundsError,2
80,false,"BoundsError(80, 0)",error,BoundsError,10.0,80,true,"TypeError(:<:, """", Type, 80)",error,TypeError,2
76,false,"BoundsError(76, 0)",error,BoundsError,10.0,76,true,"TypeError(:<:, """", Type, 76)",error,TypeError,2
55,false,"BoundsError(0x37, 0)",error,BoundsError,10.0,55,true,"TypeError(:<:, """", Type, 0x37)",error,TypeError,2
43,false,"BoundsError(43, 0)",error,BoundsError,10.0,43,true,"TypeError(:<:, """", Type, 43)",error,TypeError,2
32,false,"BoundsError(0x20, 0)",error,BoundsError,10.0,32,true,"TypeError(:<:, """", Type, 0x20)",error,TypeError,2
30,false,"BoundsError(30, 0)",error,BoundsError,10.0,30,true,"TypeError(:<:, """", Type, 30)",error,TypeError,2
20,false,"BoundsError(0x14, 0)",error,BoundsError,10.0,20,true,"TypeError(:<:, """", Type, 0x14)",error,TypeError,2
7,false,"BoundsError(0x07, 0)",error,BoundsError,10.0,7,true,"TypeError(:<:, """", Type, 0x07)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,51
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,52
false,-104,"BoundsError(false, -104)",error,BoundsError,1.0,true,-104,"BoundsError(true, -104)",error,BoundsError,2
-9,false,"BoundsError(-9, 0)",error,BoundsError,10.0,-9,true,"TypeError(:<:, """", Type, -9)",error,TypeError,2
-14,-10,"BoundsError(-14, -10)",error,BoundsError,1.0,-14,-9,"BoundsError(-14, -9)",error,BoundsError,2
-94,false,"BoundsError(-94, 0)",error,BoundsError,10.0,-94,true,"TypeError(:<:, """", Type, -94)",error,TypeError,3
-96,false,"BoundsError(-96, 0)",error,BoundsError,10.0,-96,true,"TypeError(:<:, """", Type, -96)",error,TypeError,2
-103,false,"BoundsError(-103, 0)",error,BoundsError,10.0,-103,true,"TypeError(:<:, """", Type, -103)",error,TypeError,2
16626,false,"BoundsError(16626, 0)",error,BoundsError,10.0,16626,true,"TypeError(:<:, """", Type, 16626)",error,TypeError,1
16881689308739994840,-1000000000,"BoundsError(0xea47cefbb7f504d8, -1000000000)",error,BoundsError,1.0,16881689308739994840,-999999999,"BoundsError(0xea47cefbb7f504d8, -999999999)",error,BoundsError,1
1169851192,false,"BoundsError(1169851192, 0)",error,BoundsError,10.0,1169851192,true,"TypeError(:<:, """", Type, 1169851192)",error,TypeError,1
94,false,"BoundsError(0x5e, 0)",error,BoundsError,10.0,94,true,"TypeError(:<:, """", Type, 0x5e)",error,TypeError,1
176189072853453060887703717737065914362,false,"BoundsError(0x848cc7f8050552906cee4519c1f09ffa, 0)",error,BoundsError,10.0,176189072853453060887703717737065914362,true,"TypeError(:<:, """", Type, 0x848cc7f8050552906cee4519c1f09ffa)",error,TypeError,1
205,false,"BoundsError(0xcd, 0)",error,BoundsError,10.0,205,true,"TypeError(:<:, """", Type, 0xcd)",error,TypeError,1
2292926903,-1000000000,"BoundsError(0x88ab49b7, -1000000000)",error,BoundsError,1.0,2292926903,-999999999,"BoundsError(0x88ab49b7, -999999999)",error,BoundsError,1
-100,-163839486885142920,"BoundsError(-100, -163839486885142920)",error,BoundsError,1.0,-99,-163839486885142920,"BoundsError(-99, -163839486885142920)",error,BoundsError,1
-4155125915338384912,false,"BoundsError(-4155125915338384912, 0)",error,BoundsError,10.0,-4155125915338384912,true,"TypeError(:<:, """", Type, -4155125915338384912)",error,TypeError,1
-22856,false,"BoundsError(-22856, 0)",error,BoundsError,10.0,-22856,true,"TypeError(:<:, """", Type, -22856)",error,TypeError,1
18,false,"BoundsError(0x12, 0)",error,BoundsError,10.0,18,true,"TypeError(:<:, """", Type, 0x12)",error,TypeError,1
677236090,-10000,"BoundsError(0x285dcd7a, -10000)",error,BoundsError,1.0,677236090,-9999,"BoundsError(0x285dcd7a, -9999)",error,BoundsError,1
27298,-10000,"BoundsError(27298, -10000)",error,BoundsError,1.0,27298,-9999,"BoundsError(27298, -9999)",error,BoundsError,1
12255075597367555904,false,"BoundsError(0xaa12c6535ca6b740, 0)",error,BoundsError,10.0,12255075597367555904,true,"TypeError(:<:, """", Type, 0xaa12c6535ca6b740)",error,TypeError,1
