A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
223,false,"BoundsError(0xdf, 0)",error,BoundsError,10.0,223,true,"TypeError(:<:, """", Type, 0xdf)",error,TypeError,2
222,false,"BoundsError(0xde, 0)",error,BoundsError,10.0,222,true,"TypeError(:<:, """", Type, 0xde)",error,TypeError,2
211,false,"BoundsError(0xd3, 0)",error,BoundsError,10.0,211,true,"TypeError(:<:, """", Type, 0xd3)",error,TypeError,2
204,false,"BoundsError(0xcc, 0)",error,BoundsError,10.0,204,true,"TypeError(:<:, """", Type, 0xcc)",error,TypeError,2
197,-10,"BoundsError(0xc5, -10)",error,BoundsError,1.0,197,-9,"BoundsError(0xc5, -9)",error,BoundsError,2
107,false,"BoundsError(107, 0)",error,BoundsError,10.0,107,true,"TypeError(:<:, """", Type, 107)",error,TypeError,2
100,false,"BoundsError(100, 0)",error,BoundsError,10.0,100,true,"TypeError(:<:, """", Type, 100)",error,TypeError,2
88,false,"BoundsError(88, 0)",error,BoundsError,10.0,88,true,"TypeError(:<:, """", Type, 88)",error,TypeError,2
87,false,"BoundsError(0x57, 0)",error,BoundsError,10.0,87,true,"TypeError(:<:, """", Type, 0x57)",error,TypeError,3
86,false,"BoundsError(0x56, 0)",error,BoundsError,10.0,86,true,"TypeError(:<:, """", Type, 0x56)",error,TypeError,2
85,false,"BoundsError(0x55, 0)",error,BoundsError,10.0,85,true,"TypeError(:<:, """", Type, 0x55)",error,TypeError,2
78,false,"BoundsError(78, 0)",error,BoundsError,10.0,78,true,"TypeError(:<:, """", Type, 78)",error,TypeError,3
69,false,"BoundsError(69, 0)",error,BoundsError,10.0,69,true,"TypeError(:<:, """", Type, 69)",error,TypeError,2
62,false,"BoundsError(62, 0)",error,BoundsError,10.0,62,true,"TypeError(:<:, """", Type, 62)",error,TypeError,2
60,false,"BoundsError(0x3c, 0)",error,BoundsError,10.0,60,true,"TypeError(:<:, """", Type, 0x3c)",error,TypeError,2
42,false,"BoundsError(42, 0)",error,BoundsError,10.0,42,true,"TypeError(:<:, """", Type, 42)",error,TypeError,2
3,false,"BoundsError(0x03, 0)",error,BoundsError,10.0,3,true,"TypeError(:<:, """", Type, 0x03)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,43
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,33
false,-9,"BoundsError(false, -9)",error,BoundsError,1.0,true,-9,"BoundsError(true, -9)",error,BoundsError,2
false,-45,"BoundsError(false, -45)",error,BoundsError,1.0,true,-45,"BoundsError(true, -45)",error,BoundsError,2
false,-53,"BoundsError(false, -53)",error,BoundsError,1.0,true,-53,"BoundsError(true, -53)",error,BoundsError,2
false,-56,"BoundsError(false, -56)",error,BoundsError,1.0,true,-56,"BoundsError(true, -56)",error,BoundsError,2
false,-57,"BoundsError(false, -57)",error,BoundsError,1.0,true,-57,"BoundsError(true, -57)",error,BoundsError,2
false,-62,"BoundsError(false, -62)",error,BoundsError,1.0,true,-62,"BoundsError(true, -62)",error,BoundsError,2
false,-71,"BoundsError(false, -71)",error,BoundsError,1.0,true,-71,"BoundsError(true, -71)",error,BoundsError,2
-49,false,"BoundsError(-49, 0)",error,BoundsError,10.0,-49,true,"TypeError(:<:, """", Type, -49)",error,TypeError,3
