A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
222,false,"BoundsError(0xde, 0)",error,BoundsError,10.0,222,true,"TypeError(:<:, """", Type, 0xde)",error,TypeError,2
192,false,"BoundsError(0xc0, 0)",error,BoundsError,10.0,192,true,"TypeError(:<:, """", Type, 0xc0)",error,TypeError,2
182,false,"BoundsError(0xb6, 0)",error,BoundsError,10.0,182,true,"TypeError(:<:, """", Type, 0xb6)",error,TypeError,2
155,false,"BoundsError(0x9b, 0)",error,BoundsError,10.0,155,true,"TypeError(:<:, """", Type, 0x9b)",error,TypeError,2
123,false,"BoundsError(123, 0)",error,BoundsError,10.0,123,true,"TypeError(:<:, """", Type, 123)",error,TypeError,2
106,-10000,"BoundsError(0x6a, -10000)",error,BoundsError,1.0,106,-9999,"BoundsError(0x6a, -9999)",error,BoundsError,2
96,-1000000000,"BoundsError(0x60, -1000000000)",error,BoundsError,1.0,96,-999999999,"BoundsError(0x60, -999999999)",error,BoundsError,2
88,false,"BoundsError(0x58, 0)",error,BoundsError,10.0,88,true,"TypeError(:<:, """", Type, 0x58)",error,TypeError,2
78,false,"BoundsError(0x4e, 0)",error,BoundsError,10.0,78,true,"TypeError(:<:, """", Type, 0x4e)",error,TypeError,2
59,false,"BoundsError(59, 0)",error,BoundsError,10.0,59,true,"TypeError(:<:, """", Type, 59)",error,TypeError,2
43,false,"BoundsError(43, 0)",error,BoundsError,10.0,43,true,"TypeError(:<:, """", Type, 43)",error,TypeError,2
19,false,"BoundsError(0x13, 0)",error,BoundsError,10.0,19,true,"TypeError(:<:, """", Type, 0x13)",error,TypeError,2
10,false,"BoundsError(10, 0)",error,BoundsError,10.0,10,true,"TypeError(:<:, """", Type, 10)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,44
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,47
false,-51,"BoundsError(false, -51)",error,BoundsError,1.0,true,-51,"BoundsError(true, -51)",error,BoundsError,2
false,-71,"BoundsError(false, -71)",error,BoundsError,1.0,true,-71,"BoundsError(true, -71)",error,BoundsError,2
-39,0,"BoundsError(-39, 0)",error,BoundsError,10.0,-39,1,"TypeError(:<:, """", Type, -39)",error,TypeError,2
-78,false,"BoundsError(-78, 0)",error,BoundsError,10.0,-78,true,"TypeError(:<:, """", Type, -78)",error,TypeError,2
-111,false,"BoundsError(-111, 0)",error,BoundsError,10.0,-111,true,"TypeError(:<:, """", Type, -111)",error,TypeError,2
-112,false,"BoundsError(-112, 0)",error,BoundsError,10.0,-112,true,"TypeError(:<:, """", Type, -112)",error,TypeError,2
-119,false,"BoundsError(-119, 0)",error,BoundsError,10.0,-119,true,"TypeError(:<:, """", Type, -119)",error,TypeError,2
