A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
250,-10000,"BoundsError(0xfa, -10000)",error,BoundsError,1.0,250,-9999,"BoundsError(0xfa, -9999)",error,BoundsError,2
239,false,"BoundsError(0xef, 0)",error,BoundsError,10.0,239,true,"TypeError(:<:, """", Type, 0xef)",error,TypeError,2
227,false,"BoundsError(0xe3, 0)",error,BoundsError,10.0,227,true,"TypeError(:<:, """", Type, 0xe3)",error,TypeError,2
198,false,"BoundsError(0xc6, 0)",error,BoundsError,10.0,198,true,"TypeError(:<:, """", Type, 0xc6)",error,TypeError,2
168,false,"BoundsError(0xa8, 0)",error,BoundsError,10.0,168,true,"TypeError(:<:, """", Type, 0xa8)",error,TypeError,2
162,false,"BoundsError(0xa2, 0)",error,BoundsError,10.0,162,true,"TypeError(:<:, """", Type, 0xa2)",error,TypeError,2
122,false,"BoundsError(122, 0)",error,BoundsError,10.0,122,true,"TypeError(:<:, """", Type, 122)",error,TypeError,2
122,false,"BoundsError(0x7a, 0)",error,BoundsError,10.0,122,true,"TypeError(:<:, """", Type, 0x7a)",error,TypeError,2
121,-10000,"BoundsError(121, -10000)",error,BoundsError,1.0,121,-9999,"BoundsError(121, -9999)",error,BoundsError,2
81,false,"BoundsError(81, 0)",error,BoundsError,10.0,81,true,"TypeError(:<:, """", Type, 81)",error,TypeError,3
78,0,"BoundsError(0x4e, 0)",error,BoundsError,10.0,78,1,"TypeError(:<:, """", Type, 0x4e)",error,TypeError,2
75,false,"BoundsError(75, 0)",error,BoundsError,10.0,75,true,"TypeError(:<:, """", Type, 75)",error,TypeError,2
62,false,"BoundsError(62, 0)",error,BoundsError,10.0,62,true,"TypeError(:<:, """", Type, 62)",error,TypeError,2
11,false,"BoundsError(0x0b, 0)",error,BoundsError,10.0,11,true,"TypeError(:<:, """", Type, 0x0b)",error,TypeError,2
6,false,"BoundsError(0x06, 0)",error,BoundsError,10.0,6,true,"TypeError(:<:, """", Type, 0x06)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,48
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,41
false,-6,"BoundsError(false, -6)",error,BoundsError,1.0,true,-6,"BoundsError(true, -6)",error,BoundsError,2
false,-97,"BoundsError(false, -97)",error,BoundsError,1.0,true,-97,"BoundsError(true, -97)",error,BoundsError,2
false,-102,"BoundsError(false, -102)",error,BoundsError,1.0,true,-102,"BoundsError(true, -102)",error,BoundsError,3
false,-108,"BoundsError(false, -108)",error,BoundsError,1.0,true,-108,"BoundsError(true, -108)",error,BoundsError,4
false,-120,"BoundsError(false, -120)",error,BoundsError,1.0,true,-120,"BoundsError(true, -120)",error,BoundsError,2
false,-124,"BoundsError(false, -124)",error,BoundsError,1.0,true,-124,"BoundsError(true, -124)",error,BoundsError,2
-33,false,"BoundsError(-33, 0)",error,BoundsError,10.0,-33,true,"TypeError(:<:, """", Type, -33)",error,TypeError,2
-33,-10,"BoundsError(-33, -10)",error,BoundsError,1.0,-33,-9,"BoundsError(-33, -9)",error,BoundsError,2
-70,false,"BoundsError(-70, 0)",error,BoundsError,10.0,-70,true,"TypeError(:<:, """", Type, -70)",error,TypeError,2
-106,false,"BoundsError(-106, 0)",error,BoundsError,10.0,-106,true,"TypeError(:<:, """", Type, -106)",error,TypeError,3
false,-7926201915712172680,"BoundsError(false, -7926201915712172680)",error,BoundsError,1.0,true,-7926201915712172680,"BoundsError(true, -7926201915712172680)",error,BoundsError,1
8375615186103713857,-1000000000,"BoundsError(8375615186103713857, -1000000000)",error,BoundsError,1.0,8375615186103713857,-999999999,"BoundsError(8375615186103713857, -999999999)",error,BoundsError,1
51575917222241050382058773343659779617,false,"BoundsError(0x26cd290bf5ed9a058f37e307b2926621, 0)",error,BoundsError,10.0,51575917222241050382058773343659779617,true,"TypeError(:<:, """", Type, 0x26cd290bf5ed9a058f37e307b2926621)",error,TypeError,1
92092489,-100,"BoundsError(92092489, -100)",error,BoundsError,1.0,92092489,-99,"BoundsError(92092489, -99)",error,BoundsError,1
-2640,false,"BoundsError(-2640, 0)",error,BoundsError,10.0,-2640,true,"TypeError(:<:, """", Type, -2640)",error,TypeError,1
-43360622839289005099568533551417936757,false,"BoundsError(-43360622839289005099568533551417936757, 0)",error,BoundsError,10.0,-43360622839289005099568533551417936757,true,"TypeError(:<:, """", Type, -43360622839289005099568533551417936757)",error,TypeError,1
-62,false,"BoundsError(-62, 0)",error,BoundsError,10.0,-62,true,"TypeError(:<:, """", Type, -62)",error,TypeError,1
146697560646184609108911506315797842802,false,"BoundsError(146697560646184609108911506315797842802, 0)",error,BoundsError,10.0,146697560646184609108911506315797842802,true,"TypeError(:<:, """", Type, 146697560646184609108911506315797842802)",error,TypeError,1
71,-10,"BoundsError(71, -10)",error,BoundsError,1.0,71,-9,"BoundsError(71, -9)",error,BoundsError,1
108,-100,"BoundsError(0x6c, -100)",error,BoundsError,1.0,108,-99,"BoundsError(0x6c, -99)",error,BoundsError,1
-2729528531069693700,false,"BoundsError(-2729528531069693700, 0)",error,BoundsError,10.0,-2729528531069693700,true,"TypeError(:<:, """", Type, -2729528531069693700)",error,TypeError,1
162374075355542266058701382683747159660,false,"BoundsError(162374075355542266058701382683747159660, 0)",error,BoundsError,10.0,162374075355542266058701382683747159660,true,"TypeError(:<:, """", Type, 162374075355542266058701382683747159660)",error,TypeError,1
false,-1233,"BoundsError(false, -1233)",error,BoundsError,1.0,true,-1233,"BoundsError(true, -1233)",error,BoundsError,1
46506,false,"BoundsError(0xb5aa, 0)",error,BoundsError,10.0,46506,true,"TypeError(:<:, """", Type, 0xb5aa)",error,TypeError,1
64443,-100,"BoundsError(0xfbbb, -100)",error,BoundsError,1.0,64443,-99,"BoundsError(0xfbbb, -99)",error,BoundsError,1
223,false,"BoundsError(0xdf, 0)",error,BoundsError,10.0,223,true,"TypeError(:<:, """", Type, 0xdf)",error,TypeError,1
1064409732,false,"BoundsError(1064409732, 0)",error,BoundsError,10.0,1064409732,true,"TypeError(:<:, """", Type, 1064409732)",error,TypeError,1
41761794952614314120182675128955994820,-1000000000,"BoundsError(0x1f6b0775eb69729d73282e3cc7d882c4, -1000000000)",error,BoundsError,1.0,41761794952614314120182675128955994820,-999999999,"BoundsError(0x1f6b0775eb69729d73282e3cc7d882c4, -999999999)",error,BoundsError,1
-2070895947,false,"BoundsError(-2070895947, 0)",error,BoundsError,10.0,-2070895947,true,"TypeError(:<:, """", Type, -2070895947)",error,TypeError,1
180402188171010604574884397173706107007,false,"BoundsError(0x87b832976e531d7ed6fad72808d4a87f, 0)",error,BoundsError,10.0,180402188171010604574884397173706107007,true,"TypeError(:<:, """", Type, 0x87b832976e531d7ed6fad72808d4a87f)",error,TypeError,1
false,-6736982870173034552,"BoundsError(false, -6736982870173034552)",error,BoundsError,1.0,true,-6736982870173034552,"BoundsError(true, -6736982870173034552)",error,BoundsError,1
2518812200,-100,"BoundsError(0x96220628, -100)",error,BoundsError,1.0,2518812200,-99,"BoundsError(0x96220628, -99)",error,BoundsError,1
9918978437870789036,false,"BoundsError(0x89a74a56140c21ac, 0)",error,BoundsError,10.0,9918978437870789036,true,"TypeError(:<:, """", Type, 0x89a74a56140c21ac)",error,TypeError,1
161,false,"BoundsError(0xa1, 0)",error,BoundsError,10.0,161,true,"TypeError(:<:, """", Type, 0xa1)",error,TypeError,1
-1000000000,-1094951147,"BoundsError(-1000000000, -1094951147)",error,BoundsError,1.0,-999999999,-1094951147,"BoundsError(-999999999, -1094951147)",error,BoundsError,1
-10000,-124902069083228016842394782203599452660,"BoundsError(-10000, -124902069083228016842394782203599452660)",error,BoundsError,1.0,-9999,-124902069083228016842394782203599452660,"BoundsError(-9999, -124902069083228016842394782203599452660)",error,BoundsError,1
660574229,false,"BoundsError(0x275f9015, 0)",error,BoundsError,10.0,660574229,true,"TypeError(:<:, """", Type, 0x275f9015)",error,TypeError,1
325,-10000,"BoundsError(325, -10000)",error,BoundsError,1.0,325,-9999,"BoundsError(325, -9999)",error,BoundsError,1
-17,false,"BoundsError(-17, 0)",error,BoundsError,10.0,-17,true,"TypeError(:<:, """", Type, -17)",error,TypeError,1
-2824046307289629390,false,"BoundsError(-2824046307289629390, 0)",error,BoundsError,10.0,-2824046307289629390,true,"TypeError(:<:, """", Type, -2824046307289629390)",error,TypeError,1
13230,false,"BoundsError(0x33ae, 0)",error,BoundsError,10.0,13230,true,"TypeError(:<:, """", Type, 0x33ae)",error,TypeError,1
