A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
238,false,"BoundsError(0xee, 0)",error,BoundsError,10.0,238,true,"TypeError(:<:, """", Type, 0xee)",error,TypeError,3
229,false,"BoundsError(0xe5, 0)",error,BoundsError,10.0,229,true,"TypeError(:<:, """", Type, 0xe5)",error,TypeError,2
219,false,"BoundsError(0xdb, 0)",error,BoundsError,10.0,219,true,"TypeError(:<:, """", Type, 0xdb)",error,TypeError,2
160,false,"BoundsError(0xa0, 0)",error,BoundsError,10.0,160,true,"TypeError(:<:, """", Type, 0xa0)",error,TypeError,2
149,false,"BoundsError(0x95, 0)",error,BoundsError,10.0,149,true,"TypeError(:<:, """", Type, 0x95)",error,TypeError,2
131,false,"BoundsError(0x83, 0)",error,BoundsError,10.0,131,true,"TypeError(:<:, """", Type, 0x83)",error,TypeError,2
127,false,"BoundsError(0x7f, 0)",error,BoundsError,10.0,127,true,"TypeError(:<:, """", Type, 0x7f)",error,TypeError,2
93,-100,"BoundsError(0x5d, -100)",error,BoundsError,1.0,93,-99,"BoundsError(0x5d, -99)",error,BoundsError,2
89,false,"BoundsError(89, 0)",error,BoundsError,10.0,89,true,"TypeError(:<:, """", Type, 89)",error,TypeError,2
84,false,"BoundsError(0x54, 0)",error,BoundsError,10.0,84,true,"TypeError(:<:, """", Type, 0x54)",error,TypeError,2
75,false,"BoundsError(0x4b, 0)",error,BoundsError,10.0,75,true,"TypeError(:<:, """", Type, 0x4b)",error,TypeError,2
74,false,"BoundsError(0x4a, 0)",error,BoundsError,10.0,74,true,"TypeError(:<:, """", Type, 0x4a)",error,TypeError,2
73,false,"BoundsError(0x49, 0)",error,BoundsError,10.0,73,true,"TypeError(:<:, """", Type, 0x49)",error,TypeError,2
48,-10000,"BoundsError(0x30, -10000)",error,BoundsError,1.0,48,-9999,"BoundsError(0x30, -9999)",error,BoundsError,2
28,false,"BoundsError(0x1c, 0)",error,BoundsError,10.0,28,true,"TypeError(:<:, """", Type, 0x1c)",error,TypeError,2
23,false,"BoundsError(23, 0)",error,BoundsError,10.0,23,true,"TypeError(:<:, """", Type, 23)",error,TypeError,2
9,false,"BoundsError(0x09, 0)",error,BoundsError,10.0,9,true,"TypeError(:<:, """", Type, 0x09)",error,TypeError,2
7,false,"BoundsError(0x07, 0)",error,BoundsError,10.0,7,true,"TypeError(:<:, """", Type, 0x07)",error,TypeError,2
true,false,"BoundsError(true, 0)",error,BoundsError,10.0,true,true,"TypeError(:<:, """", Type, true)",error,TypeError,39
false,false,"BoundsError(false, 0)",error,BoundsError,10.0,false,true,"TypeError(:<:, """", Type, false)",error,TypeError,43
false,-29,"BoundsError(false, -29)",error,BoundsError,1.0,true,-29,"BoundsError(true, -29)",error,BoundsError,2
false,-38,"BoundsError(false, -38)",error,BoundsError,1.0,true,-38,"BoundsError(true, -38)",error,BoundsError,2
false,-61,"BoundsError(false, -61)",error,BoundsError,1.0,true,-61,"BoundsError(true, -61)",error,BoundsError,2
false,-78,"BoundsError(false, -78)",error,BoundsError,1.0,true,-78,"BoundsError(true, -78)",error,BoundsError,2
false,-91,"BoundsError(false, -91)",error,BoundsError,1.0,true,-91,"BoundsError(true, -91)",error,BoundsError,2
false,-98,"BoundsError(false, -98)",error,BoundsError,1.0,true,-98,"BoundsError(true, -98)",error,BoundsError,2
false,-99,"BoundsError(false, -99)",error,BoundsError,1.0,true,-99,"BoundsError(true, -99)",error,BoundsError,2
-22,false,"BoundsError(-22, 0)",error,BoundsError,10.0,-22,true,"TypeError(:<:, """", Type, -22)",error,TypeError,3
