bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
8,0,10,1,1,5.56779484457887,0.0,32331709,0.010430815227816921,0.6698906348083082,0.015570922604107966,22,3,-58,46,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,6.105771212404935,0.0,32331709,0.010366297331030729,0.9473684210526316,0.010942202738310213,35,37,71,-47,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,17,0,1,7.5933427783519125,0.0,32331709,0.01032025267590351,0.14907119849998599,0.06923035958488306,89,18,139,101,Normal,Severely obese
7,0,6,1,1,6.026535820904352,0.0,32331709,0.010283969675796853,0.9245283018867925,0.01112347740443333,73,1,-8,40,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,6,1,1,5.486788175949149,0.0,32331709,0.009868971689563098,0.9245283018867925,0.01067460203156825,65,2,-25,-24,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
8,0,6,1,1,6.036248345804667,0.0,32331709,0.00971252490031632,0.6537402316630345,0.01485685663800873,66,8,-24,39,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,7.641375249535773,0.0,32331709,0.009699396581588703,0.9473684210526316,0.01023825194723252,-43,74,53,92,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,10,1,1,4.879929119875808,0.0,29998673,0.009648957359921573,0.9473684210526316,0.010185010546583882,22,27,28,-71,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,6,1,1,7.8994694449546445,0.0,32331709,0.009553583847655736,0.9245283018867925,0.010333468243382736,106,-82,68,7,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
9,0,10,1,1,6.153466230721393,0.0,32331709,0.00938909396447291,0.9473684210526316,0.009910710295832516,-69,80,26,46,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,10,1,1,5.0810246399523455,0.0,29998673,0.009278121252360542,0.07840476839390854,0.11833618595423824,-28,151,71,176,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,13,0,1,7.861530963510596,0.0,32331709,0.009238294125416224,0.15811388300841897,0.058428102261736996,175,80,101,1,Obese,Underweight
8,0,10,1,1,5.8019792406713595,0.0,32331709,0.009201655538121451,0.6698906348083082,0.013736056394868903,-61,-8,41,6,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,10,1,1,5.857311333368112,0.0,32331709,0.009127897020185832,0.0861244019138756,0.1059850265121577,100,-14,56,80,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,14,0,1,7.5278781093639555,0.0,32331709,0.00906300265913235,0.08537714095908289,0.10615256680328293,237,42,134,64,Underweight,Severely obese
10,0,6,1,1,5.110573793175175,0.0,29998673,0.008821047888056915,0.08404802744425387,0.10495246772933021,422,99,450,-2,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,7.673766403860639,0.0,32331709,0.008795336780272472,0.9473684210526316,0.00928396660139872,36,6,117,-65,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,4.660280794819811,0.0,29998673,0.008726781669297428,0.9473684210526316,0.009211602873147285,-2,-34,54,59,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,10,1,1,6.789827015443031,0.0,32331709,0.008698778075437523,0.0861244019138756,0.10100247876480235,20,64,-74,119,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,6.182700744873957,0.0,32331709,0.008673585867611477,0.9473684210526316,0.009155451749145447,-70,39,39,46,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,0,10,1,1,7.8008511941897325,0.0,32331709,0.008661976578998636,0.6698906348083082,0.012930433908032305,-85,16,24,7,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,8,1,1,7.407102488022353,0.0,32331709,0.008657903762571448,0.03202956658285099,0.27030973835303135,132,40,94,-57,Overweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,11,0,1,7.420933090093029,0.0,32331709,0.008648694134960937,0.7071067811865476,0.012231100542478399,188,75,100,0,Normal,Underweight
10,0,10,1,1,7.742200369005385,0.0,32331709,0.008625280745477722,0.0861244019138756,0.1001490931002691,15,15,107,-45,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
13,0,6,1,1,8.531332374408938,0.0,32331709,0.008622395602289794,0.04484620991237855,0.1922658708313681,1088,12,1189,-24,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,4.966568648153132,0.0,29998673,0.008617783449180893,0.9473684210526316,0.009096549196357608,91,95,-11,54,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,14,0,1,6.775484738921971,0.0,32331709,0.008599159643045312,0.08862732049359294,0.09702605917852344,15,39,124,18,Severely obese,Underweight
8,1,10,1,1,1.508015032630762,0.0,2235826,0.008533465562104011,0.06698906348083082,0.1273859510596964,-32,0,1,106,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,9,1,1,7.574137050541095,0.0,32331709,0.008510164170040472,0.04645645538771777,0.18318582636182792,86,21,92,-94,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,10,1,1,6.174027159006346,0.0,32331709,0.008494955085024245,0.0861244019138756,0.09863586737611484,13,58,-73,-13,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
8,0,19,0,1,4.7990848581896985,0.0,29998673,0.00838926116182198,0.40249223594996214,0.020843286932036457,61,9,83,114,Overweight,Severely obese
7,0,14,0,1,7.501821385863242,0.0,32331709,0.00837385010699322,0.2315112784437724,0.03617037650728102,100,1,5,64,Underweight,Severely obese
7,0,8,1,1,1.8926893419478865,0.0,2830377,0.008350057100754545,0.3006535947712418,0.027773016009031423,-73,1,35,3,"DomainError(""Height or Weight cannot be negative."", """")",Overweight
9,0,10,1,1,7.792189217610734,0.0,32331709,0.008175175172817059,0.9473684210526316,0.008629351571306895,0,156,-55,54,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,1,6,1,1,5.138794184060855,0.0,29998673,0.00814317469437784,0.6537402316630345,0.012456285080792117,889,2,1002,-9,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,7.947009652415535,0.0,32331709,0.008112589179196732,0.9473684210526316,0.008563288578040994,77,-49,28,57,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,0,10,1,1,4.905014726092468,0.0,29998673,0.008092438064491836,0.6698906348083082,0.012080237644772446,-94,29,2,96,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,14,0,1,8.103702350181571,0.0,32331709,0.007985102577712087,0.08537714095908289,0.0935274066103825,124,92,237,53,Severely obese,Underweight
9,0,10,1,1,7.884797857235575,0.0,32331709,0.007971217804642192,0.9473684210526316,0.008414063238233425,56,72,26,-43,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,6.437438637136102,0.0,32331709,0.00796586203416686,0.9473684210526316,0.008408409924953907,75,21,35,-91,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
8,0,10,1,1,7.35579194184161,0.0,32331709,0.007811637715080074,0.6698906348083082,0.011661064223289826,33,5,-85,33,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,7,1,1,6.334356742705889,0.0,32331709,0.007788421807399978,0.04794011226613654,0.16246148453226475,-18,32,105,24,"DomainError(""Height or Weight cannot be negative."", """")",Normal
9,0,10,1,1,7.808626702738384,0.0,32331709,0.007775508548651247,0.9473684210526316,0.008207481245798539,-4,203,30,86,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,6,1,1,8.395484044873799,0.0,32331709,0.00776914539400666,0.08108649612461213,0.09581306093270067,426,102,370,-3,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
8,1,6,1,1,1.8187711237173843,0.0,2757445,0.007768871093676671,0.062190503595885495,0.12492053680991026,-10,1,109,0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
10,0,10,1,1,8.001272717437612,0.0,32331709,0.007763750232768551,0.0861244019138756,0.09014576659159039,51,-19,24,100,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,2,10,1,1,7.3426681434308865,0.0,32331709,0.007728792787402145,0.009426668117778845,0.8198859544896377,3,6,-108,-46,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,4.6876112981357885,0.0,29998673,0.007707278343686342,0.9473684210526316,0.008135460473891139,-68,23,54,38,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
